"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"WNT2"	58	2.85	0.0044	0.0827	"GSE14814"
"CAV1"	41	2.85	0.0044	0.0827	"GSE14814"
"CD40"	41	2.85	0.00442	0.0827	"GSE14814"
"TGFB3"	72	2.85	0.00443	0.0827	"GSE14814"
"ENG"	109	2.84	0.00447	0.0827	"GSE14814"
"FSTL1"	138	2.84	0.00449	0.0827	"GSE14814"
"DDR2"	82	2.84	0.00452	0.0827	"GSE14814"
"CRYAB"	72	2.83	0.00463	0.0827	"GSE14814"
"GADD45B"	73	2.83	0.00472	0.0827	"GSE14814"
"RASL12"	140	2.82	0.00475	0.0827	"GSE14814"
"SOX18"	32	2.82	0.00478	0.0827	"GSE14814"
"ADRA2A"	38	2.82	0.00481	0.0827	"GSE14814"
"LMO2"	61	2.81	0.00501	0.0827	"GSE14814"
"GREM1"	73	2.81	0.00501	0.0827	"GSE14814"
"STAT5B"	48	2.81	0.00503	0.0827	"GSE14814"
"DUSP6"	27	2.8	0.00503	0.0827	"GSE14814"
"NISCH"	63	2.8	0.00503	0.0827	"GSE14814"
"MEOX2"	53	2.8	0.00506	0.0827	"GSE14814"
"TBC1D1"	44	2.8	0.0051	0.0827	"GSE14814"
"ANXA5"	83	2.79	0.00519	0.0827	"GSE14814"
"EDNRA"	59	2.79	0.0052	0.0827	"GSE14814"
"KLF7"	43	2.79	0.00525	0.0827	"GSE14814"
"TSC22D3"	56	2.79	0.00528	0.0827	"GSE14814"
"RHOG"	92	2.79	0.00529	0.0827	"GSE14814"
"CHN1"	60	2.79	0.00529	0.0827	"GSE14814"
"PNRC1"	46	2.79	0.00533	0.0827	"GSE14814"
"MAP3K3"	62	2.79	0.00534	0.0827	"GSE14814"
"LCP2"	50	2.78	0.00537	0.0827	"GSE14814"
"CDC42EP3"	54	2.78	0.0054	0.0827	"GSE14814"
"ZNF426"	35	2.78	0.00542	0.0827	"GSE14814"
"NCOR2"	85	2.78	0.00545	0.0827	"GSE14814"
"ARHGAP17"	33	2.77	0.00553	0.0827	"GSE14814"
"EGR2"	40	2.77	0.00555	0.0827	"GSE14814"
"C5AR1"	54	2.77	0.00556	0.0827	"GSE14814"
"WFS1"	79	2.77	0.00559	0.0827	"GSE14814"
"RIN3"	88	2.77	0.00559	0.0827	"GSE14814"
"IL1R1"	65	2.76	0.00575	0.0827	"GSE14814"
"SMARCD3"	30	2.76	0.00577	0.0827	"GSE14814"
"PRRX1"	68	2.76	0.00577	0.0827	"GSE14814"
"NPR1"	65	2.76	0.00579	0.0827	"GSE14814"
"CXCR4"	45	2.76	0.00582	0.0827	"GSE14814"
"ITGAX"	58	2.76	0.00584	0.0827	"GSE14814"
"CD14"	55	2.75	0.0059	0.0827	"GSE14814"
"PXN"	47	2.75	0.0059	0.0827	"GSE14814"
"CREB3L2"	60	2.75	0.00595	0.0827	"GSE14814"
"PLPP3"	40	2.75	0.00595	0.0827	"GSE14814"
"IGFBP6"	32	2.75	0.00601	0.0827	"GSE14814"
"TNFRSF14"	61	2.75	0.00602	0.0827	"GSE14814"
"PDPN"	85	2.75	0.00605	0.0827	"GSE14814"
"NOTCH4"	28	2.74	0.00606	0.0827	"GSE14814"
"ANTXR1"	70	2.74	0.00612	0.0827	"GSE14814"
"MN1"	79	2.74	0.00613	0.0827	"GSE14814"
"SIPA1"	45	2.74	0.00621	0.0833	"GSE14814"
"TLR2"	50	2.73	0.00641	0.0842	"GSE14814"
"KLF2"	53	2.72	0.00659	0.0848	"GSE14814"
"LEF1"	37	2.71	0.00668	0.0848	"GSE14814"
"PECAM1"	114	2.71	0.00675	0.0848	"GSE14814"
"AKAP13"	88	2.71	0.0068	0.0848	"GSE14814"
"SOX17"	60	2.7	0.00684	0.0848	"GSE14814"
"RAB32"	46	2.7	0.00686	0.0848	"GSE14814"
"NOTCH2"	67	2.7	0.00687	0.0848	"GSE14814"
"LDLRAP1"	28	2.7	0.00688	0.0848	"GSE14814"
"LAT2"	30	2.7	0.00692	0.0848	"GSE14814"
"RUNX3"	46	2.69	0.00705	0.086	"GSE14814"
"MAFB"	64	2.68	0.00727	0.0877	"GSE14814"
"EVL"	49	2.68	0.00733	0.0877	"GSE14814"
"PDE4DIP"	25	2.68	0.00735	0.0877	"GSE14814"
"RARA"	79	2.68	0.00736	0.0877	"GSE14814"
"HERPUD1"	64	2.68	0.00746	0.0881	"GSE14814"
"PTGER4"	51	2.67	0.0075	0.0883	"GSE14814"
"DUSP1"	58	2.67	0.00762	0.0884	"GSE14814"
"CARD10"	27	2.67	0.00765	0.0884	"GSE14814"
"RAB31"	67	2.67	0.00767	0.0884	"GSE14814"
"ZEB2"	62	2.67	0.00768	0.0884	"GSE14814"
"WISP1"	56	2.66	0.00778	0.089	"GSE14814"
"RGL1"	70	2.66	0.00783	0.0892	"GSE14814"
"MYD88"	49	2.65	0.00801	0.0902	"GSE14814"
"CCDC85B"	65	2.65	0.0081	0.0906	"GSE14814"
"CCND2"	43	2.64	0.00818	0.0906	"GSE14814"
"ADGRE5"	87	2.64	0.00819	0.0906	"GSE14814"
"CD209"	56	2.64	0.0082	0.0906	"GSE14814"
"PDE1A"	32	2.64	0.00829	0.0909	"GSE14814"
"ARHGEF18"	64	2.64	0.00832	0.0909	"GSE14814"
"PLXND1"	55	2.63	0.00857	0.0926	"GSE14814"
"ITPR1"	50	2.63	0.00862	0.0928	"GSE14814"
"IGF1"	40	2.61	0.00892	0.0947	"GSE14814"
"ELK3"	143	2.61	0.00896	0.0947	"GSE14814"
"RCAN2"	99	2.61	0.00903	0.0952	"GSE14814"
"SOCS3"	33	2.6	0.0092	0.0966	"GSE14814"
"LDB2"	95	2.6	0.00923	0.0966	"GSE14814"
"SMPD1"	58	2.6	0.00929	0.0966	"GSE14814"
"ITGAM"	43	2.6	0.0093	0.0966	"GSE14814"
"GNG11"	41	2.6	0.00941	0.0974	"GSE14814"
"DDAH2"	52	2.59	0.00951	0.0975	"GSE14814"
"ARHGAP1"	67	2.59	0.00968	0.0979	"GSE14814"
"PIK3CD"	40	2.58	0.00974	0.0979	"GSE14814"
"ETV1"	29	2.58	0.00976	0.0979	"GSE14814"
"GRK5"	29	2.58	0.00983	0.098	"GSE14814"
"RSU1"	27	2.58	0.00987	0.098	"GSE14814"
"PRKD1"	52	2.58	0.0099	0.098	"GSE14814"
"FOS"	30	2.58	0.00994	0.098	"GSE14814"
"TIE1"	64	2.56	0.0103	0.101	"GSE14814"
"PPARD"	39	2.56	0.0104	0.102	"GSE14814"
"PDE4B"	38	2.56	0.0106	0.102	"GSE14814"
"JUNB"	42	2.55	0.0107	0.103	"GSE14814"
"ARL4C"	48	2.54	0.0112	0.107	"GSE14814"
"CCL13"	32	2.53	0.0113	0.107	"GSE14814"
"SPRY1"	48	2.53	0.0115	0.109	"GSE14814"
"HCLS1"	26	2.52	0.0116	0.109	"GSE14814"
"MAPRE2"	47	2.52	0.0117	0.109	"GSE14814"
"PLXNC1"	83	2.5	0.0124	0.116	"GSE14814"
"CD44"	70	2.5	0.0125	0.116	"GSE14814"
"EPAS1"	77	2.5	0.0125	0.116	"GSE14814"
"F2R"	36	2.49	0.0127	0.116	"GSE14814"
"MYO9B"	33	2.49	0.0127	0.116	"GSE14814"
"GPR183"	37	2.49	0.0128	0.117	"GSE14814"
"IRF7"	79	2.49	0.0128	0.117	"GSE14814"
"CSF1R"	48	2.48	0.0131	0.119	"GSE14814"
"RTN1"	42	2.48	0.0133	0.12	"GSE14814"
"EVI2A"	85	2.47	0.0134	0.121	"GSE14814"
"MS4A4A"	69	2.47	0.0137	0.122	"GSE14814"
"LY96"	51	2.46	0.0138	0.123	"GSE14814"
"CDKN1A"	34	2.46	0.014	0.125	"GSE14814"
"PRDM1"	67	2.45	0.0141	0.125	"GSE14814"
"FOXO1"	32	2.45	0.0142	0.125	"GSE14814"
"RHOF"	55	2.44	0.0146	0.128	"GSE14814"
"WISP2"	40	2.44	0.0147	0.128	"GSE14814"
"ROR2"	28	2.43	0.015	0.13	"GSE14814"
"DLC1"	129	2.43	0.015	0.13	"GSE14814"
"APH1B"	40	2.43	0.015	0.13	"GSE14814"
"FZD4"	61	2.43	0.0151	0.13	"GSE14814"
"FCGR2C"	41	2.43	0.0152	0.131	"GSE14814"
"SH3BP5"	56	2.42	0.0154	0.132	"GSE14814"
"FNBP1"	40	2.4	0.0162	0.137	"GSE14814"
"CD34"	43	2.4	0.0163	0.137	"GSE14814"
"S1PR1"	62	2.4	0.0164	0.137	"GSE14814"
"ADGRL4"	39	2.4	0.0164	0.137	"GSE14814"
"MEIS1"	54	2.4	0.0164	0.137	"GSE14814"
"ARHGAP6"	60	2.39	0.0169	0.141	"GSE14814"
"TNFRSF1B"	67	2.39	0.0171	0.141	"GSE14814"
"STARD13"	30	2.38	0.0175	0.144	"GSE14814"
"ARHGDIB"	83	2.37	0.0178	0.145	"GSE14814"
"ELMO1"	62	2.36	0.018	0.147	"GSE14814"
"CLEC4A"	38	2.36	0.0181	0.147	"GSE14814"
"DPYSL2"	129	2.36	0.0185	0.15	"GSE14814"
"PINK1"	37	2.35	0.0187	0.151	"GSE14814"
"GRN"	80	2.34	0.0192	0.154	"GSE14814"
"ARID5B"	41	2.34	0.0193	0.154	"GSE14814"
"FLI1"	51	2.33	0.0198	0.157	"GSE14814"
"TSPYL2"	28	2.32	0.0201	0.159	"GSE14814"
"STAT2"	25	2.32	0.0202	0.16	"GSE14814"
"STAT5A"	34	2.32	0.0203	0.16	"GSE14814"
"FLII"	49	2.31	0.0211	0.164	"GSE14814"
"PTPRG"	36	2.3	0.0212	0.165	"GSE14814"
"ARL2BP"	54	2.29	0.0217	0.167	"GSE14814"
"RRAD"	49	2.29	0.0217	0.167	"GSE14814"
"RUNX1T1"	65	2.29	0.0218	0.167	"GSE14814"
"DPYSL3"	49	2.29	0.0221	0.169	"GSE14814"
"TRAF1"	52	2.29	0.0222	0.169	"GSE14814"
"GPSM3"	66	2.29	0.0222	0.169	"GSE14814"
"TCF21"	128	2.28	0.0224	0.169	"GSE14814"
"TGFBR2"	143	2.28	0.0225	0.169	"GSE14814"
"CSF2RB"	43	2.28	0.0227	0.17	"GSE14814"
"TRIO"	27	2.28	0.0228	0.171	"GSE14814"
"IFITM1"	26	2.27	0.0229	0.171	"GSE14814"
"RASSF2"	62	2.27	0.023	0.171	"GSE14814"
"PDE4A"	55	2.27	0.0232	0.172	"GSE14814"
"MPP1"	27	2.27	0.0232	0.172	"GSE14814"
"MLXIP"	38	2.26	0.0237	0.174	"GSE14814"
"JAK1"	80	2.26	0.0237	0.174	"GSE14814"
"PIK3CG"	48	2.26	0.0238	0.174	"GSE14814"
"ITSN1"	43	2.26	0.024	0.175	"GSE14814"
"CCR2"	56	2.25	0.0244	0.178	"GSE14814"
"MICAL1"	50	2.23	0.0254	0.184	"GSE14814"
"GEM"	30	2.23	0.0257	0.185	"GSE14814"
"LPXN"	65	2.23	0.0259	0.185	"GSE14814"
"GUCY1A1"	27	2.23	0.026	0.185	"GSE14814"
"CCL18"	29	2.22	0.0261	0.185	"GSE14814"
"TNFAIP6"	82	2.22	0.0263	0.185	"GSE14814"
"TRIB1"	34	2.22	0.0263	0.185	"GSE14814"
"CCR1"	34	2.22	0.0264	0.186	"GSE14814"
"ITGB3"	26	2.21	0.0268	0.187	"GSE14814"
"PDE2A"	60	2.21	0.0268	0.187	"GSE14814"
"FOSB"	33	2.21	0.0269	0.187	"GSE14814"
"XBP1"	74	2.21	0.027	0.187	"GSE14814"
"TNFSF13"	98	2.21	0.0271	0.187	"GSE14814"
"ARAP3"	35	2.21	0.0273	0.187	"GSE14814"
"FCER1G"	49	2.21	0.0273	0.187	"GSE14814"
"GNG7"	35	2.21	0.0274	0.188	"GSE14814"
"LASP1"	98	2.2	0.0276	0.188	"GSE14814"
"LILRB3"	60	2.2	0.0281	0.191	"GSE14814"
"PTPRC"	54	2.2	0.0281	0.191	"GSE14814"
"SLA"	42	2.19	0.0288	0.193	"GSE14814"
"EGR3"	39	2.18	0.029	0.194	"GSE14814"
"CRTC3"	29	2.18	0.0294	0.195	"GSE14814"
"ABCG1"	57	2.17	0.0297	0.196	"GSE14814"
"TNIP2"	40	2.17	0.0297	0.196	"GSE14814"
"RAC2"	44	2.17	0.0297	0.196	"GSE14814"
"INPP5D"	48	2.17	0.0303	0.199	"GSE14814"
"SMARCAL1"	28	2.16	0.0305	0.199	"GSE14814"
"ACKR1"	90	2.16	0.0305	0.199	"GSE14814"
"DDIT4"	33	2.16	0.0307	0.199	"GSE14814"
"MS4A6A"	41	2.16	0.0307	0.199	"GSE14814"
"TYROBP"	96	2.16	0.0307	0.199	"GSE14814"
"DACH1"	25	2.15	0.0314	0.202	"GSE14814"
"ADAP2"	26	2.15	0.0315	0.202	"GSE14814"
"IGSF6"	33	2.15	0.0318	0.204	"GSE14814"
"C3AR1"	42	2.15	0.0319	0.204	"GSE14814"
"RAMP2"	71	2.15	0.032	0.204	"GSE14814"
"ARRB2"	42	2.14	0.0323	0.205	"GSE14814"
"NR4A3"	37	2.14	0.0323	0.205	"GSE14814"
"IL10RA"	54	2.14	0.0325	0.206	"GSE14814"
"PTPRE"	83	2.13	0.0328	0.207	"GSE14814"
"LTB"	47	2.13	0.0329	0.207	"GSE14814"
"TBX2"	26	2.13	0.0331	0.207	"GSE14814"
"KLF9"	26	2.13	0.0332	0.208	"GSE14814"
"ANK2"	57	2.12	0.0336	0.209	"GSE14814"
"FYB1"	33	2.12	0.0343	0.211	"GSE14814"
"PILRA"	76	2.12	0.0344	0.211	"GSE14814"
"MNDA"	68	2.12	0.0344	0.211	"GSE14814"
"PSTPIP1"	34	2.11	0.0345	0.212	"GSE14814"
"CFLAR"	31	2.11	0.0349	0.213	"GSE14814"
"PKD2"	48	2.1	0.0353	0.214	"GSE14814"
"MT1H"	44	2.1	0.0354	0.214	"GSE14814"
"MARCO"	49	2.1	0.0354	0.214	"GSE14814"
"NR4A1"	27	2.1	0.0355	0.214	"GSE14814"
"RGS2"	39	2.09	0.0364	0.217	"GSE14814"
"CD53"	90	2.09	0.0366	0.217	"GSE14814"
"CPE"	30	2.09	0.0367	0.218	"GSE14814"
"RRBP1"	45	2.09	0.0368	0.218	"GSE14814"
"TEK"	47	2.08	0.0373	0.22	"GSE14814"
"PLAGL1"	27	2.08	0.0373	0.22	"GSE14814"
"SPRY4"	37	2.08	0.0376	0.221	"GSE14814"
"PRKCH"	37	2.08	0.0379	0.222	"GSE14814"
"RCAN1"	35	2.08	0.0379	0.222	"GSE14814"
"IL21R"	76	2.08	0.038	0.222	"GSE14814"
"TSC22D1"	53	2.07	0.0383	0.223	"GSE14814"
"FCGRT"	84	2.07	0.0385	0.223	"GSE14814"
"BST2"	46	2.07	0.0386	0.224	"GSE14814"
"ZFP36"	30	2.06	0.039	0.225	"GSE14814"
"RAMP3"	61	2.06	0.0391	0.225	"GSE14814"
"CX3CR1"	47	2.05	0.04	0.228	"GSE14814"
"AIP"	34	2.05	0.04	0.228	"GSE14814"
"RGS10"	25	2.04	0.041	0.233	"GSE14814"
"P2RX4"	41	2.04	0.0412	0.233	"GSE14814"
"ITGB2"	66	2.04	0.0412	0.233	"GSE14814"
"DOK2"	64	2.03	0.0421	0.237	"GSE14814"
"EREG"	38	2.03	0.0423	0.237	"GSE14814"
"TNFRSF4"	38	2.03	0.0425	0.238	"GSE14814"
"GPR65"	45	2.03	0.0426	0.238	"GSE14814"
"ABCA1"	45	2.02	0.0431	0.239	"GSE14814"
"RHOA"	86	2.02	0.0433	0.239	"GSE14814"
"LILRB2"	51	2.02	0.0434	0.24	"GSE14814"
"HLA-DOB"	51	2.01	0.0446	0.246	"GSE14814"
"ABLIM3"	31	2.01	0.0449	0.247	"GSE14814"
"CITED2"	79	2	0.0452	0.248	"GSE14814"
"ENPP2"	68	2	0.0455	0.249	"GSE14814"
"TBC1D16"	45	2	0.0455	0.249	"GSE14814"
"RAB20"	39	2	0.0456	0.249	"GSE14814"
"ARHGEF6"	42	2	0.0459	0.249	"GSE14814"
"FABP4"	28	2	0.046	0.249	"GSE14814"
"CLIC3"	43	1.99	0.0461	0.249	"GSE14814"
"PLCG2"	26	1.99	0.0462	0.249	"GSE14814"
"ADCY7"	29	1.99	0.0467	0.252	"GSE14814"
"TNFRSF17"	44	1.99	0.0468	0.252	"GSE14814"
"CMKLR1"	36	1.98	0.0474	0.254	"GSE14814"
"CD59"	69	1.98	0.0478	0.254	"GSE14814"
"ASMTL"	27	1.98	0.0478	0.254	"GSE14814"
"ADRB2"	85	1.98	0.0479	0.254	"GSE14814"
"BNC2"	34	1.98	0.0481	0.255	"GSE14814"
"CD83"	59	1.98	0.0481	0.255	"GSE14814"
"IL16"	70	1.98	0.0483	0.255	"GSE14814"
"CYTH4"	40	1.97	0.0486	0.256	"GSE14814"
"DIDO1"	45	1.97	0.0493	0.259	"GSE14814"
"ZMIZ1"	29	1.96	0.0495	0.26	"GSE14814"
"AGTR1"	41	1.96	0.0497	0.26	"GSE14814"
"ICAM1"	86	1.96	0.0501	0.262	"GSE14814"
"PTPRM"	65	1.96	0.0504	0.262	"GSE14814"
"GPRC5A"	53	1.96	0.0504	0.262	"GSE14814"
"CYTL1"	27	1.96	0.0505	0.262	"GSE14814"
"SPOCK2"	49	1.95	0.0507	0.263	"GSE14814"
"NOD1"	61	1.95	0.0509	0.263	"GSE14814"
"GPX1"	46	1.95	0.051	0.263	"GSE14814"
"PRKCB"	54	1.95	0.0517	0.266	"GSE14814"
"ADCY9"	74	1.94	0.0522	0.268	"GSE14814"
"CD79A"	56	1.94	0.0524	0.268	"GSE14814"
"PPP1R13L"	26	1.94	0.0524	0.268	"GSE14814"
"CD4"	79	1.94	0.0528	0.269	"GSE14814"
"SEPT6"	25	1.93	0.0535	0.272	"GSE14814"
"CSF1"	33	1.93	0.0538	0.272	"GSE14814"
"PRKD2"	58	1.93	0.0541	0.272	"GSE14814"
"SP110"	62	1.93	0.0541	0.272	"GSE14814"
"IL2RG"	52	1.93	0.0542	0.272	"GSE14814"
"WWTR1"	32	1.92	0.0543	0.272	"GSE14814"
"MEF2C"	102	1.92	0.0543	0.272	"GSE14814"
"CD300C"	35	1.92	0.0544	0.272	"GSE14814"
"RELA"	81	1.92	0.0546	0.272	"GSE14814"
"CBX7"	57	1.92	0.0547	0.272	"GSE14814"
"LAG3"	47	1.92	0.0547	0.272	"GSE14814"
"SETD1B"	46	1.92	0.0553	0.274	"GSE14814"
"RHOH"	28	1.91	0.0555	0.275	"GSE14814"
"TCF7L1"	29	1.91	0.0558	0.275	"GSE14814"
"GMIP"	36	1.91	0.0565	0.279	"GSE14814"
"LCK"	46	1.9	0.0571	0.28	"GSE14814"
"LCP1"	38	1.9	0.0572	0.28	"GSE14814"
"IRF8"	57	1.9	0.0578	0.282	"GSE14814"
"USP20"	41	1.89	0.0582	0.283	"GSE14814"
"PPP1R16B"	41	1.89	0.0582	0.283	"GSE14814"
"CCRL2"	34	1.89	0.0586	0.284	"GSE14814"
"CD27"	70	1.89	0.0588	0.284	"GSE14814"
"LSP1"	45	1.89	0.059	0.285	"GSE14814"
"IL15RA"	32	1.89	0.0591	0.285	"GSE14814"
"PLEK"	37	1.89	0.0594	0.286	"GSE14814"
"CD86"	44	1.88	0.0605	0.288	"GSE14814"
"TFE3"	108	1.88	0.0605	0.288	"GSE14814"
"MAP3K12"	46	1.87	0.0611	0.29	"GSE14814"
"ARHGAP25"	34	1.87	0.0612	0.29	"GSE14814"
"IRAK3"	45	1.87	0.0618	0.29	"GSE14814"
"CYLD"	53	1.87	0.0618	0.29	"GSE14814"
"IRF4"	37	1.87	0.0619	0.29	"GSE14814"
"CD69"	57	1.87	0.0619	0.29	"GSE14814"
"BCL6"	30	1.87	0.0619	0.29	"GSE14814"
"PTPN6"	33	1.87	0.0622	0.29	"GSE14814"
"PDPK1"	54	1.87	0.0622	0.29	"GSE14814"
"CXCL2"	31	1.86	0.0627	0.291	"GSE14814"
"MSRB2"	49	1.86	0.063	0.293	"GSE14814"
"ERG"	30	1.86	0.0633	0.293	"GSE14814"
"TLR1"	26	1.86	0.0633	0.293	"GSE14814"
"OSMR"	39	1.86	0.0634	0.293	"GSE14814"
"CCR7"	41	1.85	0.0641	0.294	"GSE14814"
"CD3E"	31	1.85	0.0641	0.294	"GSE14814"
"TRIM22"	94	1.85	0.0642	0.294	"GSE14814"
"MAFF"	38	1.85	0.0643	0.294	"GSE14814"
"GPR161"	53	1.85	0.0644	0.294	"GSE14814"
"MECP2"	35	1.85	0.0646	0.294	"GSE14814"
"FPR3"	53	1.84	0.0653	0.296	"GSE14814"
"CBFA2T3"	51	1.84	0.0661	0.299	"GSE14814"
"KDR"	43	1.83	0.0666	0.3	"GSE14814"
"NRGN"	72	1.83	0.067	0.3	"GSE14814"
"CD74"	78	1.83	0.0671	0.3	"GSE14814"
