"sg"	"sr"	"n"	"pvalue"	"qvalue"	"overlapVector"
"HALLMARK_INTERFERON_GAMMA_RESPONSE"	235	93	10	0.000872460739403301	0.00335561822847424	"ARID5B CCL2 CDKN1A FPR1 HIF1A PDE4B PIM1 SOCS3 TNFAIP3 TNFAIP6"
"HALLMARK_TGF_BETA_SIGNALING"	235	47	6	0.00202504440906976	0.00723230146096343	"JUNB KLF10 PMEPA1 RAB31 TGFB1 THBS1"
"HALLMARK_IL2_STAT5_SIGNALING"	235	107	10	0.00275238339783332	0.00917461132611108	"BHLHE40 CCND2 ECM1 GADD45B ITGAV KLF6 NFIL3 PIM1 PLAGL1 TGM2"
"HALLMARK_P53_PATHWAY"	235	108	10	0.00296207052108944	0.00925647037840449	"CCND2 CDH13 CDKN1A DDIT4 F2R PLK2 SPHK1 TGFB1 VDR ZNF365"
"HALLMARK_APICAL_JUNCTION"	235	83	8	0.00461110534303669	0.0135620745383432	"AKT3 CD209 GNAI2 ITGA2 MYH9 SLIT2 THY1 ZYX"
"HALLMARK_APICAL_SURFACE"	235	21	3	0.00786500361200811	0.0212567665189408	"AFAP1L2 GAS1 THY1"
"HALLMARK_PANCREAS_BETA_CELLS"	235	21	3	0.00786500361200811	0.0212567665189408	"AKT3 MAFB VDR"
"HALLMARK_ANDROGEN_RESPONSE"	235	46	5	0.00818040010646188	0.0204510002661547	"AKAP12 ARID5B ITGAV MAF PMEPA1"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS"	235	22	3	0.00932542078997522	0.0222033828332743	"ANXA5 AVPR1A NFIL3"
"HALLMARK_IL6_JAK_STAT3_SIGNALING"	235	66	6	0.0134651473494849	0.0306026076124657	"IL1B IL1R1 PDGFC PIM1 SOCS3 TGFB1"
"HALLMARK_HEDGEHOG_SIGNALING"	235	27	3	0.0192356484582246	0.0418166270830969	"MYH9 THY1 UNC5C"
"HALLMARK_MTORC1_SIGNALING"	235	57	5	0.0222933406861481	0.0464444597628085	"BHLHE40 CDKN1A CXCR4 DDIT4 NFIL3"
"HALLMARK_ESTROGEN_RESPONSE_EARLY"	235	91	7	0.0243441552460372	0.0486883104920743	"BHLHE40 CYP26B1 FHL2 GJA1 KLF10 RAB31 TGM2"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING"	235	36	3	0.0493258082616456	0.0948573235800877	"CCND2 FZD1 LEF1"
"HALLMARK_GLYCOLYSIS"	235	53	4	0.0534997098187384	0.0990735367013674	"ANGPTL4 CXCR4 DDIT4 IGFBP3"
"HALLMARK_XENOBIOTIC_METABOLISM"	235	38	3	0.058251615469843	0.104020741910434	"CYP26A1 IGF1 IL1R1"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE"	235	39	3	0.0630167731307299	0.108649608846086	"CCL2 CEBPB DDIT4"
"HALLMARK_NOTCH_SIGNALING"	235	27	2	0.0852396904905675	0.142066150817613	"FZD1 WNT2"
"HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY"	235	19	1	0.166866051216784	0.269138792285136	"JUNB"
"HALLMARK_UV_RESPONSE_UP"	235	76	4	0.171791552739202	0.268424301155003	"JUNB MMP14 MSX1 PTPRD"
"HALLMARK_FATTY_ACID_METABOLISM"	235	23	1	0.223942178438057	0.339306330966753	"LGALS1"
"HALLMARK_BILE_ACID_METABOLISM"	235	27	1	0.282232011646324	0.415047075950477	"ATXN1"
"HALLMARK_ADIPOGENESIS"	235	54	2	0.349879533195507	0.49982790456501	"ANGPTL4 OMD"
"HALLMARK_PEROXISOME"	235	34	1	0.382672994077389	0.531490269551929	"ATXN1"
"HALLMARK_MYC_TARGETS_V2"	235	16	0	0.469669270920698	0.634688203946889	""
"HALLMARK_G2M_CHECKPOINT"	235	97	3	0.523745132419052	0.689138332130331	"HIF1A MEIS1 TGFB1"
"HALLMARK_KRAS_SIGNALING_DN"	235	74	2	0.552898215232051	0.708843865682117	"GDNF NTF3"
"HALLMARK_MITOTIC_SPINDLE"	235	102	3	0.563880484131879	0.704850605164848	"FLNA MYH9 PKD2"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION"	235	21	0	0.565174545906639	0.689237251105658	""
"HALLMARK_DNA_REPAIR"	235	51	1	0.594879919566663	0.708190380436504	"PDE4B"
"HALLMARK_ESTROGEN_RESPONSE_LATE"	235	79	2	0.597694008908129	0.694993033614103	"CYP26B1 RAB31"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING"	235	86	2	0.65531711808283	0.744678543275943	"CDKN1A CXCR4"
"HALLMARK_HEME_METABOLISM"	235	63	1	0.708964927846333	0.787738808718148	"ARL2BP"
"HALLMARK_PROTEIN_SECRETION"	235	34	0	0.740719072570541	0.80512942670711	""
"HALLMARK_INTERFERON_ALPHA_RESPONSE"	235	36	0	0.760568445895921	0.809115367974384	""
"HALLMARK_SPERMATOGENESIS"	235	47	0	0.845570238787424	0.880802332070233	""
"HALLMARK_E2F_TARGETS"	235	92	1	0.878432979787026	0.896360183456149	"CDKN1A"
"HALLMARK_MYC_TARGETS_V1"	235	59	0	0.904377353479252	0.904377353479252	""
