"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"TFRC"	81	2.86	0.00428	0.0598	"GSE14814"
"NSD2"	58	2.85	0.00431	0.0598	"GSE14814"
"UBE2L3"	62	2.85	0.00432	0.0598	"GSE14814"
"SOD1"	66	2.85	0.00438	0.0598	"GSE14814"
"ATP2A2"	43	2.85	0.00444	0.0598	"GSE14814"
"FNTA"	65	2.84	0.00445	0.0598	"GSE14814"
"G3BP1"	61	2.84	0.00447	0.0598	"GSE14814"
"CHEK2"	94	2.84	0.00448	0.0598	"GSE14814"
"AKAP8"	54	2.84	0.00451	0.0598	"GSE14814"
"PARD3"	35	2.84	0.00452	0.0598	"GSE14814"
"YEATS4"	27	2.84	0.00456	0.0598	"GSE14814"
"MCM2"	135	2.83	0.0046	0.0598	"GSE14814"
"MAPKAPK5"	32	2.82	0.00474	0.0598	"GSE14814"
"MYNN"	56	2.82	0.00474	0.0598	"GSE14814"
"EEF1E1"	109	2.82	0.00475	0.0598	"GSE14814"
"TGS1"	49	2.82	0.00481	0.0598	"GSE14814"
"PSMC5"	64	2.82	0.00481	0.0598	"GSE14814"
"BNIP3"	63	2.81	0.00489	0.0598	"GSE14814"
"HSPD1"	130	2.81	0.0049	0.0598	"GSE14814"
"TDG"	93	2.8	0.00506	0.0598	"GSE14814"
"MED28"	51	2.8	0.00513	0.0598	"GSE14814"
"SUPT16H"	60	2.79	0.00529	0.0598	"GSE14814"
"FANCL"	53	2.79	0.00535	0.0598	"GSE14814"
"NIF3L1"	127	2.79	0.00535	0.0598	"GSE14814"
"HBS1L"	51	2.78	0.00536	0.0598	"GSE14814"
"CNBP"	131	2.78	0.00545	0.0598	"GSE14814"
"E2F6"	51	2.78	0.00547	0.0598	"GSE14814"
"SAP30"	37	2.78	0.00548	0.0598	"GSE14814"
"BUD31"	73	2.78	0.00548	0.0598	"GSE14814"
"LTBR"	37	2.78	0.00552	0.0598	"GSE14814"
"PTGES3"	104	2.77	0.00564	0.0599	"GSE14814"
"HDAC1"	59	2.76	0.00583	0.0606	"GSE14814"
"JARID2"	35	2.75	0.0059	0.0606	"GSE14814"
"TIMELESS"	66	2.75	0.00592	0.0606	"GSE14814"
"CERS6"	56	2.75	0.00592	0.0606	"GSE14814"
"YEATS2"	56	2.75	0.00596	0.0606	"GSE14814"
"HAT1"	81	2.75	0.00597	0.0606	"GSE14814"
"GGCT"	47	2.75	0.00603	0.0609	"GSE14814"
"MSH6"	92	2.74	0.00616	0.062	"GSE14814"
"NELFCD"	77	2.73	0.00626	0.0623	"GSE14814"
"POLR3G"	53	2.73	0.00629	0.0623	"GSE14814"
"MYBL2"	101	2.72	0.00648	0.0632	"GSE14814"
"ATF4"	40	2.72	0.00662	0.0634	"GSE14814"
"LRP8"	36	2.71	0.00665	0.0634	"GSE14814"
"MORC4"	32	2.71	0.00672	0.0637	"GSE14814"
"MCM7"	111	2.71	0.00673	0.0637	"GSE14814"
"MYB"	26	2.7	0.00688	0.0648	"GSE14814"
"TIAL1"	67	2.7	0.00702	0.0653	"GSE14814"
"ASF1B"	78	2.69	0.00711	0.0657	"GSE14814"
"GTF2E1"	36	2.69	0.00722	0.0657	"GSE14814"
"PTN"	32	2.69	0.00722	0.0657	"GSE14814"
"DKK1"	33	2.68	0.00727	0.0657	"GSE14814"
"PAK1IP1"	42	2.68	0.00733	0.0658	"GSE14814"
"MLF1"	26	2.68	0.00734	0.0658	"GSE14814"
"PLEKHA1"	42	2.68	0.00747	0.0658	"GSE14814"
"CSNK2A1"	80	2.67	0.00754	0.066	"GSE14814"
"ZNHIT3"	48	2.67	0.00761	0.0662	"GSE14814"
"LRPPRC"	112	2.66	0.00784	0.0665	"GSE14814"
"RANGAP1"	96	2.66	0.00785	0.0665	"GSE14814"
"EED"	45	2.66	0.00791	0.0665	"GSE14814"
"PSRC1"	50	2.65	0.00794	0.0665	"GSE14814"
"TPD52L1"	48	2.65	0.00808	0.0671	"GSE14814"
"TMF1"	33	2.65	0.00813	0.0671	"GSE14814"
"POLR2K"	92	2.64	0.00824	0.0671	"GSE14814"
"RAD51"	90	2.64	0.0083	0.0672	"GSE14814"
"ITGAE"	44	2.64	0.00831	0.0672	"GSE14814"
"U2AF1"	77	2.63	0.00845	0.068	"GSE14814"
"ARF6"	32	2.63	0.00859	0.068	"GSE14814"
"SDHB"	46	2.63	0.0086	0.068	"GSE14814"
"GMFB"	47	2.63	0.00865	0.0682	"GSE14814"
"MED14"	29	2.63	0.00866	0.0682	"GSE14814"
"CEP63"	46	2.62	0.0087	0.0683	"GSE14814"
"RUVBL1"	97	2.62	0.00874	0.0684	"GSE14814"
"ATG5"	86	2.62	0.0089	0.0693	"GSE14814"
"ATP2C1"	36	2.61	0.00896	0.0696	"GSE14814"
"H2AFX"	88	2.61	0.00903	0.07	"GSE14814"
"HELLS"	55	2.6	0.00937	0.0718	"GSE14814"
"PHB2"	96	2.6	0.00942	0.0718	"GSE14814"
"FZD6"	73	2.6	0.00943	0.0718	"GSE14814"
"PIK3CA"	65	2.59	0.00957	0.0726	"GSE14814"
"SUB1"	62	2.59	0.00974	0.0731	"GSE14814"
"GSK3B"	57	2.58	0.00986	0.0733	"GSE14814"
"BRD7"	44	2.58	0.00987	0.0733	"GSE14814"
"CDC42SE1"	32	2.58	0.00993	0.0733	"GSE14814"
"TAF2"	44	2.58	0.00997	0.0733	"GSE14814"
"TEAD4"	96	2.57	0.0102	0.0751	"GSE14814"
"PSMD9"	37	2.57	0.0103	0.0751	"GSE14814"
"CCT6B"	32	2.56	0.0104	0.0759	"GSE14814"
"ANXA1"	53	2.56	0.0105	0.0761	"GSE14814"
"CCNE1"	49	2.55	0.0108	0.0772	"GSE14814"
"GOLT1B"	31	2.55	0.0109	0.0778	"GSE14814"
"HINT1"	47	2.54	0.0109	0.0778	"GSE14814"
"SIAH2"	172	2.53	0.0113	0.0789	"GSE14814"
"ASH2L"	29	2.53	0.0113	0.0789	"GSE14814"
"HRAS"	45	2.53	0.0115	0.0795	"GSE14814"
"CASK"	42	2.52	0.0117	0.0804	"GSE14814"
"ARNTL2"	113	2.51	0.012	0.0821	"GSE14814"
"RYK"	79	2.51	0.0121	0.0824	"GSE14814"
"GNAI1"	33	2.51	0.0122	0.0824	"GSE14814"
"PAK2"	110	2.51	0.0122	0.0824	"GSE14814"
"GCLC"	73	2.5	0.0124	0.0837	"GSE14814"
"PDAP1"	68	2.47	0.0136	0.0896	"GSE14814"
"RPL6"	88	2.47	0.0136	0.0896	"GSE14814"
"ADM"	80	2.46	0.0138	0.0904	"GSE14814"
"TFAP2A"	39	2.46	0.0139	0.0905	"GSE14814"
"CHAF1A"	111	2.46	0.0141	0.0913	"GSE14814"
"YBX1"	64	2.45	0.0142	0.0918	"GSE14814"
"PPP2R1A"	44	2.45	0.0142	0.0918	"GSE14814"
"TBC1D31"	31	2.45	0.0142	0.0918	"GSE14814"
"ADORA2B"	40	2.45	0.0143	0.092	"GSE14814"
"ACAP2"	54	2.45	0.0144	0.0924	"GSE14814"
"PIAS2"	38	2.44	0.0145	0.0927	"GSE14814"
"SOX2"	102	2.44	0.0148	0.0942	"GSE14814"
"NAB1"	47	2.43	0.015	0.0952	"GSE14814"
"KMT5A"	82	2.43	0.0152	0.0952	"GSE14814"
"SLC7A1"	69	2.41	0.0157	0.0974	"GSE14814"
"C1QBP"	146	2.41	0.0158	0.0975	"GSE14814"
"PSMC3"	79	2.41	0.0159	0.0975	"GSE14814"
"RAB6B"	77	2.4	0.0164	0.1	"GSE14814"
"ITGB3BP"	69	2.39	0.0167	0.102	"GSE14814"
"MARK1"	48	2.39	0.0169	0.102	"GSE14814"
"NTRK2"	109	2.38	0.0173	0.103	"GSE14814"
"SMC3"	55	2.38	0.0174	0.104	"GSE14814"
"CNOT3"	46	2.38	0.0174	0.104	"GSE14814"
"PRDX1"	75	2.37	0.0176	0.104	"GSE14814"
"GPR87"	70	2.37	0.0177	0.105	"GSE14814"
"UTP11"	48	2.37	0.0177	0.105	"GSE14814"
"ZSCAN5A"	76	2.36	0.0183	0.107	"GSE14814"
"BANP"	43	2.36	0.0183	0.107	"GSE14814"
"PARP1"	103	2.36	0.0183	0.107	"GSE14814"
"ENY2"	113	2.34	0.0195	0.111	"GSE14814"
"TFB2M"	93	2.33	0.0196	0.111	"GSE14814"
"MCM5"	87	2.33	0.0196	0.111	"GSE14814"
"TRIM28"	91	2.33	0.0197	0.112	"GSE14814"
"JAG1"	84	2.33	0.0198	0.112	"GSE14814"
"PHB"	110	2.33	0.0198	0.112	"GSE14814"
"TFAM"	67	2.33	0.02	0.112	"GSE14814"
"CORO1C"	110	2.32	0.0203	0.113	"GSE14814"
"CNOT9"	36	2.3	0.0216	0.118	"GSE14814"
"MSH2"	67	2.3	0.0217	0.118	"GSE14814"
"ITGA6"	92	2.29	0.0217	0.119	"GSE14814"
"PRKCSH"	42	2.29	0.0219	0.119	"GSE14814"
"NAE1"	83	2.29	0.022	0.119	"GSE14814"
"PPP5C"	44	2.29	0.022	0.119	"GSE14814"
"HSP90AA1"	109	2.28	0.0224	0.121	"GSE14814"
"SENP2"	74	2.27	0.0231	0.123	"GSE14814"
"GPSM2"	28	2.27	0.0234	0.124	"GSE14814"
"PLP2"	66	2.27	0.0235	0.124	"GSE14814"
"MRPL12"	170	2.26	0.0236	0.124	"GSE14814"
"NKIRAS2"	29	2.26	0.0239	0.125	"GSE14814"
"HOXB7"	31	2.26	0.0241	0.126	"GSE14814"
"BCL11A"	42	2.25	0.0242	0.126	"GSE14814"
"IGFBP2"	43	2.25	0.0244	0.126	"GSE14814"
"NONO"	83	2.24	0.0248	0.128	"GSE14814"
"XRCC6"	52	2.24	0.0253	0.129	"GSE14814"
"EGLN1"	64	2.23	0.0257	0.131	"GSE14814"
"BLM"	64	2.22	0.0261	0.132	"GSE14814"
"RXRA"	27	2.22	0.0264	0.133	"GSE14814"
"TP63"	158	2.22	0.0265	0.133	"GSE14814"
"DDX1"	81	2.21	0.0268	0.134	"GSE14814"
"NFE2L2"	83	2.21	0.0269	0.134	"GSE14814"
"ARTN"	89	2.21	0.0271	0.135	"GSE14814"
"PTPN2"	28	2.2	0.0277	0.136	"GSE14814"
"HMGCR"	57	2.2	0.0278	0.136	"GSE14814"
"REXO4"	40	2.2	0.028	0.137	"GSE14814"
"CHAF1B"	73	2.19	0.0282	0.138	"GSE14814"
"ILF3"	108	2.18	0.0292	0.141	"GSE14814"
"NFE2L1"	41	2.18	0.0292	0.141	"GSE14814"
"CHIC2"	46	2.17	0.0301	0.144	"GSE14814"
"SIVA1"	85	2.16	0.0305	0.145	"GSE14814"
"FOSL1"	52	2.16	0.0307	0.146	"GSE14814"
"KDM3A"	42	2.16	0.0309	0.146	"GSE14814"
"JUP"	74	2.15	0.0312	0.147	"GSE14814"
"NOLC1"	63	2.15	0.0312	0.147	"GSE14814"
"MIF"	145	2.15	0.0314	0.147	"GSE14814"
"SDHD"	67	2.15	0.0316	0.148	"GSE14814"
"MBD2"	100	2.15	0.0318	0.149	"GSE14814"
"NAA15"	43	2.14	0.0321	0.15	"GSE14814"
"HDAC2"	85	2.13	0.0333	0.154	"GSE14814"
"DST"	87	2.13	0.0335	0.154	"GSE14814"
"KLF5"	56	2.12	0.0337	0.155	"GSE14814"
"TERF1"	45	2.12	0.034	0.156	"GSE14814"
"VLDLR"	30	2.12	0.0341	0.156	"GSE14814"
"RND3"	75	2.12	0.0341	0.156	"GSE14814"
"NACA"	32	2.1	0.0357	0.161	"GSE14814"
"PPP1R2"	92	2.1	0.0361	0.162	"GSE14814"
"CDK4"	126	2.09	0.0369	0.165	"GSE14814"
"SS18"	45	2.08	0.0377	0.167	"GSE14814"
"CHRM3"	32	2.08	0.0378	0.167	"GSE14814"
"WNT5A"	55	2.07	0.0381	0.168	"GSE14814"
"FOXD1"	51	2.07	0.0383	0.168	"GSE14814"
"PTHLH"	60	2.07	0.0385	0.169	"GSE14814"
"PITX1"	83	2.07	0.0388	0.17	"GSE14814"
"STK38L"	30	2.06	0.039	0.171	"GSE14814"
"LMO4"	36	2.06	0.0393	0.172	"GSE14814"
"PIK3C3"	78	2.06	0.0395	0.172	"GSE14814"
"CDC73"	91	2.06	0.0397	0.172	"GSE14814"
"ERF"	33	2.06	0.0399	0.172	"GSE14814"
"MXI1"	30	2.05	0.0399	0.172	"GSE14814"
"TARDBP"	129	2.05	0.0399	0.172	"GSE14814"
"KHDRBS1"	78	2.05	0.04	0.172	"GSE14814"
"HACD3"	71	2.05	0.04	0.172	"GSE14814"
"ACKR3"	56	2.05	0.0406	0.174	"GSE14814"
"YWHAE"	62	2.05	0.0407	0.174	"GSE14814"
"APPL2"	27	2.04	0.041	0.175	"GSE14814"
"HLTF"	54	2.04	0.041	0.175	"GSE14814"
"BARD1"	27	2.04	0.0412	0.175	"GSE14814"
"RPS27A"	89	2.04	0.0415	0.176	"GSE14814"
"ZC3H15"	81	2.03	0.0421	0.178	"GSE14814"
"NCK1"	26	2.03	0.0424	0.178	"GSE14814"
"EBP"	51	2.03	0.0424	0.178	"GSE14814"
"RAPGEFL1"	77	2.02	0.0429	0.179	"GSE14814"
"HOXD11"	35	2.02	0.043	0.179	"GSE14814"
"COPS2"	103	2.02	0.0434	0.18	"GSE14814"
"MKLN1"	31	2.02	0.0437	0.18	"GSE14814"
"OXSR1"	29	2.02	0.0439	0.181	"GSE14814"
"IRF6"	83	2.01	0.044	0.181	"GSE14814"
"PRMT5"	91	2.01	0.044	0.181	"GSE14814"
"HDGF"	60	2.01	0.0446	0.182	"GSE14814"
"NUP93"	88	2.01	0.0447	0.183	"GSE14814"
"PLD1"	50	2.01	0.0449	0.183	"GSE14814"
"ZNF74"	35	2	0.0451	0.183	"GSE14814"
"FZD7"	57	2	0.0458	0.185	"GSE14814"
"RAB21"	76	2	0.0458	0.185	"GSE14814"
"SMAP1"	49	1.99	0.0463	0.186	"GSE14814"
"PALB2"	43	1.99	0.0466	0.186	"GSE14814"
"ARHGEF4"	38	1.99	0.0469	0.187	"GSE14814"
"TGIF2"	49	1.98	0.0472	0.187	"GSE14814"
"PRAME"	27	1.98	0.0472	0.187	"GSE14814"
"RNF138"	50	1.98	0.0476	0.188	"GSE14814"
"MAPK1"	71	1.98	0.0478	0.189	"GSE14814"
"BID"	94	1.98	0.0479	0.189	"GSE14814"
"CCNC"	47	1.98	0.0482	0.19	"GSE14814"
"FH"	59	1.97	0.0484	0.19	"GSE14814"
"HMGB1"	56	1.97	0.0486	0.19	"GSE14814"
"NEDD8"	49	1.97	0.049	0.191	"GSE14814"
"DERL2"	27	1.97	0.0491	0.191	"GSE14814"
"SFN"	108	1.97	0.0491	0.191	"GSE14814"
"TFCP2"	46	1.96	0.05	0.194	"GSE14814"
"ARL3"	28	1.96	0.05	0.194	"GSE14814"
"SMARCB1"	38	1.96	0.0502	0.194	"GSE14814"
"RBFOX2"	40	1.96	0.0504	0.194	"GSE14814"
"FUS"	46	1.95	0.0507	0.195	"GSE14814"
"CRKL"	74	1.95	0.0507	0.195	"GSE14814"
"ATIC"	67	1.95	0.0509	0.195	"GSE14814"
"THOP1"	79	1.95	0.051	0.195	"GSE14814"
"TCF20"	46	1.95	0.051	0.195	"GSE14814"
"RHEB"	64	1.95	0.0514	0.196	"GSE14814"
"PDCL"	33	1.95	0.0515	0.196	"GSE14814"
"SAP18"	28	1.95	0.0516	0.197	"GSE14814"
"DEK"	78	1.94	0.0518	0.197	"GSE14814"
"HMGXB4"	46	1.94	0.0519	0.197	"GSE14814"
"YWHAQ"	68	1.94	0.0521	0.197	"GSE14814"
"ARL4D"	39	1.94	0.0522	0.197	"GSE14814"
"ZNF551"	26	1.93	0.0531	0.199	"GSE14814"
"PAK1"	42	1.93	0.0531	0.199	"GSE14814"
"SMAD1"	27	1.93	0.0532	0.2	"GSE14814"
"TRIM29"	119	1.93	0.0534	0.2	"GSE14814"
"RUVBL2"	153	1.93	0.0535	0.2	"GSE14814"
"SPHK1"	87	1.93	0.0536	0.2	"GSE14814"
"GTF2H5"	32	1.93	0.054	0.201	"GSE14814"
"SLC9A3R1"	63	1.93	0.0542	0.201	"GSE14814"
"PIR"	79	1.92	0.0544	0.202	"GSE14814"
"NPM1"	79	1.92	0.0544	0.202	"GSE14814"
"XPO1"	123	1.92	0.0545	0.202	"GSE14814"
"RAN"	56	1.92	0.055	0.203	"GSE14814"
"PTCH1"	38	1.91	0.0557	0.205	"GSE14814"
"GRHL2"	46	1.91	0.0559	0.205	"GSE14814"
"RASSF9"	32	1.91	0.0562	0.205	"GSE14814"
"INTS6"	29	1.9	0.0572	0.209	"GSE14814"
"NDUFS4"	79	1.9	0.0574	0.209	"GSE14814"
"PRKCI"	36	1.9	0.0577	0.21	"GSE14814"
"PKP1"	92	1.9	0.0578	0.21	"GSE14814"
"BRD4"	70	1.9	0.0579	0.21	"GSE14814"
"FGFBP1"	66	1.9	0.058	0.21	"GSE14814"
"VAPB"	49	1.89	0.0581	0.21	"GSE14814"
"RAB3B"	38	1.89	0.0587	0.211	"GSE14814"
"NDRG1"	46	1.89	0.0591	0.212	"GSE14814"
"C1D"	64	1.89	0.0592	0.212	"GSE14814"
"DNAJA1"	69	1.89	0.0593	0.212	"GSE14814"
"DNMT1"	58	1.88	0.0594	0.212	"GSE14814"
"ESF1"	50	1.88	0.0597	0.213	"GSE14814"
"STAMBP"	58	1.88	0.0598	0.213	"GSE14814"
"DIABLO"	69	1.88	0.06	0.213	"GSE14814"
"PA2G4"	43	1.88	0.0605	0.215	"GSE14814"
"GTF2IRD1"	30	1.87	0.0613	0.217	"GSE14814"
"TRPV4"	71	1.87	0.0614	0.217	"GSE14814"
"EXT1"	49	1.87	0.0616	0.218	"GSE14814"
"MAFG"	56	1.86	0.0624	0.22	"GSE14814"
"ADCY3"	55	1.86	0.0629	0.221	"GSE14814"
"PPP4C"	78	1.85	0.0642	0.225	"GSE14814"
"PDCD11"	88	1.85	0.0643	0.225	"GSE14814"
"HSPB1"	71	1.85	0.0644	0.225	"GSE14814"
"PRDX2"	102	1.85	0.0649	0.226	"GSE14814"
"RPS3"	44	1.85	0.0649	0.226	"GSE14814"
"RAB7A"	74	1.84	0.0652	0.227	"GSE14814"
"RAD1"	34	1.84	0.0652	0.227	"GSE14814"
"MAP2K1"	32	1.84	0.0656	0.228	"GSE14814"
"CBX3"	125	1.84	0.0659	0.228	"GSE14814"
"BAX"	63	1.84	0.0659	0.228	"GSE14814"
"MGA"	38	1.84	0.0659	0.228	"GSE14814"
"DVL3"	63	1.84	0.0664	0.229	"GSE14814"
"HOXA1"	31	1.84	0.0664	0.229	"GSE14814"
"PTPRZ1"	55	1.84	0.0664	0.229	"GSE14814"
"MED27"	50	1.83	0.0669	0.229	"GSE14814"
"FOXL2"	35	1.83	0.0673	0.23	"GSE14814"
"AIFM1"	38	1.83	0.0678	0.231	"GSE14814"
"MRE11"	34	1.82	0.068	0.231	"GSE14814"
"NUP62"	77	1.82	0.0684	0.232	"GSE14814"
"PUF60"	106	1.82	0.0689	0.234	"GSE14814"
"HOMER3"	76	1.81	0.0701	0.237	"GSE14814"
"CDK5R1"	36	1.81	0.0707	0.238	"GSE14814"
"CAND1"	61	1.81	0.0708	0.238	"GSE14814"
"SUMO1"	135	1.81	0.071	0.238	"GSE14814"
"ZFAND1"	57	1.8	0.0712	0.239	"GSE14814"
"HCAR3"	84	1.8	0.0712	0.239	"GSE14814"
"DLX5"	79	1.8	0.0716	0.239	"GSE14814"
"SLC2A4RG"	39	1.8	0.0719	0.24	"GSE14814"
"IMPA2"	39	1.8	0.0722	0.24	"GSE14814"
"TBL1XR1"	53	1.8	0.0724	0.24	"GSE14814"
"FOXE1"	92	1.79	0.0736	0.243	"GSE14814"
"PTPRF"	55	1.79	0.0739	0.244	"GSE14814"
"CNIH4"	64	1.78	0.0746	0.246	"GSE14814"
"CELSR2"	66	1.78	0.0752	0.247	"GSE14814"
"KEAP1"	122	1.77	0.0763	0.249	"GSE14814"
"FGFR2"	58	1.77	0.0763	0.249	"GSE14814"
"IFI16"	69	1.77	0.0763	0.249	"GSE14814"
"PSENEN"	41	1.77	0.0764	0.249	"GSE14814"
"HTATIP2"	57	1.77	0.0764	0.249	"GSE14814"
"NELFB"	86	1.77	0.0765	0.249	"GSE14814"
"SUZ12"	54	1.77	0.0766	0.249	"GSE14814"
"ARF5"	53	1.77	0.0767	0.249	"GSE14814"
"SOX15"	92	1.76	0.0777	0.251	"GSE14814"
"RPL7"	81	1.76	0.0779	0.252	"GSE14814"
"HOXA10"	29	1.76	0.079	0.255	"GSE14814"
"ATR"	66	1.75	0.0797	0.257	"GSE14814"
"YWHAZ"	83	1.75	0.0798	0.257	"GSE14814"
"LPAR3"	40	1.75	0.0805	0.258	"GSE14814"
"AGFG1"	54	1.75	0.081	0.258	"GSE14814"
"TBC1D4"	38	1.74	0.0818	0.26	"GSE14814"
"ENO1"	106	1.74	0.0825	0.261	"GSE14814"
"CARHSP1"	29	1.72	0.0851	0.268	"GSE14814"
"DNTTIP2"	63	1.72	0.0854	0.269	"GSE14814"
"FANCG"	55	1.72	0.0856	0.269	"GSE14814"
"NTS"	37	1.71	0.0867	0.272	"GSE14814"
"FANCE"	62	1.71	0.0875	0.273	"GSE14814"
"PPP2R2A"	40	1.71	0.0877	0.273	"GSE14814"
"ELP1"	62	1.71	0.088	0.273	"GSE14814"
"ICMT"	43	1.7	0.089	0.275	"GSE14814"
"HSP90AB1"	71	1.69	0.0909	0.279	"GSE14814"
