"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"RBFOX2"	40	2.13	0.0335	0.157	"GSE14814"
"PA2G4"	43	2.13	0.0336	0.158	"GSE14814"
"PIR"	79	2.12	0.0336	0.158	"GSE14814"
"PDCL"	33	2.12	0.0341	0.159	"GSE14814"
"SMARCD2"	45	2.11	0.0345	0.16	"GSE14814"
"CEP63"	46	2.11	0.0346	0.16	"GSE14814"
"FH"	59	2.11	0.0349	0.16	"GSE14814"
"POLR2I"	98	2.11	0.035	0.16	"GSE14814"
"ARHGEF4"	38	2.1	0.0356	0.162	"GSE14814"
"PLEKHA1"	42	2.1	0.0361	0.163	"GSE14814"
"PKP1"	92	2.09	0.0367	0.165	"GSE14814"
"TPRA1"	53	2.09	0.0368	0.165	"GSE14814"
"PPP5C"	44	2.09	0.037	0.166	"GSE14814"
"MAFG"	56	2.09	0.037	0.166	"GSE14814"
"FOXD1"	51	2.08	0.0371	0.166	"GSE14814"
"MSH2"	67	2.08	0.0372	0.166	"GSE14814"
"SFN"	108	2.08	0.0374	0.167	"GSE14814"
"PLEKHG6"	41	2.08	0.0376	0.167	"GSE14814"
"ZNF282"	73	2.08	0.0377	0.167	"GSE14814"
"SMC3"	55	2.08	0.0378	0.167	"GSE14814"
"ITGA6"	92	2.07	0.0382	0.168	"GSE14814"
"YWHAQ"	68	2.07	0.0384	0.169	"GSE14814"
"DST"	87	2.06	0.0391	0.171	"GSE14814"
"HOMER3"	76	2.06	0.0391	0.171	"GSE14814"
"PSENEN"	41	2.06	0.0394	0.171	"GSE14814"
"HMGXB4"	46	2.06	0.0395	0.171	"GSE14814"
"MAPK1"	71	2.06	0.0398	0.172	"GSE14814"
"RAB7A"	74	2.06	0.0398	0.172	"GSE14814"
"CNIH4"	64	2.05	0.0399	0.172	"GSE14814"
"POLR3G"	53	2.05	0.0401	0.172	"GSE14814"
"CELSR2"	66	2.05	0.0407	0.173	"GSE14814"
"PIN1"	57	2.05	0.0408	0.173	"GSE14814"
"NDRG1"	46	2.04	0.0411	0.174	"GSE14814"
"FOXE1"	92	2.04	0.0415	0.174	"GSE14814"
"PTHLH"	60	2.04	0.0418	0.176	"GSE14814"
"BRD7"	44	2.03	0.0419	0.176	"GSE14814"
"KHSRP"	83	2.03	0.0424	0.178	"GSE14814"
"CHRM3"	32	2.03	0.0426	0.178	"GSE14814"
"HSPB1"	71	2.03	0.0428	0.178	"GSE14814"
"U2AF2"	53	2.02	0.0429	0.178	"GSE14814"
"PIK3CA"	65	2.01	0.044	0.182	"GSE14814"
"PIAS4"	82	2.01	0.0442	0.182	"GSE14814"
"NCK1"	26	2.01	0.0445	0.183	"GSE14814"
"APEX1"	52	2.01	0.0447	0.183	"GSE14814"
"EFS"	63	2	0.0451	0.184	"GSE14814"
"AIFM1"	38	2	0.0453	0.184	"GSE14814"
"TARBP2"	111	2	0.0454	0.184	"GSE14814"
"PTPRF"	55	2	0.0458	0.186	"GSE14814"
"IMPA2"	39	2	0.0459	0.186	"GSE14814"
"TFAP2C"	36	2	0.046	0.186	"GSE14814"
"APPL2"	27	1.99	0.0462	0.187	"GSE14814"
"TBL1X"	48	1.99	0.0467	0.188	"GSE14814"
"FANCE"	62	1.99	0.0469	0.188	"GSE14814"
"TRPV4"	71	1.99	0.047	0.188	"GSE14814"
"FUS"	46	1.99	0.047	0.188	"GSE14814"
"PLD1"	50	1.98	0.0474	0.189	"GSE14814"
"ARHGEF5"	99	1.98	0.0474	0.189	"GSE14814"
"TRIP6"	52	1.98	0.0475	0.189	"GSE14814"
"ZBTB5"	35	1.97	0.0487	0.194	"GSE14814"
"ILF2"	102	1.97	0.0489	0.194	"GSE14814"
"POLR2K"	92	1.97	0.0493	0.195	"GSE14814"
"LANCL2"	46	1.96	0.0495	0.196	"GSE14814"
"HOXA10"	29	1.96	0.0496	0.196	"GSE14814"
"HINT1"	47	1.96	0.0497	0.196	"GSE14814"
"GNAI1"	33	1.96	0.05	0.196	"GSE14814"
"AATF"	65	1.96	0.0501	0.196	"GSE14814"
"RASSF9"	32	1.96	0.0502	0.196	"GSE14814"
"PALB2"	43	1.96	0.0504	0.197	"GSE14814"
"CDK5R1"	36	1.95	0.0508	0.198	"GSE14814"
"CD3EAP"	72	1.95	0.051	0.198	"GSE14814"
"ELP5"	47	1.95	0.0511	0.198	"GSE14814"
"FGFBP1"	66	1.95	0.0512	0.198	"GSE14814"
"NFE2L2"	83	1.95	0.0517	0.2	"GSE14814"
"SNF8"	56	1.94	0.0523	0.201	"GSE14814"
"HCAR3"	84	1.94	0.0525	0.201	"GSE14814"
"NAE1"	83	1.94	0.0525	0.201	"GSE14814"
"ATG5"	86	1.94	0.0526	0.201	"GSE14814"
"TRIM29"	119	1.94	0.0527	0.201	"GSE14814"
"BCL2L13"	50	1.94	0.0528	0.201	"GSE14814"
"SPHK1"	87	1.94	0.0529	0.201	"GSE14814"
"ZNF576"	47	1.93	0.0535	0.203	"GSE14814"
"GMFB"	47	1.92	0.0548	0.206	"GSE14814"
"VCP"	41	1.92	0.055	0.206	"GSE14814"
"RIOX1"	73	1.91	0.0559	0.208	"GSE14814"
"RAD1"	34	1.91	0.056	0.208	"GSE14814"
"TARDBP"	129	1.91	0.056	0.208	"GSE14814"
"CSNK1G2"	44	1.9	0.057	0.211	"GSE14814"
"PLXNA1"	32	1.9	0.057	0.211	"GSE14814"
"ATIC"	67	1.9	0.0574	0.211	"GSE14814"
"VLDLR"	30	1.9	0.0575	0.211	"GSE14814"
"TERF1"	45	1.9	0.0577	0.211	"GSE14814"
"RBM10"	79	1.9	0.0577	0.211	"GSE14814"
"RAN"	56	1.9	0.0578	0.211	"GSE14814"
"PTPN2"	28	1.9	0.0579	0.211	"GSE14814"
"UTP11"	48	1.89	0.0586	0.213	"GSE14814"
"BABAM1"	99	1.89	0.0587	0.213	"GSE14814"
"DLG5"	47	1.89	0.0589	0.213	"GSE14814"
"NDUFA13"	95	1.89	0.059	0.213	"GSE14814"
"CARHSP1"	29	1.89	0.0591	0.214	"GSE14814"
"KDM3A"	42	1.89	0.0593	0.214	"GSE14814"
"PCBP1"	98	1.88	0.0597	0.215	"GSE14814"
"ECSIT"	94	1.87	0.0609	0.218	"GSE14814"
"EPHB3"	35	1.87	0.061	0.218	"GSE14814"
"POLE"	59	1.87	0.0615	0.219	"GSE14814"
"TP53"	37	1.86	0.0622	0.222	"GSE14814"
"YWHAE"	62	1.86	0.0623	0.222	"GSE14814"
"DDX1"	81	1.86	0.0625	0.222	"GSE14814"
"TFAM"	67	1.86	0.0627	0.223	"GSE14814"
"ANXA1"	53	1.86	0.0631	0.224	"GSE14814"
"GSPT1"	61	1.85	0.0636	0.225	"GSE14814"
"RHEB"	64	1.85	0.0644	0.226	"GSE14814"
"TSPO"	69	1.85	0.0644	0.226	"GSE14814"
"ITGB3BP"	69	1.84	0.0653	0.228	"GSE14814"
"ENO1"	106	1.84	0.0653	0.228	"GSE14814"
"NAA15"	43	1.84	0.0654	0.228	"GSE14814"
"PPP1R2"	92	1.84	0.0658	0.229	"GSE14814"
"UBA52"	60	1.84	0.0661	0.23	"GSE14814"
"PTPRZ1"	55	1.83	0.0666	0.23	"GSE14814"
"HSP90AB1"	71	1.83	0.0666	0.23	"GSE14814"
"HMGN2"	34	1.83	0.0666	0.23	"GSE14814"
"EXT1"	49	1.83	0.0668	0.23	"GSE14814"
"DRAP1"	48	1.83	0.0671	0.231	"GSE14814"
"DLX5"	79	1.83	0.0672	0.231	"GSE14814"
"TFCP2"	46	1.83	0.0675	0.231	"GSE14814"
"HSP90AA1"	109	1.83	0.0678	0.232	"GSE14814"
"HDAC2"	85	1.82	0.0686	0.234	"GSE14814"
"HLTF"	54	1.82	0.0688	0.234	"GSE14814"
"IDH2"	35	1.82	0.0691	0.234	"GSE14814"
"HMG20B"	48	1.82	0.0691	0.234	"GSE14814"
"NTS"	37	1.82	0.0692	0.234	"GSE14814"
"ADGRG1"	35	1.82	0.0693	0.234	"GSE14814"
"HNRNPD"	91	1.81	0.0703	0.237	"GSE14814"
"SREBF2"	43	1.8	0.0715	0.24	"GSE14814"
"TCF20"	46	1.8	0.0717	0.24	"GSE14814"
"RABIF"	42	1.79	0.0737	0.246	"GSE14814"
"TUSC3"	29	1.79	0.0741	0.247	"GSE14814"
"POLR3K"	49	1.78	0.0754	0.25	"GSE14814"
"DNAJA3"	67	1.78	0.0757	0.25	"GSE14814"
"SOX15"	92	1.77	0.076	0.251	"GSE14814"
