"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"HOXD13"	35	2.77	0.00561	0.0812	"GSE14814"
"OVOL1"	86	2.77	0.00561	0.0812	"GSE14814"
"BRCA1"	57	2.76	0.00573	0.0812	"GSE14814"
"UNC119"	28	2.76	0.00587	0.0812	"GSE14814"
"U2AF1"	77	2.75	0.00592	0.0812	"GSE14814"
"RARG"	58	2.75	0.00594	0.0812	"GSE14814"
"PLCH2"	42	2.75	0.00599	0.0812	"GSE14814"
"PTTG1"	96	2.74	0.00606	0.0812	"GSE14814"
"DNMT3B"	53	2.74	0.00611	0.0812	"GSE14814"
"HAND2"	65	2.73	0.00625	0.0812	"GSE14814"
"LHX2"	41	2.73	0.00625	0.0812	"GSE14814"
"SOCS7"	26	2.73	0.00626	0.0812	"GSE14814"
"HR"	32	2.73	0.00628	0.0812	"GSE14814"
"RAD51"	90	2.73	0.00631	0.0812	"GSE14814"
"TBX6"	38	2.73	0.00636	0.0812	"GSE14814"
"DLX6"	41	2.73	0.00639	0.0812	"GSE14814"
"EMX1"	141	2.73	0.0064	0.0812	"GSE14814"
"HRAS"	45	2.73	0.00642	0.0812	"GSE14814"
"CAMK2A"	101	2.72	0.00647	0.0812	"GSE14814"
"PLEKHG6"	41	2.71	0.00666	0.0812	"GSE14814"
"TRPV4"	71	2.71	0.00671	0.0812	"GSE14814"
"PAX6"	51	2.71	0.00674	0.0812	"GSE14814"
"OR3A2"	66	2.71	0.00674	0.0812	"GSE14814"
"ARHGDIG"	30	2.7	0.00699	0.0812	"GSE14814"
"GBX1"	85	2.69	0.00704	0.0812	"GSE14814"
"HOXB13"	35	2.68	0.00727	0.0812	"GSE14814"
"WNT1"	67	2.68	0.00733	0.0812	"GSE14814"
"ALDH1A2"	68	2.68	0.00734	0.0812	"GSE14814"
"BRD4"	70	2.67	0.00748	0.0812	"GSE14814"
"CABP2"	77	2.67	0.0075	0.0812	"GSE14814"
"INSRR"	53	2.67	0.00751	0.0812	"GSE14814"
"HOXA1"	31	2.67	0.0076	0.0812	"GSE14814"
"SLC1A2"	50	2.67	0.00765	0.0812	"GSE14814"
"KCNH4"	63	2.66	0.00771	0.0812	"GSE14814"
"ADRA2B"	90	2.66	0.00782	0.0812	"GSE14814"
"KIR2DL1"	68	2.66	0.00783	0.0812	"GSE14814"
"ADAM11"	116	2.66	0.00791	0.0812	"GSE14814"
"P2RX2"	110	2.65	0.00794	0.0812	"GSE14814"
"PSMC3IP"	37	2.65	0.00795	0.0812	"GSE14814"
"SPAG5"	54	2.65	0.00797	0.0812	"GSE14814"
"ARL4D"	39	2.65	0.00804	0.0812	"GSE14814"
"HOXA10"	29	2.65	0.00805	0.0812	"GSE14814"
"MED27"	50	2.64	0.00818	0.0821	"GSE14814"
"ZFYVE9"	29	2.64	0.00826	0.0823	"GSE14814"
"ZNF408"	35	2.63	0.00852	0.0835	"GSE14814"
"DGKQ"	53	2.63	0.00853	0.0835	"GSE14814"
"CDON"	51	2.63	0.00855	0.0835	"GSE14814"
"MAML3"	37	2.63	0.00859	0.0835	"GSE14814"
"TACR1"	52	2.63	0.00861	0.0835	"GSE14814"
"JAG2"	44	2.62	0.00873	0.0842	"GSE14814"
"CHRNB2"	105	2.62	0.00877	0.0842	"GSE14814"
"PRDM8"	107	2.62	0.00888	0.0844	"GSE14814"
"HCRT"	29	2.61	0.0091	0.0852	"GSE14814"
"PITX3"	110	2.61	0.00911	0.0852	"GSE14814"
"POU5F1B"	96	2.6	0.00925	0.086	"GSE14814"
"OR10H1"	37	2.6	0.0094	0.086	"GSE14814"
"ARR3"	136	2.6	0.00941	0.086	"GSE14814"
"CHRNA6"	95	2.59	0.00953	0.086	"GSE14814"
"SKI"	50	2.59	0.00956	0.086	"GSE14814"
"RUNX2"	45	2.59	0.00959	0.086	"GSE14814"
"GATA1"	34	2.59	0.00959	0.086	"GSE14814"
"E2F1"	29	2.59	0.00959	0.086	"GSE14814"
"SOX2"	102	2.59	0.0096	0.086	"GSE14814"
"SUV39H1"	108	2.58	0.00977	0.0862	"GSE14814"
"TAL1"	53	2.58	0.00979	0.0862	"GSE14814"
"EGR4"	105	2.58	0.0098	0.0862	"GSE14814"
"ASF1B"	78	2.58	0.00991	0.0869	"GSE14814"
"HOXB1"	151	2.58	0.00994	0.0869	"GSE14814"
"ERN1"	30	2.58	0.01	0.087	"GSE14814"
"FZD9"	49	2.56	0.0105	0.0907	"GSE14814"
"GRIK4"	25	2.56	0.0106	0.0907	"GSE14814"
"ALK"	37	2.54	0.0111	0.0951	"GSE14814"
"ZNF384"	37	2.53	0.0113	0.0957	"GSE14814"
"ERF"	33	2.52	0.0118	0.0989	"GSE14814"
"NHLH2"	28	2.51	0.0121	0.101	"GSE14814"
"KLF5"	56	2.5	0.0124	0.102	"GSE14814"
"CDK2"	66	2.5	0.0124	0.102	"GSE14814"
"MYF5"	26	2.5	0.0126	0.103	"GSE14814"
"THOP1"	79	2.48	0.013	0.106	"GSE14814"
"POU3F2"	32	2.48	0.0133	0.107	"GSE14814"
"LHX5"	53	2.47	0.0134	0.107	"GSE14814"
"ARTN"	89	2.46	0.0138	0.11	"GSE14814"
"LPAR3"	40	2.46	0.0139	0.111	"GSE14814"
"FANCC"	25	2.44	0.0149	0.117	"GSE14814"
"DRD2"	58	2.43	0.015	0.117	"GSE14814"
"NDRG1"	46	2.43	0.0152	0.117	"GSE14814"
"IL9R"	56	2.42	0.0153	0.117	"GSE14814"
"MTA2"	25	2.42	0.0154	0.117	"GSE14814"
"PSRC1"	50	2.42	0.0154	0.117	"GSE14814"
"PRKACG"	59	2.42	0.0156	0.119	"GSE14814"
"SMAD9"	74	2.41	0.0158	0.119	"GSE14814"
"IL22RA1"	35	2.41	0.0158	0.119	"GSE14814"
"BLM"	64	2.41	0.0159	0.12	"GSE14814"
"GRID2"	75	2.41	0.016	0.12	"GSE14814"
"PTGDR2"	36	2.41	0.016	0.12	"GSE14814"
"BRF2"	30	2.41	0.0161	0.12	"GSE14814"
"UBE2C"	84	2.4	0.0165	0.123	"GSE14814"
"PROP1"	88	2.4	0.0166	0.123	"GSE14814"
"HELLS"	55	2.39	0.017	0.124	"GSE14814"
"BAX"	63	2.38	0.0173	0.126	"GSE14814"
"GNAO1"	113	2.38	0.0173	0.126	"GSE14814"
"DLX5"	79	2.38	0.0175	0.127	"GSE14814"
"FUS"	46	2.37	0.0179	0.128	"GSE14814"
"SOX15"	92	2.37	0.0179	0.128	"GSE14814"
"IL1RAPL1"	35	2.37	0.0179	0.128	"GSE14814"
"PRAME"	27	2.36	0.0181	0.129	"GSE14814"
"GBX2"	33	2.36	0.0182	0.129	"GSE14814"
"TP53TG5"	76	2.36	0.0182	0.129	"GSE14814"
"GABRR2"	103	2.36	0.0182	0.129	"GSE14814"
"CHEK2"	94	2.36	0.0185	0.13	"GSE14814"
"BMP7"	115	2.35	0.0185	0.13	"GSE14814"
"FGF3"	58	2.35	0.0187	0.131	"GSE14814"
"MYT1"	29	2.34	0.0192	0.133	"GSE14814"
"PRLH"	110	2.34	0.0193	0.133	"GSE14814"
"GPR68"	29	2.34	0.0193	0.133	"GSE14814"
"KIR3DL1"	25	2.34	0.0195	0.134	"GSE14814"
"ELOA2"	36	2.33	0.0198	0.135	"GSE14814"
"KEL"	102	2.33	0.0199	0.135	"GSE14814"
"IL3"	44	2.33	0.02	0.136	"GSE14814"
"FGD1"	26	2.32	0.0204	0.138	"GSE14814"
"MAP3K10"	149	2.31	0.0206	0.139	"GSE14814"
"ALX3"	30	2.31	0.0208	0.139	"GSE14814"
"POU3F4"	45	2.31	0.0209	0.139	"GSE14814"
"IKZF4"	100	2.31	0.0211	0.14	"GSE14814"
"IL12RB1"	97	2.3	0.0212	0.14	"GSE14814"
"PDAP1"	68	2.3	0.0214	0.141	"GSE14814"
"NR5A1"	61	2.3	0.0216	0.142	"GSE14814"
"HOXA11"	73	2.3	0.0217	0.142	"GSE14814"
"HOXD9"	97	2.28	0.0227	0.147	"GSE14814"
"RGR"	133	2.28	0.0229	0.148	"GSE14814"
"PAK5"	50	2.27	0.023	0.148	"GSE14814"
"CHRM4"	35	2.27	0.023	0.148	"GSE14814"
"ZNF74"	35	2.27	0.0231	0.148	"GSE14814"
"TFAP4"	30	2.26	0.0236	0.149	"GSE14814"
"BNC1"	70	2.26	0.0236	0.149	"GSE14814"
"HIST1H4I"	63	2.26	0.0238	0.15	"GSE14814"
"HES2"	48	2.26	0.024	0.15	"GSE14814"
"GABRD"	29	2.25	0.0243	0.151	"GSE14814"
"POU3F3"	49	2.25	0.0243	0.151	"GSE14814"
"CLTCL1"	38	2.25	0.0245	0.151	"GSE14814"
"IL1RL2"	25	2.25	0.0246	0.151	"GSE14814"
"DNMT3L"	89	2.24	0.0248	0.152	"GSE14814"
"GABRQ"	31	2.24	0.025	0.152	"GSE14814"
"MPP2"	47	2.24	0.0254	0.154	"GSE14814"
"TEF"	90	2.24	0.0254	0.154	"GSE14814"
"ASGR2"	45	2.23	0.0258	0.156	"GSE14814"
"FOXH1"	103	2.23	0.0259	0.156	"GSE14814"
"TRIP13"	91	2.23	0.026	0.156	"GSE14814"
"GIPR"	52	2.23	0.0261	0.156	"GSE14814"
"OR10J1"	147	2.22	0.0263	0.157	"GSE14814"
"PAX4"	71	2.22	0.0264	0.157	"GSE14814"
"CHRM3"	32	2.22	0.0264	0.157	"GSE14814"
"FOXM1"	110	2.22	0.0264	0.157	"GSE14814"
"SIRT2"	58	2.22	0.0266	0.157	"GSE14814"
"EIF4EBP1"	130	2.22	0.0267	0.157	"GSE14814"
"CBX2"	40	2.21	0.027	0.158	"GSE14814"
"AURKB"	97	2.21	0.0272	0.159	"GSE14814"
"TCF20"	46	2.21	0.0274	0.159	"GSE14814"
"EHMT1"	65	2.2	0.0278	0.161	"GSE14814"
"MKI67"	45	2.2	0.0281	0.161	"GSE14814"
"RANBP1"	113	2.2	0.0281	0.161	"GSE14814"
"TRIM29"	119	2.19	0.0283	0.161	"GSE14814"
"APOA1"	31	2.19	0.0283	0.161	"GSE14814"
"ZNF428"	36	2.19	0.0283	0.161	"GSE14814"
"TAF6L"	51	2.19	0.0285	0.162	"GSE14814"
"HOXC8"	26	2.19	0.0286	0.162	"GSE14814"
"GRM8"	28	2.19	0.0287	0.162	"GSE14814"
"UTF1"	60	2.19	0.0287	0.162	"GSE14814"
"CYP26A1"	30	2.19	0.0288	0.162	"GSE14814"
"TPD52L1"	48	2.19	0.0289	0.162	"GSE14814"
"GLP2R"	44	2.18	0.029	0.163	"GSE14814"
"PIDD1"	26	2.18	0.0292	0.163	"GSE14814"
"PITX1"	83	2.17	0.0299	0.163	"GSE14814"
"CARHSP1"	29	2.17	0.0299	0.163	"GSE14814"
"DCLK2"	41	2.17	0.0302	0.163	"GSE14814"
"NPHP4"	86	2.17	0.0302	0.163	"GSE14814"
"GRK1"	44	2.17	0.0303	0.163	"GSE14814"
"IL1A"	39	2.17	0.0303	0.163	"GSE14814"
"PKP1"	92	2.16	0.0305	0.163	"GSE14814"
"LRP8"	36	2.16	0.0306	0.163	"GSE14814"
"FOXD1"	51	2.16	0.0306	0.163	"GSE14814"
"PRDM12"	59	2.16	0.0307	0.163	"GSE14814"
"PRKCSH"	42	2.16	0.0307	0.163	"GSE14814"
"HTR4"	105	2.16	0.0308	0.163	"GSE14814"
"ZNF174"	25	2.16	0.0308	0.163	"GSE14814"
"OPRL1"	45	2.15	0.0312	0.164	"GSE14814"
"CRX"	63	2.15	0.0313	0.164	"GSE14814"
"PAX2"	30	2.15	0.0314	0.164	"GSE14814"
"TAF5"	61	2.15	0.0316	0.165	"GSE14814"
"MRPL28"	67	2.15	0.0319	0.166	"GSE14814"
"ZNF787"	40	2.15	0.0319	0.166	"GSE14814"
"FKBP8"	54	2.15	0.0319	0.166	"GSE14814"
"CHEK1"	61	2.14	0.0324	0.167	"GSE14814"
"TP73"	139	2.13	0.0333	0.171	"GSE14814"
"CDX2"	73	2.13	0.0335	0.171	"GSE14814"
"DVL2"	35	2.12	0.0336	0.171	"GSE14814"
"CALCR"	63	2.12	0.0336	0.171	"GSE14814"
"CDX4"	41	2.11	0.0345	0.175	"GSE14814"
"AIRE"	29	2.11	0.0345	0.175	"GSE14814"
"HTR6"	59	2.11	0.0351	0.177	"GSE14814"
"PRKG1"	31	2.1	0.036	0.18	"GSE14814"
"CCNA2"	81	2.09	0.0368	0.183	"GSE14814"
"ADCY10"	34	2.09	0.0368	0.183	"GSE14814"
"ABCC8"	47	2.08	0.0371	0.184	"GSE14814"
"RBPJL"	29	2.08	0.0374	0.185	"GSE14814"
"HOXB8"	109	2.08	0.0375	0.185	"GSE14814"
"ARHGAP28"	42	2.08	0.0377	0.186	"GSE14814"
"MCM4"	102	2.07	0.0381	0.186	"GSE14814"
"KCNH6"	30	2.07	0.0383	0.187	"GSE14814"
"PRDM14"	198	2.06	0.0389	0.19	"GSE14814"
"GLRA1"	38	2.06	0.039	0.19	"GSE14814"
"SSX3"	32	2.06	0.0391	0.19	"GSE14814"
"CENPF"	106	2.06	0.0392	0.19	"GSE14814"
"PDZD3"	50	2.06	0.0392	0.19	"GSE14814"
"MBD3"	89	2.06	0.0393	0.19	"GSE14814"
"CRHBP"	52	2.06	0.0394	0.19	"GSE14814"
"CAMK4"	93	2.06	0.0394	0.19	"GSE14814"
"NPHS1"	52	2.06	0.0396	0.19	"GSE14814"
"KNG1"	52	2.05	0.04	0.192	"GSE14814"
"CAV3"	84	2.04	0.0409	0.196	"GSE14814"
"EBF2"	43	2.04	0.0415	0.198	"GSE14814"
"EDA"	62	2.03	0.042	0.199	"GSE14814"
"DGKA"	65	2.03	0.042	0.199	"GSE14814"
"PHOX2A"	33	2.03	0.0424	0.2	"GSE14814"
"KMT5A"	82	2.03	0.0425	0.2	"GSE14814"
"CRHR1"	37	2.02	0.0429	0.202	"GSE14814"
"RAPGEFL1"	77	2.02	0.0432	0.203	"GSE14814"
"DLX2"	34	2.02	0.0434	0.203	"GSE14814"
"CXCR1"	39	2.01	0.0443	0.206	"GSE14814"
"CCNT1"	26	2.01	0.0443	0.206	"GSE14814"
"CDKN2A"	66	2.01	0.0445	0.207	"GSE14814"
"OR3A3"	29	2.01	0.0447	0.207	"GSE14814"
"SAG"	145	2	0.045	0.207	"GSE14814"
"GPR157"	43	2	0.0452	0.207	"GSE14814"
"POU3F1"	25	2	0.0453	0.207	"GSE14814"
"HNF1A"	28	2	0.0457	0.207	"GSE14814"
"CHRNG"	34	2	0.0458	0.207	"GSE14814"
"SSTR5"	27	2	0.0458	0.207	"GSE14814"
"DTX3"	56	2	0.0459	0.207	"GSE14814"
"PTPRZ1"	55	2	0.046	0.207	"GSE14814"
"APC2"	28	1.99	0.0464	0.209	"GSE14814"
"NTF3"	47	1.98	0.0472	0.212	"GSE14814"
"CELSR2"	66	1.98	0.0477	0.213	"GSE14814"
"TFAP2A"	39	1.98	0.0479	0.213	"GSE14814"
"RFC4"	133	1.98	0.048	0.213	"GSE14814"
"SMARCB1"	38	1.97	0.0483	0.214	"GSE14814"
"THRB"	40	1.97	0.0489	0.215	"GSE14814"
"PARD3"	35	1.97	0.0492	0.216	"GSE14814"
"FOXC2"	67	1.96	0.0501	0.219	"GSE14814"
"DAB1"	179	1.95	0.0506	0.219	"GSE14814"
"P2RY1"	37	1.95	0.0511	0.22	"GSE14814"
"TAS2R1"	53	1.95	0.0516	0.221	"GSE14814"
"BCL11A"	42	1.95	0.0517	0.221	"GSE14814"
"PIK3R2"	41	1.94	0.0527	0.223	"GSE14814"
"P2RX6"	212	1.94	0.0528	0.223	"GSE14814"
"HCRTR2"	36	1.93	0.0532	0.224	"GSE14814"
"PRMT1"	98	1.93	0.0535	0.225	"GSE14814"
"GPR63"	30	1.93	0.0539	0.226	"GSE14814"
"GCM1"	50	1.92	0.0551	0.229	"GSE14814"
"RXFP3"	84	1.92	0.0551	0.229	"GSE14814"
"NTSR2"	80	1.91	0.0558	0.231	"GSE14814"
"PPP1R2C"	48	1.91	0.056	0.232	"GSE14814"
"RASSF9"	32	1.91	0.0565	0.233	"GSE14814"
"NGFR"	35	1.91	0.0566	0.233	"GSE14814"
"KHDRBS2"	44	1.9	0.057	0.234	"GSE14814"
"EPHB3"	35	1.9	0.0572	0.234	"GSE14814"
"FEV"	61	1.9	0.0573	0.234	"GSE14814"
"IKBKE"	46	1.9	0.0573	0.234	"GSE14814"
"IGFBP2"	43	1.9	0.0573	0.234	"GSE14814"
"NTS"	37	1.9	0.0578	0.235	"GSE14814"
"EDAR"	25	1.9	0.0578	0.235	"GSE14814"
"ADRA1D"	58	1.89	0.0584	0.236	"GSE14814"
"DST"	87	1.89	0.0587	0.237	"GSE14814"
"SREBF2"	43	1.89	0.0592	0.238	"GSE14814"
"INS"	82	1.88	0.0596	0.238	"GSE14814"
"MAP2K5"	33	1.88	0.0597	0.239	"GSE14814"
"CNOT9"	36	1.88	0.06	0.239	"GSE14814"
"TP63"	158	1.88	0.06	0.239	"GSE14814"
"FOXN1"	51	1.88	0.0606	0.241	"GSE14814"
"TNXB"	48	1.87	0.0609	0.241	"GSE14814"
"WNT5A"	55	1.87	0.061	0.241	"GSE14814"
"FBXO31"	52	1.87	0.0615	0.242	"GSE14814"
"SEC14L2"	35	1.87	0.0616	0.242	"GSE14814"
"GPRC5D"	73	1.87	0.0618	0.242	"GSE14814"
"ANK1"	48	1.87	0.0622	0.243	"GSE14814"
"TSHZ2"	30	1.86	0.0622	0.243	"GSE14814"
"NPFFR1"	57	1.86	0.0626	0.243	"GSE14814"
"GPR182"	116	1.86	0.0634	0.245	"GSE14814"
"ZBTB39"	29	1.85	0.0638	0.246	"GSE14814"
"MCM2"	135	1.85	0.0639	0.246	"GSE14814"
"TYMS"	66	1.85	0.064	0.246	"GSE14814"
"NTSR1"	57	1.85	0.0647	0.248	"GSE14814"
"TMPRSS6"	29	1.84	0.0651	0.249	"GSE14814"
"CHD5"	60	1.84	0.0654	0.25	"GSE14814"
"MAPK8IP1"	60	1.84	0.0655	0.25	"GSE14814"
"OPRD1"	61	1.84	0.0656	0.25	"GSE14814"
"GRM7"	67	1.84	0.066	0.251	"GSE14814"
"GFRA2"	38	1.84	0.0661	0.251	"GSE14814"
"CCL24"	45	1.84	0.0663	0.251	"GSE14814"
"GHRH"	46	1.84	0.0665	0.251	"GSE14814"
"CRTC1"	64	1.83	0.0667	0.251	"GSE14814"
"ATOH1"	66	1.83	0.0668	0.251	"GSE14814"
"PRDM13"	49	1.83	0.0675	0.253	"GSE14814"
"ARHGEF4"	38	1.83	0.0679	0.254	"GSE14814"
"PTHLH"	60	1.82	0.0681	0.254	"GSE14814"
"SPHK2"	34	1.82	0.0682	0.254	"GSE14814"
"HOXA3"	59	1.82	0.0685	0.254	"GSE14814"
"PLP2"	66	1.82	0.0687	0.254	"GSE14814"
"TTK"	75	1.82	0.069	0.254	"GSE14814"
"PDE6A"	86	1.81	0.0696	0.256	"GSE14814"
"AKAP4"	26	1.81	0.0699	0.257	"GSE14814"
"CKS1B"	127	1.81	0.0701	0.257	"GSE14814"
"FGFBP1"	66	1.81	0.0709	0.259	"GSE14814"
"SLC9A3R1"	63	1.8	0.0712	0.26	"GSE14814"
"PTCH2"	41	1.8	0.0713	0.26	"GSE14814"
"ADGRB1"	39	1.8	0.0714	0.26	"GSE14814"
"ANGPTL3"	27	1.8	0.0719	0.261	"GSE14814"
"CDK6"	41	1.8	0.0721	0.261	"GSE14814"
"FGF22"	31	1.8	0.0723	0.261	"GSE14814"
"PDK1"	33	1.8	0.0724	0.261	"GSE14814"
"ZBTB32"	90	1.8	0.0726	0.261	"GSE14814"
"AGFG2"	53	1.8	0.0726	0.261	"GSE14814"
"LANCL2"	46	1.79	0.0731	0.262	"GSE14814"
"HSF1"	56	1.79	0.0733	0.262	"GSE14814"
"SET"	77	1.79	0.074	0.263	"GSE14814"
"EPO"	63	1.79	0.0741	0.263	"GSE14814"
"PAX1"	64	1.78	0.0745	0.264	"GSE14814"
"GUCA1B"	64	1.78	0.0756	0.267	"GSE14814"
"NCS1"	26	1.78	0.0759	0.268	"GSE14814"
"AVP"	64	1.77	0.0763	0.269	"GSE14814"
"GNAT1"	35	1.77	0.0765	0.269	"GSE14814"
"GRIP1"	72	1.77	0.0766	0.269	"GSE14814"
"TIPIN"	41	1.77	0.077	0.27	"GSE14814"
"OR2C1"	89	1.77	0.0771	0.27	"GSE14814"
"TACR2"	30	1.76	0.0778	0.272	"GSE14814"
"MUSK"	45	1.76	0.0779	0.272	"GSE14814"
"OR7C2"	118	1.76	0.078	0.272	"GSE14814"
"ZNF692"	54	1.76	0.0781	0.272	"GSE14814"
"SH3GL1"	76	1.76	0.079	0.274	"GSE14814"
"KIR2DL4"	112	1.75	0.0795	0.275	"GSE14814"
"NRL"	78	1.75	0.0799	0.276	"GSE14814"
"ZBTB7B"	52	1.75	0.0801	0.276	"GSE14814"
"GPR75"	47	1.75	0.0805	0.276	"GSE14814"
"GRIK5"	123	1.74	0.081	0.277	"GSE14814"
"GPR3"	61	1.74	0.0811	0.277	"GSE14814"
"TPRA1"	53	1.74	0.0814	0.277	"GSE14814"
"LRCH4"	98	1.74	0.0825	0.28	"GSE14814"
"IRF6"	83	1.73	0.0835	0.282	"GSE14814"
"GPR52"	153	1.73	0.0835	0.282	"GSE14814"
"GRM4"	76	1.73	0.0843	0.284	"GSE14814"
"CIDEA"	44	1.73	0.0843	0.284	"GSE14814"
"ZNHIT2"	32	1.72	0.085	0.286	"GSE14814"
"RND2"	28	1.72	0.0851	0.286	"GSE14814"
"FASTK"	38	1.72	0.0854	0.286	"GSE14814"
"TFDP2"	45	1.72	0.0857	0.287	"GSE14814"
"BCL2L10"	38	1.72	0.0858	0.287	"GSE14814"
"NTRK2"	109	1.72	0.0861	0.287	"GSE14814"
"FEN1"	98	1.71	0.0869	0.288	"GSE14814"
"FOXP3"	79	1.71	0.0874	0.289	"GSE14814"
"MCM7"	111	1.71	0.088	0.29	"GSE14814"
"PIAS2"	38	1.71	0.0882	0.291	"GSE14814"
"GSK3A"	62	1.7	0.0882	0.291	"GSE14814"
"ADGRG3"	52	1.7	0.0884	0.291	"GSE14814"
"ZNF669"	26	1.7	0.0888	0.291	"GSE14814"
"NEUROD2"	61	1.7	0.0889	0.291	"GSE14814"
"SSTR4"	115	1.7	0.0891	0.291	"GSE14814"
"ACTL6B"	65	1.7	0.0892	0.291	"GSE14814"
"TNK2"	30	1.7	0.0892	0.291	"GSE14814"
"PWP2"	41	1.7	0.0893	0.291	"GSE14814"
"FLRT1"	48	1.7	0.0897	0.292	"GSE14814"
"PDE1C"	90	1.7	0.0898	0.292	"GSE14814"
"PAX3"	155	1.7	0.09	0.292	"GSE14814"
"RAPGEF1"	39	1.69	0.0904	0.293	"GSE14814"
"PCSK6"	44	1.69	0.0909	0.294	"GSE14814"
"ARF5"	53	1.69	0.0913	0.294	"GSE14814"
"HTR5A"	33	1.69	0.0914	0.294	"GSE14814"
"SRY"	30	1.69	0.0914	0.294	"GSE14814"
"NR1I2"	78	1.69	0.0918	0.295	"GSE14814"
"LMO1"	25	1.68	0.0924	0.296	"GSE14814"
"GCGR"	48	1.68	0.0937	0.299	"GSE14814"
"CLEC4M"	49	1.68	0.0939	0.299	"GSE14814"
"ZNF576"	47	1.67	0.0945	0.299	"GSE14814"
"SHOX"	80	1.67	0.0945	0.299	"GSE14814"
"SPHK1"	87	1.67	0.0952	0.3	"GSE14814"
"RAB6B"	77	1.67	0.0953	0.3	"GSE14814"
"FOXE1"	92	1.66	0.0966	0.303	"GSE14814"
"WDR77"	68	1.66	0.0968	0.304	"GSE14814"
"SSTR3"	153	1.66	0.0968	0.304	"GSE14814"
"HSPB1"	71	1.66	0.0971	0.304	"GSE14814"
"ADM"	80	1.65	0.098	0.306	"GSE14814"
"MTOR"	70	1.65	0.0983	0.306	"GSE14814"
"JUP"	74	1.65	0.0983	0.306	"GSE14814"
"CCL1"	43	1.65	0.0992	0.307	"GSE14814"
"CENPU"	75	1.65	0.0994	0.308	"GSE14814"
"SOX12"	48	1.65	0.0995	0.308	"GSE14814"
"RAX"	50	1.64	0.101	0.31	"GSE14814"
"SFN"	108	1.64	0.101	0.31	"GSE14814"
"SIVA1"	85	1.64	0.101	0.311	"GSE14814"
"GPR87"	70	1.64	0.101	0.311	"GSE14814"
"PADI4"	76	1.64	0.102	0.312	"GSE14814"
"ELL"	66	1.63	0.102	0.313	"GSE14814"
"HIST1H4D"	42	1.63	0.104	0.315	"GSE14814"
"HMGA1"	88	1.62	0.104	0.317	"GSE14814"
"GHRHR"	170	1.62	0.105	0.318	"GSE14814"
"TNP1"	29	1.62	0.105	0.318	"GSE14814"
"RGS6"	54	1.62	0.106	0.318	"GSE14814"
"ARHGAP33"	45	1.61	0.107	0.321	"GSE14814"
"PDE1B"	73	1.61	0.107	0.321	"GSE14814"
"YEATS2"	56	1.61	0.107	0.321	"GSE14814"
"DLL3"	36	1.61	0.107	0.321	"GSE14814"
