"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"CBLC"	60	2.9	0.00375	0.102	"GSE14814"
"PPRC1"	86	2.9	0.00377	0.102	"GSE14814"
"CAD"	96	2.89	0.00382	0.102	"GSE14814"
"CLP1"	37	2.88	0.00397	0.102	"GSE14814"
"ZFPL1"	41	2.88	0.004	0.102	"GSE14814"
"NCLN"	89	2.87	0.00416	0.102	"GSE14814"
"DRG2"	27	2.86	0.0043	0.102	"GSE14814"
"RBM14"	102	2.85	0.00435	0.102	"GSE14814"
"ZMAT5"	55	2.85	0.00436	0.102	"GSE14814"
"BABAM2"	62	2.85	0.00437	0.102	"GSE14814"
"GPS1"	82	2.84	0.00449	0.102	"GSE14814"
"C1QBP"	146	2.83	0.00459	0.102	"GSE14814"
"GATAD2A"	92	2.83	0.00461	0.102	"GSE14814"
"PHB2"	96	2.83	0.00462	0.102	"GSE14814"
"TLE3"	85	2.83	0.00462	0.102	"GSE14814"
"PA2G4"	43	2.82	0.00487	0.102	"GSE14814"
"BABAM1"	99	2.81	0.00494	0.102	"GSE14814"
"PAK1"	42	2.8	0.0051	0.102	"GSE14814"
"CUX1"	59	2.8	0.00511	0.102	"GSE14814"
"TBL3"	90	2.79	0.00521	0.102	"GSE14814"
"DAXX"	59	2.78	0.00544	0.102	"GSE14814"
"SLC7A1"	69	2.78	0.00546	0.102	"GSE14814"
"FRAT2"	58	2.77	0.00559	0.102	"GSE14814"
"ZSCAN5A"	76	2.77	0.00564	0.102	"GSE14814"
"TRIM28"	91	2.77	0.00567	0.102	"GSE14814"
"NOC2L"	88	2.76	0.00575	0.102	"GSE14814"
"TPRA1"	53	2.76	0.00576	0.102	"GSE14814"
"SAP30BP"	55	2.76	0.00579	0.102	"GSE14814"
"GTF2H4"	66	2.76	0.00586	0.102	"GSE14814"
"THAP11"	59	2.76	0.00586	0.102	"GSE14814"
"RBM10"	79	2.75	0.00591	0.102	"GSE14814"
"ZFP64"	64	2.75	0.00596	0.102	"GSE14814"
"PREB"	81	2.75	0.00598	0.102	"GSE14814"
"NUP62"	77	2.74	0.00607	0.102	"GSE14814"
"AATF"	65	2.74	0.00611	0.102	"GSE14814"
"ENDOG"	75	2.74	0.00616	0.102	"GSE14814"
"ARL2"	54	2.73	0.00628	0.102	"GSE14814"
"ZNF592"	47	2.73	0.00634	0.102	"GSE14814"
"TFIP11"	38	2.73	0.00638	0.102	"GSE14814"
"PLEKHG6"	41	2.73	0.00641	0.102	"GSE14814"
"HIF1AN"	29	2.72	0.00647	0.102	"GSE14814"
"NELFB"	86	2.72	0.00648	0.102	"GSE14814"
"CORO2A"	40	2.72	0.00657	0.102	"GSE14814"
"BRF2"	30	2.72	0.00659	0.102	"GSE14814"
"SAP130"	133	2.72	0.00663	0.102	"GSE14814"
"POLR3K"	49	2.72	0.00663	0.102	"GSE14814"
"NEO1"	28	2.71	0.00671	0.102	"GSE14814"
"CSNK2B"	57	2.71	0.00672	0.102	"GSE14814"
"ZNF593"	74	2.71	0.00673	0.102	"GSE14814"
"ZNF576"	47	2.7	0.00692	0.102	"GSE14814"
"MCM2"	135	2.7	0.00696	0.102	"GSE14814"
"SIAH2"	172	2.7	0.00701	0.103	"GSE14814"
"DPF2"	95	2.69	0.00711	0.103	"GSE14814"
"DLG5"	47	2.69	0.00722	0.103	"GSE14814"
"IFT27"	54	2.69	0.00723	0.103	"GSE14814"
"CSNK2A1"	80	2.68	0.00728	0.103	"GSE14814"
"CHAF1B"	73	2.68	0.00735	0.103	"GSE14814"
"THAP7"	67	2.67	0.0075	0.103	"GSE14814"
"ENO1"	106	2.67	0.00753	0.103	"GSE14814"
"PSRC1"	50	2.67	0.00758	0.103	"GSE14814"
"AKT1"	45	2.67	0.0077	0.104	"GSE14814"
"PRDX2"	102	2.66	0.00779	0.104	"GSE14814"
"PLAGL2"	52	2.66	0.0078	0.104	"GSE14814"
"DEF8"	43	2.65	0.00794	0.104	"GSE14814"
"ZDHHC4"	61	2.65	0.00795	0.104	"GSE14814"
"TEAD4"	96	2.65	0.00807	0.104	"GSE14814"
"DEDD"	69	2.65	0.00809	0.104	"GSE14814"
"POLD1"	44	2.64	0.00819	0.104	"GSE14814"
"RBCK1"	25	2.64	0.0082	0.104	"GSE14814"
"FOXK2"	76	2.64	0.00826	0.104	"GSE14814"
"CNIH4"	64	2.64	0.00826	0.104	"GSE14814"
"BCL2L13"	50	2.63	0.00847	0.104	"GSE14814"
"THOP1"	79	2.63	0.00847	0.104	"GSE14814"
"MCM5"	87	2.63	0.00855	0.104	"GSE14814"
"XRCC6"	52	2.63	0.00862	0.104	"GSE14814"
"TMED1"	40	2.63	0.00862	0.104	"GSE14814"
"AIFM1"	38	2.62	0.00877	0.105	"GSE14814"
"BCR"	60	2.62	0.00881	0.105	"GSE14814"
"KAT5"	76	2.62	0.00886	0.105	"GSE14814"
"NDRG1"	46	2.61	0.00906	0.106	"GSE14814"
"HDGF"	60	2.6	0.00939	0.107	"GSE14814"
"SMARCD1"	47	2.59	0.00951	0.107	"GSE14814"
"JUP"	74	2.59	0.00955	0.107	"GSE14814"
"PRMT1"	98	2.59	0.0096	0.107	"GSE14814"
"MYBBP1A"	52	2.59	0.00965	0.107	"GSE14814"
"ZNF668"	53	2.59	0.00968	0.107	"GSE14814"
"FLNB"	60	2.58	0.00975	0.107	"GSE14814"
"TRIM16"	100	2.58	0.00983	0.107	"GSE14814"
"BID"	94	2.58	0.00988	0.108	"GSE14814"
"EIF4EBP1"	130	2.58	0.00992	0.108	"GSE14814"
"FOXM1"	110	2.57	0.0101	0.109	"GSE14814"
"CD3EAP"	72	2.57	0.0101	0.109	"GSE14814"
"NFKBIB"	55	2.56	0.0106	0.113	"GSE14814"
"RBM15B"	44	2.55	0.0108	0.115	"GSE14814"
"RABIF"	42	2.54	0.011	0.116	"GSE14814"
"BAK1"	80	2.54	0.011	0.116	"GSE14814"
"HMG20B"	48	2.53	0.0113	0.117	"GSE14814"
"CRKL"	74	2.53	0.0113	0.117	"GSE14814"
"CDKN2A"	66	2.53	0.0113	0.117	"GSE14814"
"CC2D1A"	61	2.53	0.0113	0.117	"GSE14814"
"SH3GL1"	76	2.53	0.0114	0.117	"GSE14814"
"POLR2I"	98	2.53	0.0114	0.117	"GSE14814"
"DRAP1"	48	2.53	0.0115	0.117	"GSE14814"
"GNB1"	43	2.52	0.0118	0.119	"GSE14814"
"HOXA10"	29	2.52	0.0118	0.119	"GSE14814"
"ZKSCAN1"	25	2.52	0.0118	0.119	"GSE14814"
"FADD"	55	2.52	0.0119	0.119	"GSE14814"
"SMARCB1"	38	2.51	0.012	0.119	"GSE14814"
"ZNF750"	44	2.51	0.012	0.119	"GSE14814"
"TBC1D22A"	58	2.51	0.0122	0.12	"GSE14814"
"BUD31"	73	2.5	0.0123	0.12	"GSE14814"
"SCAP"	90	2.47	0.0133	0.129	"GSE14814"
"PWP2"	41	2.47	0.0135	0.129	"GSE14814"
"PIN1"	57	2.47	0.0135	0.129	"GSE14814"
"AURKB"	97	2.47	0.0135	0.129	"GSE14814"
"ECSIT"	94	2.47	0.0136	0.129	"GSE14814"
"HSP90AB1"	71	2.47	0.0136	0.129	"GSE14814"
"NSD2"	58	2.46	0.014	0.132	"GSE14814"
"TAF10"	55	2.45	0.0141	0.132	"GSE14814"
"BCKDK"	114	2.45	0.0143	0.134	"GSE14814"
"ELOB"	49	2.44	0.0146	0.135	"GSE14814"
"ELF4"	89	2.43	0.0153	0.139	"GSE14814"
"ZNF185"	47	2.42	0.0154	0.139	"GSE14814"
"SMARCA4"	76	2.42	0.0155	0.14	"GSE14814"
"MED27"	50	2.42	0.0157	0.141	"GSE14814"
"PIAS4"	82	2.42	0.0157	0.141	"GSE14814"
"KEAP1"	122	2.41	0.0159	0.142	"GSE14814"
"PPIE"	60	2.41	0.016	0.142	"GSE14814"
"NFE2L1"	41	2.41	0.016	0.142	"GSE14814"
"NKIRAS2"	29	2.4	0.0164	0.143	"GSE14814"
"ZNF512B"	64	2.4	0.0166	0.144	"GSE14814"
"VAPB"	49	2.39	0.0169	0.146	"GSE14814"
"VCP"	41	2.37	0.0176	0.15	"GSE14814"
"ARF6"	32	2.37	0.0177	0.15	"GSE14814"
"NR1H2"	43	2.37	0.0177	0.15	"GSE14814"
"TBC1D10B"	91	2.37	0.0178	0.15	"GSE14814"
"ASF1B"	78	2.37	0.0179	0.151	"GSE14814"
"APEX1"	52	2.36	0.0182	0.151	"GSE14814"
"SSRP1"	65	2.35	0.0188	0.154	"GSE14814"
"RUSC1"	33	2.34	0.0191	0.156	"GSE14814"
"HDAC1"	59	2.34	0.0194	0.156	"GSE14814"
"NONO"	83	2.33	0.0197	0.158	"GSE14814"
"ZC3H3"	28	2.32	0.0201	0.16	"GSE14814"
"GNA15"	81	2.32	0.0203	0.16	"GSE14814"
"TRRAP"	48	2.32	0.0204	0.16	"GSE14814"
"GSK3B"	57	2.32	0.0204	0.16	"GSE14814"
"FANCG"	55	2.31	0.0208	0.163	"GSE14814"
"PLP2"	66	2.31	0.021	0.163	"GSE14814"
"PHLDA3"	29	2.3	0.0213	0.164	"GSE14814"
"TP53"	37	2.29	0.0218	0.165	"GSE14814"
"RAD51"	90	2.29	0.0218	0.165	"GSE14814"
"MYC"	67	2.29	0.0218	0.165	"GSE14814"
"PRKCSH"	42	2.29	0.022	0.165	"GSE14814"
"KDM1A"	25	2.29	0.0221	0.165	"GSE14814"
"KLF3"	33	2.29	0.0221	0.165	"GSE14814"
"HIC2"	49	2.29	0.0221	0.165	"GSE14814"
"EFS"	63	2.28	0.0227	0.167	"GSE14814"
"TBL1X"	48	2.28	0.0227	0.167	"GSE14814"
"DDX54"	56	2.28	0.0228	0.167	"GSE14814"
"TBC1D2"	45	2.27	0.0235	0.171	"GSE14814"
"TAF6"	52	2.26	0.0237	0.171	"GSE14814"
"SREBF2"	43	2.26	0.0237	0.171	"GSE14814"
"ZNF212"	30	2.25	0.0242	0.172	"GSE14814"
"HNRNPD"	91	2.25	0.0243	0.172	"GSE14814"
"RAB3B"	38	2.25	0.0244	0.172	"GSE14814"
"ZNF16"	27	2.25	0.0247	0.173	"GSE14814"
"TRIM32"	36	2.25	0.0248	0.173	"GSE14814"
"POLR2L"	58	2.24	0.0248	0.173	"GSE14814"
"DNAJB6"	39	2.24	0.025	0.174	"GSE14814"
"MBD3"	89	2.24	0.0252	0.174	"GSE14814"
"PRAME"	27	2.24	0.0252	0.174	"GSE14814"
"CIZ1"	55	2.24	0.0253	0.174	"GSE14814"
"GMEB2"	30	2.24	0.0254	0.174	"GSE14814"
"FEN1"	98	2.23	0.0259	0.177	"GSE14814"
"HNRNPAB"	40	2.23	0.026	0.178	"GSE14814"
"PSMD9"	37	2.22	0.0261	0.178	"GSE14814"
"SUV39H1"	108	2.22	0.0262	0.178	"GSE14814"
"GPS2"	60	2.22	0.0263	0.178	"GSE14814"
"SDHC"	86	2.22	0.0264	0.178	"GSE14814"
"SMARCD2"	45	2.22	0.0267	0.179	"GSE14814"
"DNMT1"	58	2.21	0.0271	0.181	"GSE14814"
"ARFIP2"	56	2.21	0.0271	0.181	"GSE14814"
"CCNE1"	49	2.21	0.0272	0.181	"GSE14814"
"CREB3"	39	2.21	0.0272	0.181	"GSE14814"
"TGIF2"	49	2.2	0.0278	0.184	"GSE14814"
"ADGRG1"	35	2.2	0.0279	0.184	"GSE14814"
"HSF1"	56	2.19	0.0282	0.184	"GSE14814"
"ZNF408"	35	2.18	0.029	0.188	"GSE14814"
"GNB5"	33	2.18	0.0292	0.188	"GSE14814"
"ZNF395"	35	2.17	0.0297	0.19	"GSE14814"
"APH1A"	53	2.17	0.03	0.19	"GSE14814"
"MXD1"	32	2.17	0.03	0.19	"GSE14814"
"DFFA"	34	2.17	0.0301	0.19	"GSE14814"
"TIMELESS"	66	2.16	0.0305	0.192	"GSE14814"
"ZNF3"	29	2.15	0.0312	0.195	"GSE14814"
"CHEK2"	94	2.15	0.0316	0.197	"GSE14814"
"UBE2C"	84	2.15	0.0318	0.198	"GSE14814"
"NDUFA13"	95	2.14	0.0321	0.198	"GSE14814"
"GRHL2"	46	2.14	0.0321	0.198	"GSE14814"
"TFDP2"	45	2.13	0.0333	0.202	"GSE14814"
"HSPB1"	71	2.13	0.0334	0.202	"GSE14814"
"CDK2"	66	2.13	0.0335	0.202	"GSE14814"
"FASTK"	38	2.11	0.0346	0.205	"GSE14814"
"MYBL2"	101	2.11	0.0346	0.205	"GSE14814"
"PTGES2"	47	2.1	0.0354	0.206	"GSE14814"
"TSPO"	69	2.09	0.0366	0.212	"GSE14814"
"MED16"	119	2.08	0.0372	0.213	"GSE14814"
"SPAG5"	54	2.08	0.0373	0.213	"GSE14814"
"CHMP1A"	50	2.08	0.0373	0.213	"GSE14814"
"PTOV1"	49	2.08	0.0376	0.213	"GSE14814"
"PSMC5"	64	2.07	0.0381	0.214	"GSE14814"
"CNOT4"	28	2.07	0.0384	0.214	"GSE14814"
"EGFR"	39	2.07	0.0384	0.214	"GSE14814"
"GNA11"	61	2.07	0.0386	0.214	"GSE14814"
"HOXA1"	31	2.07	0.0386	0.214	"GSE14814"
"PIAS3"	43	2.07	0.0387	0.214	"GSE14814"
"MLX"	51	2.07	0.0387	0.214	"GSE14814"
"KHSRP"	83	2.07	0.0388	0.214	"GSE14814"
"ZNF551"	26	2.06	0.0394	0.217	"GSE14814"
"BRD4"	70	2.06	0.0395	0.217	"GSE14814"
"MED28"	51	2.05	0.0401	0.219	"GSE14814"
"HRAS"	45	2.04	0.041	0.223	"GSE14814"
"STUB1"	49	2.04	0.0414	0.223	"GSE14814"
"ILF3"	108	2.04	0.0415	0.223	"GSE14814"
"CKS1B"	127	2.04	0.0416	0.223	"GSE14814"
"MED12"	49	2.03	0.0422	0.223	"GSE14814"
"S100A11"	49	2.03	0.0424	0.224	"GSE14814"
"KMT5A"	82	2.03	0.0428	0.225	"GSE14814"
"TPD52L1"	48	2.02	0.0431	0.225	"GSE14814"
"MFN2"	43	2.02	0.0432	0.225	"GSE14814"
"TFG"	55	2.02	0.0435	0.226	"GSE14814"
"RPN1"	53	2.02	0.0436	0.226	"GSE14814"
"MAPKAPK2"	56	2.02	0.0438	0.227	"GSE14814"
"MAFG"	56	2.01	0.0441	0.228	"GSE14814"
"PIR"	79	2.01	0.0446	0.23	"GSE14814"
"MAP2K2"	67	2.01	0.0448	0.23	"GSE14814"
"CDH1"	42	2.01	0.0449	0.23	"GSE14814"
"YARS"	60	2	0.045	0.23	"GSE14814"
"AURKA"	94	2	0.0452	0.23	"GSE14814"
"RAB1B"	80	2	0.0454	0.231	"GSE14814"
"ASH2L"	29	2	0.0455	0.231	"GSE14814"
"CTNNBIP1"	38	2	0.0456	0.231	"GSE14814"
"CSK"	45	1.99	0.0463	0.233	"GSE14814"
"MDC1"	60	1.99	0.0463	0.233	"GSE14814"
"KDM4B"	51	1.99	0.0466	0.234	"GSE14814"
"HOMER3"	76	1.99	0.0468	0.235	"GSE14814"
"LTBR"	37	1.98	0.0472	0.235	"GSE14814"
"CELSR2"	66	1.98	0.0473	0.235	"GSE14814"
"RELA"	81	1.98	0.0473	0.235	"GSE14814"
"U2AF2"	53	1.98	0.0474	0.235	"GSE14814"
"SAFB"	37	1.97	0.0483	0.237	"GSE14814"
"ZFYVE21"	57	1.97	0.0483	0.237	"GSE14814"
"CDC37"	30	1.97	0.0489	0.239	"GSE14814"
"PAK2"	110	1.97	0.0492	0.24	"GSE14814"
"MKLN1"	31	1.97	0.0492	0.24	"GSE14814"
"EXT2"	26	1.97	0.0493	0.24	"GSE14814"
"RAB6B"	77	1.96	0.0494	0.24	"GSE14814"
"LRP8"	36	1.96	0.0496	0.24	"GSE14814"
"ATP2A2"	43	1.96	0.0505	0.243	"GSE14814"
"SPSB1"	34	1.95	0.0511	0.244	"GSE14814"
"TRAF3IP2"	70	1.94	0.0519	0.245	"GSE14814"
"MED8"	43	1.94	0.0522	0.246	"GSE14814"
"PRMT7"	52	1.94	0.0527	0.247	"GSE14814"
"RANBP1"	113	1.93	0.0531	0.249	"GSE14814"
"MTCH1"	56	1.93	0.0531	0.249	"GSE14814"
"PRDX1"	75	1.93	0.0542	0.252	"GSE14814"
"LPAR3"	40	1.92	0.0548	0.254	"GSE14814"
"GID4"	33	1.92	0.0551	0.255	"GSE14814"
"TFAP2A"	39	1.92	0.0552	0.255	"GSE14814"
"FANCE"	62	1.92	0.0553	0.255	"GSE14814"
"RND2"	28	1.92	0.0554	0.255	"GSE14814"
"POLR3C"	105	1.91	0.0556	0.255	"GSE14814"
"PDAP1"	68	1.91	0.0557	0.255	"GSE14814"
"PI4KB"	72	1.91	0.0565	0.257	"GSE14814"
"ARAF"	57	1.9	0.0573	0.258	"GSE14814"
"ILF2"	102	1.9	0.0573	0.258	"GSE14814"
"UBE2L3"	62	1.9	0.0579	0.26	"GSE14814"
"IGFBP2"	43	1.89	0.0584	0.261	"GSE14814"
"BSG"	42	1.89	0.059	0.262	"GSE14814"
"TADA3"	36	1.88	0.0597	0.263	"GSE14814"
"MORC2"	52	1.88	0.0598	0.263	"GSE14814"
"TRPV4"	71	1.88	0.0601	0.264	"GSE14814"
"CNOT9"	36	1.88	0.0603	0.264	"GSE14814"
"SQSTM1"	35	1.88	0.0604	0.264	"GSE14814"
"ZC3H4"	104	1.88	0.0605	0.264	"GSE14814"
"GNB2"	53	1.87	0.0609	0.265	"GSE14814"
"EXT1"	49	1.87	0.0612	0.265	"GSE14814"
"PEX14"	55	1.87	0.0612	0.265	"GSE14814"
"TRIM27"	53	1.87	0.0612	0.265	"GSE14814"
"PTTG1"	96	1.87	0.0616	0.265	"GSE14814"
"CELSR1"	27	1.87	0.0621	0.266	"GSE14814"
"EPHB3"	35	1.86	0.0629	0.269	"GSE14814"
"NCKIPSD"	36	1.85	0.0637	0.271	"GSE14814"
"YAP1"	46	1.85	0.0645	0.273	"GSE14814"
"ARID1A"	65	1.85	0.0649	0.274	"GSE14814"
"GMPS"	62	1.84	0.0664	0.279	"GSE14814"
"ITPK1"	55	1.83	0.0671	0.281	"GSE14814"
"MARK2"	37	1.83	0.0676	0.282	"GSE14814"
"RHOD"	38	1.81	0.0696	0.288	"GSE14814"
"HNRNPUL1"	49	1.81	0.07	0.289	"GSE14814"
"ARF3"	66	1.81	0.0702	0.289	"GSE14814"
"SLC2A4RG"	39	1.8	0.0716	0.293	"GSE14814"
"PRDX4"	36	1.8	0.0721	0.295	"GSE14814"
"MKI67"	45	1.8	0.0725	0.295	"GSE14814"
"MMS19"	52	1.79	0.073	0.297	"GSE14814"
"CTBP1"	45	1.79	0.0731	0.297	"GSE14814"
"RAB38"	40	1.79	0.0731	0.297	"GSE14814"
"MCM4"	102	1.79	0.0733	0.297	"GSE14814"
"FOXE1"	92	1.79	0.0735	0.297	"GSE14814"
"FZD7"	57	1.79	0.0736	0.297	"GSE14814"
"TRIP13"	91	1.79	0.0737	0.297	"GSE14814"
"YBX1"	64	1.78	0.0748	0.301	"GSE14814"
"SF1"	40	1.78	0.0751	0.301	"GSE14814"
"ADIPOR1"	41	1.77	0.0759	0.303	"GSE14814"
"RAB40B"	49	1.77	0.0762	0.304	"GSE14814"
"SDHB"	46	1.77	0.0766	0.304	"GSE14814"
"GTPBP1"	114	1.77	0.0773	0.304	"GSE14814"
"GSPT1"	61	1.77	0.0773	0.304	"GSE14814"
"FBXW4"	48	1.77	0.0773	0.304	"GSE14814"
"KLF5"	56	1.76	0.0777	0.304	"GSE14814"
"PATZ1"	70	1.76	0.0782	0.305	"GSE14814"
"TEAD3"	30	1.76	0.079	0.307	"GSE14814"
"PLXNA1"	32	1.75	0.0793	0.307	"GSE14814"
"CANT1"	72	1.75	0.08	0.309	"GSE14814"
"CSNK1G2"	44	1.75	0.0805	0.31	"GSE14814"
"FOXD1"	51	1.75	0.0809	0.311	"GSE14814"
"ZNHIT2"	32	1.74	0.0812	0.311	"GSE14814"
"PARD3"	35	1.74	0.0812	0.311	"GSE14814"
"TNFRSF21"	31	1.74	0.0819	0.311	"GSE14814"
"PAF1"	34	1.74	0.0821	0.311	"GSE14814"
"PKP1"	92	1.74	0.0821	0.311	"GSE14814"
"ARFGAP2"	77	1.73	0.0828	0.311	"GSE14814"
"SOX15"	92	1.73	0.0828	0.311	"GSE14814"
"RXRB"	51	1.73	0.0829	0.311	"GSE14814"
"RAB7A"	74	1.73	0.0829	0.311	"GSE14814"
"SGPL1"	54	1.73	0.0842	0.312	"GSE14814"
"ZWINT"	104	1.73	0.0845	0.312	"GSE14814"
"ADCY3"	55	1.72	0.0845	0.312	"GSE14814"
"CLN3"	51	1.72	0.0845	0.312	"GSE14814"
"CSNK1D"	53	1.72	0.0847	0.312	"GSE14814"
"SOX12"	48	1.72	0.0848	0.312	"GSE14814"
"ZDHHC18"	25	1.72	0.0849	0.312	"GSE14814"
"SFN"	108	1.72	0.0851	0.312	"GSE14814"
"GTSE1"	114	1.72	0.0852	0.312	"GSE14814"
"VPS72"	106	1.72	0.0857	0.313	"GSE14814"
"MAGED1"	44	1.72	0.0857	0.313	"GSE14814"
"GRB7"	26	1.72	0.0861	0.314	"GSE14814"
"CCNA2"	81	1.7	0.0885	0.319	"GSE14814"
"ARHGEF4"	38	1.7	0.0891	0.32	"GSE14814"
"TRIM29"	119	1.7	0.09	0.323	"GSE14814"
"RAB25"	68	1.69	0.0903	0.324	"GSE14814"
"TACSTD2"	46	1.69	0.0907	0.324	"GSE14814"
"CHEK1"	61	1.69	0.0908	0.324	"GSE14814"
"FGFR3"	32	1.69	0.0908	0.324	"GSE14814"
"HGS"	52	1.69	0.0909	0.324	"GSE14814"
"IRF6"	83	1.69	0.0913	0.325	"GSE14814"
"ZBED4"	31	1.69	0.0919	0.325	"GSE14814"
"GCLC"	73	1.68	0.0926	0.327	"GSE14814"
"FAF1"	48	1.68	0.093	0.328	"GSE14814"
"FKBP1A"	52	1.68	0.0932	0.328	"GSE14814"
"EWSR1"	61	1.68	0.0933	0.328	"GSE14814"
"ADM"	80	1.68	0.0938	0.328	"GSE14814"
"CERS4"	29	1.67	0.0952	0.331	"GSE14814"
"GTF2I"	53	1.66	0.0961	0.332	"GSE14814"
"PFN1"	41	1.66	0.0963	0.332	"GSE14814"
"TNIP2"	40	1.66	0.0971	0.333	"GSE14814"
"CNOT3"	46	1.66	0.0973	0.334	"GSE14814"
"WLS"	35	1.66	0.0975	0.334	"GSE14814"
"PITX1"	83	1.66	0.0979	0.335	"GSE14814"
"DLX5"	79	1.65	0.0979	0.335	"GSE14814"
"SGF29"	27	1.65	0.0985	0.335	"GSE14814"
"SRC"	29	1.65	0.0994	0.336	"GSE14814"
"ELP4"	43	1.65	0.0994	0.336	"GSE14814"
"YY1AP1"	69	1.65	0.0999	0.337	"GSE14814"
"PLEKHM1"	46	1.63	0.102	0.344	"GSE14814"
"IMPA2"	39	1.63	0.103	0.344	"GSE14814"
"BCL2L1"	33	1.63	0.103	0.344	"GSE14814"
"SLC9A3R1"	63	1.63	0.103	0.344	"GSE14814"
"SOX2"	102	1.62	0.104	0.349	"GSE14814"
"ARTN"	89	1.62	0.105	0.349	"GSE14814"
"UBA52"	60	1.62	0.105	0.349	"GSE14814"
"DVL3"	63	1.62	0.105	0.351	"GSE14814"
"PPP2R1A"	44	1.62	0.106	0.352	"GSE14814"
"BAIAP2"	27	1.62	0.106	0.352	"GSE14814"
