"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"FGFBP1"	66	2.9	0.00375	0.0545	"GSE14814"
"PRAME"	27	2.9	0.00377	0.0545	"GSE14814"
"SPAG5"	54	2.9	0.00378	0.0545	"GSE14814"
"ARF5"	53	2.89	0.00379	0.0545	"GSE14814"
"DVL3"	63	2.89	0.0038	0.0545	"GSE14814"
"AKAP8"	54	2.89	0.00382	0.0545	"GSE14814"
"HOMER3"	76	2.89	0.00382	0.0545	"GSE14814"
"ELP5"	47	2.89	0.00387	0.0545	"GSE14814"
"MCM5"	87	2.89	0.00388	0.0545	"GSE14814"
"WDR77"	68	2.88	0.00393	0.0545	"GSE14814"
"MKI67"	45	2.88	0.00394	0.0545	"GSE14814"
"PSMD9"	37	2.88	0.00396	0.0545	"GSE14814"
"FZD7"	57	2.88	0.00398	0.0545	"GSE14814"
"SOX15"	92	2.88	0.004	0.0545	"GSE14814"
"GID4"	33	2.88	0.00403	0.0545	"GSE14814"
"PARD3"	35	2.87	0.00405	0.0545	"GSE14814"
"DLX5"	79	2.87	0.00409	0.0545	"GSE14814"
"IGFBP2"	43	2.87	0.00411	0.0545	"GSE14814"
"MYBL2"	101	2.87	0.00416	0.0545	"GSE14814"
"SMARCB1"	38	2.86	0.00422	0.0545	"GSE14814"
"LRP8"	36	2.86	0.00423	0.0545	"GSE14814"
"BRF2"	30	2.86	0.00428	0.0545	"GSE14814"
"NTS"	37	2.85	0.00437	0.0545	"GSE14814"
"FOXL2"	35	2.85	0.00437	0.0545	"GSE14814"
"CBLC"	60	2.85	0.00438	0.0545	"GSE14814"
"HOXA10"	29	2.85	0.00441	0.0545	"GSE14814"
"PLD1"	50	2.85	0.00444	0.0545	"GSE14814"
"HDAC1"	59	2.84	0.00445	0.0545	"GSE14814"
"ZNF576"	47	2.84	0.00446	0.0545	"GSE14814"
"TIPIN"	41	2.84	0.00446	0.0545	"GSE14814"
"SSRP1"	65	2.84	0.0045	0.0545	"GSE14814"
"AURKA"	94	2.84	0.0045	0.0545	"GSE14814"
"HNRNPAB"	40	2.84	0.00451	0.0545	"GSE14814"
"BMP7"	115	2.84	0.00456	0.0545	"GSE14814"
"ARHGEF5"	99	2.83	0.0046	0.0545	"GSE14814"
"NUP93"	88	2.83	0.00461	0.0545	"GSE14814"
"BANP"	43	2.83	0.00462	0.0545	"GSE14814"
"NUP62"	77	2.83	0.00463	0.0545	"GSE14814"
"TIMELESS"	66	2.83	0.00464	0.0545	"GSE14814"
"PHB"	110	2.83	0.00465	0.0545	"GSE14814"
"ZNF282"	73	2.83	0.00473	0.0545	"GSE14814"
"PAK2"	110	2.82	0.00479	0.0545	"GSE14814"
"EGLN1"	64	2.82	0.00486	0.0545	"GSE14814"
"BRCA1"	57	2.82	0.00486	0.0545	"GSE14814"
"CHAF1A"	111	2.82	0.00487	0.0545	"GSE14814"
"TYMS"	66	2.81	0.0049	0.0545	"GSE14814"
"LANCL2"	46	2.81	0.0049	0.0545	"GSE14814"
"CDK4"	126	2.81	0.00494	0.0545	"GSE14814"
"TFG"	55	2.81	0.00495	0.0545	"GSE14814"
"PCNA"	71	2.81	0.00499	0.0545	"GSE14814"
"DGKA"	65	2.8	0.00509	0.0545	"GSE14814"
"TRIM28"	91	2.8	0.00512	0.0545	"GSE14814"
"CD3EAP"	72	2.8	0.00513	0.0545	"GSE14814"
"PRDX2"	102	2.8	0.00516	0.0545	"GSE14814"
"PIAS2"	38	2.8	0.00517	0.0545	"GSE14814"
"MXD1"	32	2.8	0.00518	0.0545	"GSE14814"
"TFRC"	81	2.79	0.00529	0.055	"GSE14814"
"PPRC1"	86	2.79	0.00532	0.055	"GSE14814"
"GSK3B"	57	2.78	0.0054	0.0552	"GSE14814"
"PRMT5"	91	2.78	0.0055	0.0553	"GSE14814"
"CDK5R1"	36	2.77	0.00554	0.0554	"GSE14814"
"C1QBP"	146	2.77	0.00558	0.0554	"GSE14814"
"ARL4D"	39	2.77	0.00561	0.0554	"GSE14814"
"ARL3"	28	2.77	0.00562	0.0554	"GSE14814"
"CAD"	96	2.77	0.00564	0.0555	"GSE14814"
"PPP4C"	78	2.77	0.00567	0.0555	"GSE14814"
"SREBF2"	43	2.76	0.00571	0.0556	"GSE14814"
"GATAD2A"	92	2.76	0.00586	0.0564	"GSE14814"
"PTPRZ1"	55	2.75	0.00598	0.0564	"GSE14814"
"GNA15"	81	2.75	0.006	0.0564	"GSE14814"
"PLXNA1"	32	2.75	0.00602	0.0564	"GSE14814"
"JAG2"	44	2.74	0.00607	0.0564	"GSE14814"
"BUB1B"	89	2.74	0.00617	0.0564	"GSE14814"
"TXN"	130	2.74	0.00617	0.0564	"GSE14814"
"TARBP2"	111	2.74	0.0062	0.0564	"GSE14814"
"ZNF74"	35	2.74	0.00623	0.0564	"GSE14814"
"EZH2"	44	2.74	0.00623	0.0564	"GSE14814"
"TGIF2"	49	2.73	0.00626	0.0564	"GSE14814"
"ARF6"	32	2.73	0.00627	0.0564	"GSE14814"
"TBPL1"	90	2.73	0.00643	0.0574	"GSE14814"
"GTF2IRD1"	30	2.72	0.00652	0.0576	"GSE14814"
"BCL11A"	42	2.72	0.00655	0.0576	"GSE14814"
"CENPU"	75	2.72	0.0066	0.0576	"GSE14814"
"KEAP1"	122	2.71	0.00668	0.0576	"GSE14814"
"TFAP2C"	36	2.71	0.0067	0.0576	"GSE14814"
"PDCD11"	88	2.71	0.00671	0.0576	"GSE14814"
"NELFB"	86	2.7	0.00686	0.0583	"GSE14814"
"GLRX2"	35	2.69	0.00706	0.0585	"GSE14814"
"EFS"	63	2.69	0.00707	0.0585	"GSE14814"
"ZWINT"	104	2.69	0.00711	0.0585	"GSE14814"
"PIN1"	57	2.68	0.00728	0.0593	"GSE14814"
"DIABLO"	69	2.68	0.00729	0.0593	"GSE14814"
"BNC1"	70	2.68	0.00733	0.0593	"GSE14814"
"FOSL2"	73	2.68	0.00734	0.0593	"GSE14814"
"MBD3"	89	2.68	0.00734	0.0593	"GSE14814"
"PIR"	79	2.68	0.00738	0.0593	"GSE14814"
"EPHB3"	35	2.67	0.0075	0.0593	"GSE14814"
"RACGAP1"	121	2.67	0.00752	0.0593	"GSE14814"
"DNMT1"	58	2.67	0.00752	0.0593	"GSE14814"
"FANCG"	55	2.67	0.00754	0.0593	"GSE14814"
"ASH2L"	29	2.67	0.00759	0.0593	"GSE14814"
"LMO4"	36	2.67	0.00762	0.0594	"GSE14814"
"POLD1"	44	2.67	0.00766	0.0595	"GSE14814"
"SMAD1"	27	2.66	0.00781	0.0599	"GSE14814"
"VLDLR"	30	2.66	0.00789	0.0599	"GSE14814"
"RARG"	58	2.65	0.00816	0.0615	"GSE14814"
"PUF60"	106	2.64	0.00817	0.0615	"GSE14814"
"FGFR2"	58	2.64	0.00839	0.0625	"GSE14814"
"ACTL6A"	124	2.63	0.00841	0.0626	"GSE14814"
"TTK"	75	2.63	0.00847	0.0628	"GSE14814"
"PTPRF"	55	2.63	0.0086	0.0632	"GSE14814"
"CNOT9"	36	2.63	0.0086	0.0632	"GSE14814"
"ADA"	46	2.62	0.00885	0.0632	"GSE14814"
"CHRM3"	32	2.62	0.00891	0.0632	"GSE14814"
"GPR161"	53	2.61	0.00895	0.0632	"GSE14814"
"ZNF706"	84	2.61	0.00896	0.0632	"GSE14814"
"CORO1C"	110	2.61	0.00898	0.0632	"GSE14814"
"SNAI2"	126	2.61	0.00911	0.0632	"GSE14814"
"HDGF"	60	2.61	0.00911	0.0632	"GSE14814"
"ELOC"	101	2.61	0.00911	0.0632	"GSE14814"
"TUSC3"	29	2.61	0.00916	0.0632	"GSE14814"
"TRIP6"	52	2.6	0.00938	0.0642	"GSE14814"
"MRPL28"	67	2.59	0.00956	0.0648	"GSE14814"
"TTF2"	96	2.58	0.00978	0.0655	"GSE14814"
"ITGB4"	61	2.58	0.00978	0.0655	"GSE14814"
"CRKL"	74	2.58	0.00994	0.0662	"GSE14814"
"BABAM1"	99	2.57	0.0101	0.0668	"GSE14814"
"NSD2"	58	2.57	0.0102	0.067	"GSE14814"
"YBX1"	64	2.57	0.0102	0.067	"GSE14814"
"ECSIT"	94	2.55	0.0107	0.0694	"GSE14814"
"PRKCSH"	42	2.55	0.0109	0.0703	"GSE14814"
"RBFOX2"	40	2.54	0.0112	0.0717	"GSE14814"
"ZNF395"	35	2.53	0.0113	0.0724	"GSE14814"
"TBC1D2"	45	2.48	0.013	0.0806	"GSE14814"
"GNB1L"	94	2.48	0.013	0.0806	"GSE14814"
"RASSF9"	32	2.47	0.0136	0.0839	"GSE14814"
"FRAT2"	58	2.46	0.0139	0.0853	"GSE14814"
"PPP2R1A"	44	2.45	0.0143	0.087	"GSE14814"
"CENPF"	106	2.45	0.0143	0.0871	"GSE14814"
"CARHSP1"	29	2.45	0.0144	0.0874	"GSE14814"
"P2RY1"	37	2.44	0.0147	0.0889	"GSE14814"
"RAP2B"	71	2.43	0.015	0.0899	"GSE14814"
"TAF5"	61	2.43	0.0153	0.0913	"GSE14814"
"TBL1X"	48	2.42	0.0156	0.0933	"GSE14814"
"PIAS4"	82	2.41	0.0161	0.0961	"GSE14814"
"MCM3"	62	2.4	0.0163	0.0966	"GSE14814"
"S1PR5"	54	2.4	0.0165	0.097	"GSE14814"
"GRHL2"	46	2.4	0.0165	0.097	"GSE14814"
"ITGA6"	92	2.39	0.0167	0.098	"GSE14814"
"FGD1"	26	2.39	0.0169	0.0985	"GSE14814"
"TFDP1"	59	2.38	0.0172	0.1	"GSE14814"
"ERF"	33	2.38	0.0175	0.101	"GSE14814"
"DRAP1"	48	2.37	0.0176	0.101	"GSE14814"
"DNMT3B"	53	2.37	0.0177	0.101	"GSE14814"
"ILF3"	108	2.36	0.0182	0.104	"GSE14814"
"SDHB"	46	2.36	0.0184	0.104	"GSE14814"
"S100A11"	49	2.36	0.0185	0.104	"GSE14814"
"LTB4R"	34	2.36	0.0185	0.104	"GSE14814"
"CYP26A1"	30	2.35	0.0186	0.104	"GSE14814"
"DDX10"	73	2.35	0.0186	0.104	"GSE14814"
"MED28"	51	2.35	0.0188	0.105	"GSE14814"
"MBD2"	100	2.34	0.0191	0.106	"GSE14814"
"PA2G4"	43	2.34	0.0191	0.106	"GSE14814"
"RAB7A"	74	2.33	0.0196	0.108	"GSE14814"
"PARP1"	103	2.33	0.0199	0.109	"GSE14814"
"PRKDC"	73	2.33	0.0199	0.109	"GSE14814"
"ZNF551"	26	2.33	0.02	0.109	"GSE14814"
"PHF10"	28	2.32	0.0201	0.11	"GSE14814"
"TRIM16"	100	2.32	0.0202	0.11	"GSE14814"
"GMNN"	84	2.32	0.0204	0.11	"GSE14814"
"KHSRP"	83	2.31	0.0207	0.111	"GSE14814"
"PSMC3IP"	37	2.31	0.021	0.112	"GSE14814"
"XRCC6"	52	2.31	0.021	0.112	"GSE14814"
"WASF2"	40	2.3	0.0213	0.113	"GSE14814"
"ATP2A2"	43	2.3	0.0215	0.114	"GSE14814"
"E2F6"	51	2.3	0.0215	0.114	"GSE14814"
"REXO4"	40	2.3	0.0216	0.114	"GSE14814"
"UBA52"	60	2.29	0.0219	0.115	"GSE14814"
"CHIC2"	46	2.29	0.0222	0.116	"GSE14814"
"CSNK2A2"	64	2.28	0.0224	0.117	"GSE14814"
"PCBP1"	98	2.28	0.0225	0.117	"GSE14814"
"POLR2I"	98	2.28	0.0227	0.118	"GSE14814"
"ENO1"	106	2.27	0.0234	0.121	"GSE14814"
"PAK6"	33	2.27	0.0234	0.121	"GSE14814"
"TOLLIP"	46	2.27	0.0235	0.121	"GSE14814"
"POLE"	59	2.26	0.0235	0.121	"GSE14814"
"POLR3K"	49	2.26	0.0236	0.121	"GSE14814"
"NKRF"	52	2.26	0.0236	0.121	"GSE14814"
"NFKBIB"	55	2.26	0.024	0.123	"GSE14814"
"PSENEN"	41	2.25	0.0242	0.123	"GSE14814"
"DEPDC1"	50	2.25	0.0245	0.124	"GSE14814"
"KLF3"	33	2.25	0.0246	0.124	"GSE14814"
"NDUFA13"	95	2.24	0.0248	0.125	"GSE14814"
"PDAP1"	68	2.24	0.0252	0.126	"GSE14814"
"HSF1"	56	2.24	0.0252	0.126	"GSE14814"
"BEX3"	34	2.24	0.0253	0.126	"GSE14814"
"GTF2E1"	36	2.24	0.0254	0.126	"GSE14814"
"IRAK1"	60	2.23	0.0259	0.128	"GSE14814"
"SENP2"	74	2.23	0.0261	0.128	"GSE14814"
"RFXANK"	114	2.22	0.0264	0.129	"GSE14814"
"SNAPC1"	42	2.22	0.0265	0.129	"GSE14814"
"U2AF1"	77	2.21	0.027	0.131	"GSE14814"
"HOXB7"	31	2.21	0.027	0.131	"GSE14814"
"PSMC5"	64	2.21	0.0272	0.132	"GSE14814"
"ZNF750"	44	2.2	0.0275	0.132	"GSE14814"
"TBP"	29	2.2	0.0276	0.133	"GSE14814"
"STMN1"	32	2.2	0.028	0.134	"GSE14814"
"CIAO1"	118	2.19	0.0284	0.136	"GSE14814"
"HMG20B"	48	2.17	0.0303	0.143	"GSE14814"
"GNAI1"	33	2.16	0.0307	0.144	"GSE14814"
"SAP30"	37	2.16	0.0309	0.144	"GSE14814"
"CUX1"	59	2.15	0.0316	0.146	"GSE14814"
"HSBP1"	69	2.15	0.0316	0.146	"GSE14814"
"IL22RA1"	35	2.15	0.0319	0.147	"GSE14814"
"CNOT3"	46	2.14	0.032	0.147	"GSE14814"
"SNF8"	56	2.13	0.033	0.151	"GSE14814"
"SUV39H1"	108	2.13	0.0331	0.151	"GSE14814"
"DEF8"	43	2.13	0.0332	0.151	"GSE14814"
"SCAND1"	109	2.13	0.0336	0.152	"GSE14814"
"PLAGL2"	52	2.12	0.0337	0.152	"GSE14814"
"CDK5"	42	2.12	0.0337	0.152	"GSE14814"
"GCLC"	73	2.12	0.0343	0.154	"GSE14814"
"PPP2R5D"	63	2.12	0.0344	0.154	"GSE14814"
"MXI1"	30	2.11	0.0345	0.154	"GSE14814"
"HOXD11"	35	2.11	0.0346	0.155	"GSE14814"
"SCRIB"	45	2.1	0.0355	0.158	"GSE14814"
"RXRA"	27	2.1	0.0356	0.159	"GSE14814"
"MCM6"	96	2.1	0.0357	0.159	"GSE14814"
"ID1"	31	2.1	0.0359	0.159	"GSE14814"
"VCP"	41	2.1	0.0359	0.159	"GSE14814"
"NONO"	83	2.09	0.0362	0.159	"GSE14814"
"TRIB3"	27	2.09	0.0363	0.16	"GSE14814"
"OVOL1"	86	2.08	0.0372	0.162	"GSE14814"
"CSNK1G2"	44	2.08	0.0373	0.163	"GSE14814"
"MAFG"	56	2.08	0.0374	0.163	"GSE14814"
"NOC2L"	88	2.08	0.0375	0.163	"GSE14814"
"CNIH4"	64	2.08	0.0375	0.163	"GSE14814"
"CCDC88C"	29	2.08	0.0377	0.163	"GSE14814"
"DLG5"	47	2.08	0.0378	0.164	"GSE14814"
"SPSB1"	34	2.08	0.0379	0.164	"GSE14814"
"HMGA2"	26	2.08	0.0379	0.164	"GSE14814"
"TMF1"	33	2.07	0.0381	0.164	"GSE14814"
"RND3"	75	2.07	0.0382	0.164	"GSE14814"
"ENDOG"	75	2.06	0.0392	0.168	"GSE14814"
"PAX6"	51	2.06	0.0395	0.168	"GSE14814"
"PLEKHG3"	29	2.06	0.0398	0.169	"GSE14814"
"PLXNB1"	26	2.05	0.0403	0.171	"GSE14814"
"MLST8"	74	2.05	0.0406	0.172	"GSE14814"
"MYNN"	56	2.05	0.0408	0.172	"GSE14814"
"U2AF2"	53	2.04	0.0409	0.173	"GSE14814"
"MAPKAPK5"	32	2.04	0.041	0.173	"GSE14814"
"DRG2"	27	2.04	0.0417	0.175	"GSE14814"
"CLP1"	37	2.03	0.0422	0.175	"GSE14814"
"BCL2L13"	50	2.03	0.0423	0.175	"GSE14814"
"SGK1"	79	2.03	0.0425	0.176	"GSE14814"
"HSPE1"	121	2.03	0.0428	0.176	"GSE14814"
"NGFR"	35	2.01	0.0447	0.181	"GSE14814"
"ICMT"	43	2	0.0452	0.183	"GSE14814"
"TOP2A"	118	1.99	0.0462	0.186	"GSE14814"
"PRDX1"	75	1.99	0.0462	0.186	"GSE14814"
"PDK1"	33	1.99	0.0464	0.186	"GSE14814"
"NDC80"	85	1.99	0.0469	0.188	"GSE14814"
"SAFB"	37	1.98	0.0474	0.189	"GSE14814"
"IL1A"	39	1.98	0.0477	0.189	"GSE14814"
"NCLN"	89	1.97	0.0485	0.191	"GSE14814"
"ZBTB5"	35	1.97	0.0488	0.192	"GSE14814"
"RAB38"	40	1.97	0.0491	0.192	"GSE14814"
"ZNF16"	27	1.97	0.0494	0.193	"GSE14814"
"ELF4"	89	1.96	0.0495	0.193	"GSE14814"
"NFE2L2"	83	1.96	0.0498	0.194	"GSE14814"
"PHLDA3"	29	1.96	0.05	0.194	"GSE14814"
"GLI2"	38	1.96	0.0503	0.195	"GSE14814"
"SLIRP"	131	1.95	0.0506	0.196	"GSE14814"
"ABT1"	47	1.95	0.051	0.197	"GSE14814"
"GTF2E2"	58	1.94	0.0519	0.198	"GSE14814"
"GNB2"	53	1.94	0.0519	0.198	"GSE14814"
"RALA"	49	1.94	0.0519	0.198	"GSE14814"
"TFB1M"	25	1.92	0.0543	0.205	"GSE14814"
"MED14"	29	1.92	0.0549	0.207	"GSE14814"
"ADGRG1"	35	1.9	0.0568	0.212	"GSE14814"
"RBM10"	79	1.9	0.0569	0.212	"GSE14814"
"SMARCD2"	45	1.9	0.0574	0.213	"GSE14814"
"RABIF"	42	1.9	0.0575	0.213	"GSE14814"
"PTOV1"	49	1.9	0.0575	0.213	"GSE14814"
"NEO1"	28	1.9	0.0581	0.214	"GSE14814"
"FIBP"	137	1.89	0.0583	0.214	"GSE14814"
"CXXC1"	26	1.89	0.0585	0.214	"GSE14814"
"THAP7"	67	1.89	0.0586	0.214	"GSE14814"
"RIOX1"	73	1.89	0.0594	0.217	"GSE14814"
"CYCS"	145	1.88	0.0597	0.218	"GSE14814"
"TWIST1"	60	1.88	0.0601	0.218	"GSE14814"
"PRDM13"	49	1.87	0.0608	0.22	"GSE14814"
"CCDC59"	110	1.87	0.0613	0.22	"GSE14814"
"G3BP1"	61	1.87	0.0618	0.222	"GSE14814"
"KDM4B"	51	1.86	0.0625	0.223	"GSE14814"
"ZFPL1"	41	1.86	0.0629	0.223	"GSE14814"
"PPP5C"	44	1.86	0.063	0.223	"GSE14814"
"CORO2A"	40	1.86	0.0634	0.224	"GSE14814"
"HNRNPUL1"	49	1.85	0.0639	0.224	"GSE14814"
"SPOCK1"	49	1.85	0.064	0.224	"GSE14814"
"BCL6"	30	1.85	0.0645	0.225	"GSE14814"
"PLEKHA1"	42	1.85	0.0647	0.225	"GSE14814"
"HNRNPD"	91	1.85	0.0649	0.226	"GSE14814"
"ECT2"	139	1.84	0.0651	0.226	"GSE14814"
"PTCH1"	38	1.84	0.0659	0.229	"GSE14814"
"MCC"	47	1.82	0.0683	0.236	"GSE14814"
"RBCK1"	25	1.82	0.0686	0.236	"GSE14814"
"DNM1L"	77	1.81	0.0696	0.238	"GSE14814"
"VAPB"	49	1.8	0.0712	0.24	"GSE14814"
"ITGAE"	44	1.8	0.0712	0.24	"GSE14814"
"FASTK"	38	1.8	0.0714	0.24	"GSE14814"
"MKLN1"	31	1.8	0.0726	0.243	"GSE14814"
"ADAM17"	62	1.79	0.0735	0.245	"GSE14814"
"NLE1"	46	1.79	0.0736	0.245	"GSE14814"
"TACSTD2"	46	1.79	0.0739	0.246	"GSE14814"
"PPIE"	60	1.77	0.0759	0.25	"GSE14814"
"MORC4"	32	1.77	0.0761	0.25	"GSE14814"
"PPP1R13L"	26	1.77	0.0761	0.25	"GSE14814"
"MYBBP1A"	52	1.77	0.0762	0.25	"GSE14814"
"PLEK2"	38	1.76	0.0784	0.255	"GSE14814"
"FGFR3"	32	1.76	0.0786	0.255	"GSE14814"
"APEX1"	52	1.76	0.079	0.256	"GSE14814"
"ATAD2"	60	1.75	0.0806	0.26	"GSE14814"
"PTGES2"	47	1.75	0.0806	0.26	"GSE14814"
"WDR12"	109	1.74	0.0812	0.262	"GSE14814"
"ASF1A"	56	1.74	0.0819	0.263	"GSE14814"
"HELLS"	55	1.73	0.0834	0.266	"GSE14814"
"DNAJA3"	67	1.72	0.0849	0.27	"GSE14814"
"IL11"	32	1.72	0.0863	0.275	"GSE14814"
"APPL2"	27	1.71	0.0867	0.275	"GSE14814"
"APH1A"	53	1.71	0.0873	0.277	"GSE14814"
