"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"MYH9"	47	3.07	0.00213	0.123	"GSE14814"
"INHBA"	96	3.05	0.00226	0.123	"GSE14814"
"LGALS1"	111	3.05	0.00226	0.123	"GSE14814"
"PMEPA1"	74	3.05	0.00228	0.123	"GSE14814"
"ITSN1"	43	3.05	0.00231	0.123	"GSE14814"
"PKIG"	51	3.05	0.00231	0.123	"GSE14814"
"ANTXR1"	70	3.05	0.00232	0.123	"GSE14814"
"IL4R"	72	3.04	0.00233	0.123	"GSE14814"
"WISP1"	56	3.04	0.00239	0.123	"GSE14814"
"KLF10"	35	3.03	0.00241	0.123	"GSE14814"
"PDGFRB"	108	3.03	0.00242	0.123	"GSE14814"
"AEBP1"	118	3.03	0.00242	0.123	"GSE14814"
"ZFPM2"	94	3.03	0.00244	0.123	"GSE14814"
"PLAGL1"	27	3.03	0.00247	0.123	"GSE14814"
"COL1A1"	89	3.02	0.00249	0.123	"GSE14814"
"LRP1"	94	3.02	0.00252	0.123	"GSE14814"
"GREM1"	73	3.01	0.00263	0.123	"GSE14814"
"RCAN1"	35	3	0.00266	0.123	"GSE14814"
"CCL2"	43	3	0.00266	0.123	"GSE14814"
"DPYSL3"	49	3	0.00267	0.123	"GSE14814"
"CAV1"	41	3	0.00272	0.123	"GSE14814"
"ECM1"	42	2.99	0.00276	0.123	"GSE14814"
"FLNA"	73	2.99	0.00276	0.123	"GSE14814"
"PTGIS"	99	2.99	0.00279	0.123	"GSE14814"
"PKD2"	48	2.99	0.00281	0.123	"GSE14814"
"ITGBL1"	85	2.99	0.00282	0.123	"GSE14814"
"FZD1"	46	2.97	0.00296	0.123	"GSE14814"
"TSC22D1"	53	2.97	0.00302	0.123	"GSE14814"
"LMCD1"	91	2.96	0.00305	0.123	"GSE14814"
"BASP1"	48	2.96	0.00309	0.123	"GSE14814"
"PDGFC"	62	2.96	0.00312	0.123	"GSE14814"
"BHLHE41"	62	2.96	0.00313	0.123	"GSE14814"
"MAP4K4"	40	2.96	0.00313	0.123	"GSE14814"
"ARHGEF10"	28	2.95	0.00314	0.123	"GSE14814"
"ZFP36L1"	42	2.95	0.00315	0.123	"GSE14814"
"RIN2"	38	2.95	0.00315	0.123	"GSE14814"
"MEIS1"	54	2.95	0.0032	0.123	"GSE14814"
"LEF1"	37	2.94	0.00333	0.123	"GSE14814"
"SMAD7"	58	2.93	0.00338	0.123	"GSE14814"
"GNG12"	51	2.92	0.00346	0.123	"GSE14814"
"UNC5B"	66	2.92	0.00346	0.123	"GSE14814"
"LBH"	66	2.92	0.0035	0.123	"GSE14814"
"RSU1"	27	2.92	0.00351	0.123	"GSE14814"
"EGR2"	40	2.91	0.00359	0.123	"GSE14814"
"TNFSF4"	42	2.91	0.00367	0.123	"GSE14814"
"PRKD1"	52	2.9	0.00368	0.123	"GSE14814"
"DDR2"	82	2.9	0.00371	0.123	"GSE14814"
"HOXB6"	33	2.9	0.00376	0.123	"GSE14814"
"IRAK3"	45	2.9	0.00377	0.123	"GSE14814"
"TSC22D3"	56	2.9	0.00378	0.123	"GSE14814"
"STARD13"	30	2.9	0.00378	0.123	"GSE14814"
"IGF1"	40	2.88	0.00394	0.123	"GSE14814"
"TNFAIP6"	82	2.88	0.00394	0.123	"GSE14814"
"DDIT4"	33	2.88	0.00397	0.123	"GSE14814"
"TGM2"	80	2.88	0.004	0.123	"GSE14814"
"LITAF"	26	2.87	0.00406	0.123	"GSE14814"
"ABCA1"	45	2.87	0.00409	0.123	"GSE14814"
"CLEC7A"	35	2.86	0.00418	0.123	"GSE14814"
"ZEB1"	68	2.86	0.00418	0.123	"GSE14814"
"ITGA5"	88	2.86	0.0042	0.123	"GSE14814"
"ZCCHC24"	146	2.85	0.00431	0.123	"GSE14814"
"OSMR"	39	2.85	0.00431	0.123	"GSE14814"
"STK17B"	46	2.85	0.00432	0.123	"GSE14814"
"TPM4"	106	2.85	0.00435	0.123	"GSE14814"
"IL7R"	49	2.85	0.00436	0.123	"GSE14814"
"GADD45B"	73	2.84	0.00446	0.123	"GSE14814"
"MAFB"	64	2.84	0.00454	0.123	"GSE14814"
"ADGRA2"	78	2.84	0.00455	0.123	"GSE14814"
"ID2"	43	2.83	0.00461	0.123	"GSE14814"
"ZNF423"	71	2.83	0.00467	0.123	"GSE14814"
"KLF9"	26	2.83	0.00468	0.123	"GSE14814"
"GJA1"	53	2.83	0.00469	0.123	"GSE14814"
"CCND2"	43	2.83	0.0047	0.123	"GSE14814"
"ELK3"	143	2.83	0.0047	0.123	"GSE14814"
"PDPN"	85	2.83	0.00472	0.123	"GSE14814"
"ZFP36L2"	59	2.82	0.00476	0.123	"GSE14814"
"MSN"	71	2.82	0.00483	0.124	"GSE14814"
"PLXNC1"	83	2.81	0.00489	0.124	"GSE14814"
"ARID5B"	41	2.81	0.0049	0.124	"GSE14814"
"ANXA5"	83	2.8	0.00504	0.124	"GSE14814"
"PLPP1"	41	2.8	0.00508	0.124	"GSE14814"
"GSN"	37	2.8	0.00511	0.124	"GSE14814"
"COLEC12"	91	2.8	0.00516	0.124	"GSE14814"
"OPTN"	29	2.8	0.00516	0.124	"GSE14814"
"FOXF2"	49	2.79	0.00521	0.124	"GSE14814"
"RRAS"	82	2.79	0.00523	0.124	"GSE14814"
"GNAI2"	66	2.79	0.00524	0.124	"GSE14814"
"JUNB"	42	2.79	0.00529	0.124	"GSE14814"
"SLIT2"	49	2.78	0.00539	0.125	"GSE14814"
"CXCR4"	45	2.78	0.00552	0.126	"GSE14814"
"HOXB2"	64	2.77	0.0056	0.127	"GSE14814"
"FYN"	42	2.76	0.00585	0.131	"GSE14814"
"NDN"	76	2.75	0.00591	0.131	"GSE14814"
"NFIL3"	48	2.75	0.00592	0.131	"GSE14814"
"HERPUD1"	64	2.75	0.00594	0.131	"GSE14814"
"ARL2BP"	54	2.74	0.00623	0.136	"GSE14814"
"ITGAV"	46	2.73	0.00628	0.136	"GSE14814"
"ZYX"	43	2.72	0.00645	0.139	"GSE14814"
"CD59"	69	2.72	0.00659	0.14	"GSE14814"
"HOXA5"	38	2.71	0.0068	0.142	"GSE14814"
"TBC1D2B"	69	2.71	0.00682	0.142	"GSE14814"
"ZEB2"	62	2.7	0.00685	0.142	"GSE14814"
"TGFB3"	72	2.7	0.00689	0.142	"GSE14814"
"LPAR1"	29	2.7	0.00701	0.143	"GSE14814"
"JAK1"	80	2.69	0.00718	0.143	"GSE14814"
"STK17A"	42	2.69	0.00722	0.143	"GSE14814"
"RGS2"	39	2.68	0.00733	0.143	"GSE14814"
"PLPP3"	40	2.68	0.00734	0.143	"GSE14814"
"PTPRD"	41	2.68	0.00735	0.143	"GSE14814"
"DYRK2"	29	2.67	0.00755	0.144	"GSE14814"
"RUNX1T1"	65	2.67	0.00756	0.144	"GSE14814"
"WWTR1"	32	2.67	0.00766	0.145	"GSE14814"
"TLR2"	50	2.66	0.00778	0.145	"GSE14814"
"CD14"	55	2.65	0.00809	0.149	"GSE14814"
"SEC31A"	74	2.64	0.0083	0.15	"GSE14814"
"CFLAR"	31	2.64	0.00832	0.15	"GSE14814"
"CDC42EP3"	54	2.64	0.00837	0.15	"GSE14814"
"GAS7"	62	2.63	0.00844	0.15	"GSE14814"
"EVI2A"	85	2.63	0.00847	0.15	"GSE14814"
"LY96"	51	2.63	0.00858	0.151	"GSE14814"
"GEM"	30	2.62	0.00869	0.152	"GSE14814"
"MITF"	62	2.62	0.00891	0.155	"GSE14814"
"ADGRL4"	39	2.61	0.00903	0.156	"GSE14814"
"PDE4B"	38	2.6	0.00923	0.157	"GSE14814"
"C5AR1"	54	2.6	0.00923	0.157	"GSE14814"
"ZMIZ1"	29	2.6	0.00925	0.157	"GSE14814"
"NOTCH2"	67	2.6	0.00926	0.157	"GSE14814"
"MEOX2"	53	2.59	0.00947	0.157	"GSE14814"
"ETV1"	29	2.59	0.00947	0.157	"GSE14814"
"ROBO1"	33	2.59	0.00952	0.157	"GSE14814"
"LMO2"	61	2.59	0.00954	0.157	"GSE14814"
"CLEC4A"	38	2.59	0.00961	0.157	"GSE14814"
"IGFBP6"	32	2.59	0.00963	0.157	"GSE14814"
"CHST11"	52	2.59	0.00967	0.157	"GSE14814"
"GUCY1B1"	32	2.58	0.00974	0.157	"GSE14814"
"FOXF1"	62	2.57	0.0101	0.161	"GSE14814"
"PNRC1"	46	2.57	0.0103	0.163	"GSE14814"
"LDB2"	95	2.56	0.0105	0.166	"GSE14814"
"RGS10"	25	2.56	0.0106	0.166	"GSE14814"
"FOS"	30	2.55	0.0107	0.166	"GSE14814"
"ABL1"	28	2.55	0.0107	0.166	"GSE14814"
"SPRY1"	48	2.55	0.0108	0.166	"GSE14814"
"IFI16"	69	2.54	0.011	0.168	"GSE14814"
"PTGER4"	51	2.53	0.0113	0.172	"GSE14814"
"ITPR1"	50	2.53	0.0114	0.173	"GSE14814"
"RCAN2"	99	2.53	0.0116	0.175	"GSE14814"
"CYLD"	53	2.52	0.0116	0.175	"GSE14814"
"MT1H"	44	2.51	0.0119	0.178	"GSE14814"
"FPR1"	54	2.51	0.0122	0.182	"GSE14814"
"GRK5"	29	2.5	0.0124	0.183	"GSE14814"
"TCF4"	48	2.48	0.0131	0.192	"GSE14814"
"NR2F2"	42	2.48	0.0131	0.192	"GSE14814"
"GNG11"	41	2.47	0.0135	0.196	"GSE14814"
"TGFB1"	67	2.46	0.0138	0.2	"GSE14814"
"AHR"	36	2.46	0.0139	0.2	"GSE14814"
"SH2B3"	85	2.45	0.0144	0.207	"GSE14814"
"BCL10"	26	2.42	0.0154	0.221	"GSE14814"
"STC1"	27	2.41	0.0161	0.229	"GSE14814"
"DUSP6"	27	2.39	0.0167	0.235	"GSE14814"
"MCL1"	49	2.39	0.0168	0.235	"GSE14814"
"ADCY7"	29	2.39	0.0168	0.235	"GSE14814"
"CAV2"	70	2.39	0.0168	0.235	"GSE14814"
"ELN"	85	2.39	0.0169	0.235	"GSE14814"
"ELL2"	54	2.38	0.0172	0.236	"GSE14814"
"TRIB2"	45	2.37	0.0177	0.241	"GSE14814"
"PRKCH"	37	2.37	0.0178	0.241	"GSE14814"
"HIF1A"	64	2.36	0.0183	0.244	"GSE14814"
"TWIST1"	60	2.35	0.0186	0.245	"GSE14814"
"AKAP13"	88	2.35	0.019	0.248	"GSE14814"
"SOCS3"	33	2.33	0.0196	0.254	"GSE14814"
"SH3BGRL"	89	2.33	0.0197	0.254	"GSE14814"
"SH3BP5"	56	2.33	0.0197	0.254	"GSE14814"
"LCP2"	50	2.33	0.0198	0.254	"GSE14814"
"MS4A4A"	69	2.32	0.0203	0.257	"GSE14814"
"MNDA"	68	2.32	0.0204	0.257	"GSE14814"
"ID3"	29	2.31	0.0207	0.259	"GSE14814"
"MAFF"	38	2.31	0.0211	0.263	"GSE14814"
"FCGR2B"	35	2.3	0.0215	0.266	"GSE14814"
"GUCY1A1"	27	2.3	0.0215	0.266	"GSE14814"
"RGS3"	45	2.29	0.0219	0.267	"GSE14814"
"FCGR2C"	41	2.29	0.0222	0.269	"GSE14814"
"WNT2"	58	2.29	0.0222	0.269	"GSE14814"
"TGFBR2"	143	2.29	0.0223	0.269	"GSE14814"
"AP3S1"	58	2.28	0.0225	0.271	"GSE14814"
"ITGAM"	43	2.27	0.0229	0.273	"GSE14814"
"TRIO"	27	2.27	0.0233	0.276	"GSE14814"
"DUSP1"	58	2.26	0.0237	0.277	"GSE14814"
"ITGB3"	26	2.26	0.0238	0.277	"GSE14814"
"PECAM1"	114	2.26	0.0238	0.277	"GSE14814"
"GATA6"	43	2.25	0.0242	0.28	"GSE14814"
"BCL6"	30	2.25	0.0245	0.283	"GSE14814"
"PPP3CB"	57	2.24	0.0249	0.286	"GSE14814"
"ROR2"	28	2.23	0.0255	0.289	"GSE14814"
"EGR3"	39	2.23	0.0255	0.289	"GSE14814"
"RAB8B"	28	2.21	0.0268	0.301	"GSE14814"
"FOSL2"	73	2.21	0.027	0.302	"GSE14814"
"SNAI2"	126	2.21	0.0274	0.304	"GSE14814"
"CREM"	41	2.2	0.0275	0.304	"GSE14814"
"CPE"	30	2.2	0.0275	0.304	"GSE14814"
"GPR183"	37	2.2	0.0277	0.305	"GSE14814"
"IL6"	26	2.2	0.0279	0.305	"GSE14814"
"RHOA"	86	2.2	0.028	0.305	"GSE14814"
"BNC2"	34	2.2	0.028	0.305	"GSE14814"
"FOXO1"	32	2.19	0.0285	0.307	"GSE14814"
"TBC1D9"	39	2.19	0.0288	0.307	"GSE14814"
"CDKN1A"	34	2.18	0.0289	0.307	"GSE14814"
"SPOCK1"	49	2.18	0.0292	0.307	"GSE14814"
"MDFIC"	67	2.18	0.0293	0.307	"GSE14814"
"MMP14"	64	2.18	0.0295	0.307	"GSE14814"
"FSTL3"	71	2.17	0.0297	0.307	"GSE14814"
"RASIP1"	50	2.15	0.0312	0.318	"GSE14814"
"ILK"	90	2.15	0.0313	0.318	"GSE14814"
"ENG"	109	2.15	0.0313	0.318	"GSE14814"
"SKAP2"	36	2.15	0.0317	0.32	"GSE14814"
"SPARCL1"	52	2.14	0.032	0.32	"GSE14814"
"TSC22D2"	25	2.14	0.0321	0.32	"GSE14814"
"LYN"	38	2.14	0.0322	0.32	"GSE14814"
"LPAR6"	57	2.14	0.0327	0.324	"GSE14814"
"NR4A3"	37	2.12	0.0337	0.329	"GSE14814"
"ENPP2"	68	2.11	0.0346	0.334	"GSE14814"
"PTPRC"	54	2.11	0.035	0.334	"GSE14814"
"ARFGAP3"	36	2.11	0.035	0.334	"GSE14814"
"NRBF2"	43	2.1	0.0361	0.341	"GSE14814"
"KLF2"	53	2.09	0.0363	0.341	"GSE14814"
"PDE1A"	32	2.09	0.0363	0.341	"GSE14814"
"PTPRE"	83	2.09	0.0367	0.342	"GSE14814"
"ANK2"	57	2.09	0.0368	0.342	"GSE14814"
"SLC22A17"	31	2.08	0.0377	0.347	"GSE14814"
"STK10"	61	2.07	0.0384	0.352	"GSE14814"
"CREB3L1"	61	2.06	0.039	0.354	"GSE14814"
"RGS1"	46	2.05	0.0407	0.365	"GSE14814"
"FAS"	47	2.04	0.0409	0.367	"GSE14814"
"RND3"	75	2.04	0.0414	0.369	"GSE14814"
"ARHGAP17"	33	2.03	0.0419	0.369	"GSE14814"
"CCL18"	29	2.03	0.0421	0.369	"GSE14814"
"EVL"	49	2.03	0.0424	0.369	"GSE14814"
"CREB3L2"	60	2.03	0.0425	0.369	"GSE14814"
"CRYAB"	72	2.03	0.0426	0.369	"GSE14814"
"ZBTB20"	83	2.03	0.0427	0.369	"GSE14814"
"MS4A6A"	41	2.02	0.0431	0.369	"GSE14814"
"PXN"	47	2.02	0.0434	0.37	"GSE14814"
"MTSS1"	30	2.02	0.0437	0.37	"GSE14814"
"CCL13"	32	2.01	0.0442	0.37	"GSE14814"
"HCLS1"	26	2.01	0.0445	0.371	"GSE14814"
"LRRFIP1"	63	2.01	0.0446	0.371	"GSE14814"
"CD81"	80	2.01	0.0448	0.371	"GSE14814"
"MAPRE2"	47	2	0.0451	0.373	"GSE14814"
"STAT5B"	48	2	0.0459	0.376	"GSE14814"
"ZFP36"	30	1.99	0.0464	0.377	"GSE14814"
"CSF2RB"	43	1.99	0.0467	0.379	"GSE14814"
"DPYSL2"	129	1.99	0.0468	0.379	"GSE14814"
"HLX"	79	1.98	0.0478	0.384	"GSE14814"
"PURA"	66	1.97	0.0491	0.392	"GSE14814"
"TRIB1"	34	1.97	0.0492	0.392	"GSE14814"
"EPAS1"	77	1.96	0.0496	0.394	"GSE14814"
"ITGB1"	78	1.96	0.0499	0.394	"GSE14814"
"FCER1G"	49	1.96	0.0502	0.394	"GSE14814"
"RAP1A"	78	1.96	0.0505	0.395	"GSE14814"
"SDCBP"	65	1.94	0.0518	0.402	"GSE14814"
"NISCH"	63	1.94	0.0524	0.403	"GSE14814"
"DLC1"	129	1.94	0.0525	0.403	"GSE14814"
"SGK1"	79	1.94	0.0525	0.403	"GSE14814"
"TIE1"	64	1.93	0.053	0.404	"GSE14814"
"NCOR2"	85	1.93	0.0534	0.406	"GSE14814"
"ADGRL2"	26	1.93	0.0537	0.407	"GSE14814"
"CSF1R"	48	1.93	0.0541	0.409	"GSE14814"
"RGL1"	70	1.92	0.0554	0.415	"GSE14814"
"TRIM22"	94	1.92	0.0554	0.415	"GSE14814"
"FNBP1"	40	1.91	0.0564	0.419	"GSE14814"
"XBP1"	74	1.91	0.0567	0.419	"GSE14814"
"FLI1"	51	1.9	0.0569	0.419	"GSE14814"
"GATA3"	38	1.89	0.0591	0.427	"GSE14814"
"NR4A1"	27	1.89	0.0591	0.427	"GSE14814"
"RAP1GDS1"	34	1.88	0.0604	0.43	"GSE14814"
"PTPRM"	65	1.87	0.0616	0.433	"GSE14814"
"CRTC3"	29	1.86	0.0626	0.433	"GSE14814"
"IQGAP1"	28	1.86	0.0628	0.433	"GSE14814"
"B2M"	62	1.86	0.0628	0.433	"GSE14814"
"IGSF6"	33	1.86	0.063	0.433	"GSE14814"
"LAT2"	30	1.86	0.0631	0.433	"GSE14814"
"RGS5"	94	1.86	0.0632	0.433	"GSE14814"
"YWHAB"	28	1.85	0.0638	0.433	"GSE14814"
"ARHGDIB"	83	1.85	0.0641	0.433	"GSE14814"
"ARHGAP1"	67	1.85	0.0643	0.433	"GSE14814"
"NET1"	29	1.85	0.0643	0.433	"GSE14814"
"PRKACB"	51	1.84	0.0652	0.436	"GSE14814"
"PRDM1"	67	1.84	0.0658	0.438	"GSE14814"
"IFNGR1"	60	1.84	0.0661	0.439	"GSE14814"
"FYB1"	33	1.84	0.0665	0.439	"GSE14814"
"C3AR1"	42	1.83	0.0666	0.439	"GSE14814"
"EREG"	38	1.83	0.067	0.439	"GSE14814"
"CCR1"	34	1.82	0.0683	0.444	"GSE14814"
"MPP1"	27	1.82	0.0685	0.444	"GSE14814"
"LPXN"	65	1.82	0.0687	0.444	"GSE14814"
"FEZ2"	51	1.82	0.069	0.445	"GSE14814"
"SLA"	42	1.81	0.0696	0.445	"GSE14814"
"FLT1"	28	1.81	0.0696	0.445	"GSE14814"
"CD69"	57	1.81	0.0704	0.449	"GSE14814"
"ARHGEF6"	42	1.81	0.0709	0.449	"GSE14814"
"ARF4"	68	1.8	0.072	0.451	"GSE14814"
"PIK3CD"	40	1.8	0.072	0.451	"GSE14814"
"PIK3R1"	45	1.79	0.0727	0.454	"GSE14814"
"SHC1"	28	1.79	0.073	0.455	"GSE14814"
"SP100"	81	1.79	0.0734	0.455	"GSE14814"
"NRIP1"	43	1.78	0.0743	0.457	"GSE14814"
"TNFRSF1B"	67	1.78	0.0744	0.457	"GSE14814"
"TNFSF10"	33	1.77	0.0773	0.465	"GSE14814"
"UBC"	40	1.76	0.0779	0.468	"GSE14814"
"TENM4"	46	1.76	0.0783	0.469	"GSE14814"
"PDE4A"	55	1.76	0.0785	0.469	"GSE14814"
"GPR161"	53	1.76	0.0787	0.47	"GSE14814"
"NDFIP1"	70	1.75	0.0797	0.47	"GSE14814"
"CASP1"	44	1.75	0.0802	0.47	"GSE14814"
"KDR"	43	1.75	0.0803	0.47	"GSE14814"
"CD53"	90	1.74	0.082	0.475	"GSE14814"
"KAT2B"	71	1.74	0.0827	0.479	"GSE14814"
"ARHGEF3"	45	1.73	0.0836	0.48	"GSE14814"
"TNFRSF14"	61	1.73	0.0837	0.48	"GSE14814"
"S1PR1"	62	1.72	0.0848	0.48	"GSE14814"
"TNIP2"	40	1.72	0.0854	0.48	"GSE14814"
"PICALM"	72	1.72	0.0856	0.48	"GSE14814"
"MSL3"	29	1.72	0.0857	0.48	"GSE14814"
"RHOQ"	41	1.72	0.0862	0.481	"GSE14814"
"MYD88"	49	1.71	0.0864	0.481	"GSE14814"
"MEF2C"	102	1.71	0.0867	0.481	"GSE14814"
"SEL1L"	62	1.71	0.0869	0.481	"GSE14814"
"IL13RA1"	57	1.71	0.0875	0.482	"GSE14814"
"ITGB2"	66	1.71	0.088	0.482	"GSE14814"
"SPTBN1"	39	1.71	0.0881	0.482	"GSE14814"
"FOSB"	33	1.7	0.0886	0.482	"GSE14814"
"FZD7"	57	1.7	0.089	0.484	"GSE14814"
"NR4A2"	25	1.7	0.0892	0.484	"GSE14814"
"RB1"	30	1.7	0.0893	0.484	"GSE14814"
"ADAM9"	35	1.7	0.0898	0.484	"GSE14814"
"SERTAD2"	32	1.7	0.0901	0.484	"GSE14814"
"KDM2A"	38	1.69	0.0905	0.485	"GSE14814"
"MYO9B"	33	1.69	0.0917	0.49	"GSE14814"
"FLII"	49	1.68	0.0927	0.492	"GSE14814"
"RASSF2"	62	1.68	0.0932	0.492	"GSE14814"
"CAP1"	30	1.68	0.0938	0.492	"GSE14814"
"TAOK3"	50	1.67	0.0939	0.492	"GSE14814"
"ADGRE5"	87	1.67	0.0945	0.492	"GSE14814"
"ARHGAP29"	65	1.67	0.0956	0.492	"GSE14814"
"SCG5"	30	1.66	0.0961	0.492	"GSE14814"
"HPGDS"	67	1.66	0.0962	0.492	"GSE14814"
"LASP1"	98	1.66	0.0963	0.492	"GSE14814"
"ELMO1"	62	1.66	0.0967	0.492	"GSE14814"
"STAT2"	25	1.66	0.0979	0.492	"GSE14814"
"ACVR1"	29	1.65	0.0979	0.492	"GSE14814"
"IRF2"	36	1.65	0.0981	0.492	"GSE14814"
"GPR65"	45	1.65	0.0981	0.492	"GSE14814"
"FOXN3"	36	1.65	0.0985	0.492	"GSE14814"
"SPRY4"	37	1.65	0.099	0.492	"GSE14814"
"RASL12"	140	1.65	0.0997	0.492	"GSE14814"
"YPEL5"	114	1.64	0.101	0.492	"GSE14814"
"MALT1"	46	1.64	0.101	0.492	"GSE14814"
"RRBP1"	45	1.64	0.102	0.492	"GSE14814"
"TNFRSF17"	44	1.64	0.102	0.492	"GSE14814"
"PPARD"	39	1.64	0.102	0.492	"GSE14814"
"RUNX3"	46	1.62	0.104	0.499	"GSE14814"
"CREBL2"	112	1.62	0.105	0.5	"GSE14814"
"CD86"	44	1.62	0.105	0.5	"GSE14814"
"ITGA8"	73	1.62	0.106	0.501	"GSE14814"
"RARA"	79	1.61	0.107	0.506	"GSE14814"
"STAT1"	55	1.61	0.108	0.508	"GSE14814"
"IRF7"	79	1.6	0.109	0.508	"GSE14814"
"PLXND1"	55	1.6	0.109	0.508	"GSE14814"
"CDKN1B"	37	1.6	0.109	0.508	"GSE14814"
"ABCG1"	57	1.6	0.109	0.508	"GSE14814"
"CD34"	43	1.6	0.109	0.508	"GSE14814"
"CXCL2"	31	1.6	0.11	0.508	"GSE14814"
"CARD8"	44	1.6	0.111	0.508	"GSE14814"
"CCDC85B"	65	1.6	0.111	0.508	"GSE14814"
"TBC1D1"	44	1.59	0.111	0.509	"GSE14814"
"M6PR"	47	1.59	0.112	0.509	"GSE14814"
"CEBPD"	39	1.59	0.112	0.509	"GSE14814"
"LPP"	31	1.59	0.112	0.509	"GSE14814"
"RYBP"	75	1.59	0.112	0.509	"GSE14814"
"DDAH2"	52	1.59	0.113	0.509	"GSE14814"
"BIRC3"	36	1.59	0.113	0.509	"GSE14814"
"STX2"	77	1.58	0.113	0.509	"GSE14814"
"TNFRSF1A"	33	1.58	0.113	0.509	"GSE14814"
"FPR3"	53	1.58	0.113	0.509	"GSE14814"
"PSEN1"	73	1.58	0.114	0.509	"GSE14814"
"IL11"	32	1.58	0.114	0.51	"GSE14814"
"INPP5D"	48	1.58	0.115	0.512	"GSE14814"
"DERL1"	44	1.57	0.115	0.512	"GSE14814"
"TYROBP"	96	1.57	0.115	0.512	"GSE14814"
"YWHAH"	26	1.56	0.118	0.519	"GSE14814"
"IL10RA"	54	1.56	0.118	0.519	"GSE14814"
"RAPGEF2"	98	1.55	0.12	0.523	"GSE14814"
"RAC2"	44	1.55	0.121	0.523	"GSE14814"
"ERO1A"	28	1.55	0.121	0.523	"GSE14814"
"SMAD1"	27	1.55	0.121	0.523	"GSE14814"
"HSPA5"	41	1.55	0.122	0.523	"GSE14814"
"STAT5A"	34	1.55	0.122	0.523	"GSE14814"
"ICAM1"	86	1.55	0.122	0.523	"GSE14814"
"IFITM1"	26	1.55	0.122	0.523	"GSE14814"
"HBEGF"	43	1.54	0.122	0.523	"GSE14814"
"NFATC1"	40	1.54	0.123	0.523	"GSE14814"
"ANXA3"	25	1.54	0.123	0.523	"GSE14814"
"ERG"	30	1.54	0.124	0.523	"GSE14814"
"BTG1"	35	1.54	0.125	0.523	"GSE14814"
"CITED2"	79	1.53	0.125	0.523	"GSE14814"
"ACTB"	71	1.52	0.129	0.524	"GSE14814"
"RAB9A"	26	1.52	0.129	0.524	"GSE14814"
"RAB27A"	155	1.52	0.129	0.524	"GSE14814"
"TEK"	47	1.52	0.129	0.524	"GSE14814"
"PPP2CB"	32	1.51	0.13	0.524	"GSE14814"
"NFKB1"	25	1.51	0.13	0.524	"GSE14814"
"ITK"	45	1.51	0.131	0.524	"GSE14814"
"EPS15"	92	1.51	0.131	0.524	"GSE14814"
"GNAQ"	82	1.51	0.131	0.524	"GSE14814"
"PPP1R13L"	26	1.51	0.131	0.524	"GSE14814"
"NEDD9"	42	1.5	0.133	0.527	"GSE14814"
"MARCO"	49	1.5	0.134	0.529	"GSE14814"
"RHOG"	92	1.5	0.134	0.529	"GSE14814"
"RAP2C"	28	1.49	0.136	0.53	"GSE14814"
"RIN3"	88	1.49	0.136	0.53	"GSE14814"
"EPHA2"	37	1.49	0.137	0.53	"GSE14814"
"LCP1"	38	1.49	0.137	0.53	"GSE14814"
"HOMER3"	76	1.48	0.138	0.53	"GSE14814"
"PLEK2"	38	1.48	0.138	0.53	"GSE14814"
