"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"GNAI3"	103	2.86	0.00429	0.0483	"GSE14814"
"HSP90AA1"	109	2.86	0.00429	0.0483	"GSE14814"
"DNAJA1"	69	2.85	0.00433	0.0483	"GSE14814"
"CNOT6"	35	2.85	0.00436	0.0483	"GSE14814"
"SNW1"	68	2.85	0.00442	0.0483	"GSE14814"
"BRD7"	44	2.84	0.00451	0.0483	"GSE14814"
"HAT1"	81	2.84	0.00452	0.0483	"GSE14814"
"HMGB2"	82	2.84	0.00452	0.0483	"GSE14814"
"OXSR1"	29	2.83	0.00471	0.0483	"GSE14814"
"TAF2"	44	2.82	0.00483	0.0483	"GSE14814"
"SP3"	143	2.81	0.00489	0.0483	"GSE14814"
"CCDC47"	75	2.81	0.00501	0.0483	"GSE14814"
"RB1"	30	2.81	0.00502	0.0483	"GSE14814"
"CNBP"	131	2.8	0.00507	0.0483	"GSE14814"
"ATP6AP2"	131	2.8	0.00507	0.0483	"GSE14814"
"TAF11"	30	2.8	0.00507	0.0483	"GSE14814"
"ECT2"	139	2.8	0.00511	0.0483	"GSE14814"
"RALA"	49	2.8	0.00516	0.0483	"GSE14814"
"NRAS"	32	2.8	0.00516	0.0483	"GSE14814"
"PPP1R8"	41	2.8	0.00516	0.0483	"GSE14814"
"MORF4L1"	46	2.8	0.00518	0.0483	"GSE14814"
"PPP2CA"	104	2.8	0.00518	0.0483	"GSE14814"
"ZNHIT3"	48	2.8	0.00519	0.0483	"GSE14814"
"SMAD4"	40	2.79	0.00524	0.0483	"GSE14814"
"MCTS1"	73	2.79	0.00531	0.0483	"GSE14814"
"CSNK1G3"	51	2.79	0.00533	0.0483	"GSE14814"
"IPO7"	118	2.79	0.00533	0.0483	"GSE14814"
"UNC50"	55	2.78	0.00548	0.0487	"GSE14814"
"RCHY1"	73	2.78	0.00548	0.0487	"GSE14814"
"TP53BP2"	50	2.77	0.00552	0.0487	"GSE14814"
"C1D"	64	2.77	0.00553	0.0487	"GSE14814"
"GOLT1B"	31	2.77	0.00558	0.0487	"GSE14814"
"TSG101"	58	2.77	0.00561	0.0487	"GSE14814"
"TLK1"	65	2.76	0.00573	0.0489	"GSE14814"
"ILF3"	108	2.76	0.00581	0.0489	"GSE14814"
"PRKCI"	36	2.76	0.00582	0.0489	"GSE14814"
"THAP12"	30	2.76	0.00584	0.0489	"GSE14814"
"IMPA1"	46	2.75	0.00591	0.0489	"GSE14814"
"ZFAND1"	57	2.74	0.00606	0.0493	"GSE14814"
"ZCCHC8"	96	2.74	0.00612	0.0493	"GSE14814"
"DDX3X"	74	2.74	0.00618	0.0493	"GSE14814"
"TOP2A"	118	2.74	0.00621	0.0494	"GSE14814"
"TAF7"	81	2.73	0.00625	0.0494	"GSE14814"
"ATR"	66	2.73	0.00635	0.0494	"GSE14814"
"STRN3"	93	2.73	0.00638	0.0495	"GSE14814"
"DEK"	78	2.72	0.00644	0.0495	"GSE14814"
"RAB21"	76	2.72	0.00646	0.0495	"GSE14814"
"BMPR1A"	34	2.72	0.00647	0.0495	"GSE14814"
"CDK7"	66	2.72	0.00647	0.0495	"GSE14814"
"EIF2AK2"	28	2.72	0.00651	0.0495	"GSE14814"
"KDM3A"	42	2.72	0.00659	0.0495	"GSE14814"
"QKI"	28	2.72	0.0066	0.0495	"GSE14814"
"CTCF"	31	2.72	0.00662	0.0495	"GSE14814"
"CYCS"	145	2.71	0.00664	0.0495	"GSE14814"
"ZNF45"	29	2.71	0.00664	0.0495	"GSE14814"
"PTEN"	26	2.71	0.00666	0.0495	"GSE14814"
"ASCC3"	35	2.71	0.00674	0.0495	"GSE14814"
"SRPK1"	44	2.71	0.00682	0.0495	"GSE14814"
"MAPK6"	87	2.7	0.00685	0.0495	"GSE14814"
"POT1"	64	2.7	0.00689	0.0495	"GSE14814"
"FANCL"	53	2.7	0.0069	0.0495	"GSE14814"
"RINT1"	43	2.7	0.00691	0.0495	"GSE14814"
"FH"	59	2.69	0.00712	0.0497	"GSE14814"
"ATG5"	86	2.69	0.00712	0.0497	"GSE14814"
"TRIAP1"	83	2.68	0.00738	0.0497	"GSE14814"
"COPS2"	103	2.68	0.0074	0.0497	"GSE14814"
"TCF12"	26	2.68	0.0074	0.0497	"GSE14814"
"ZBTB1"	115	2.68	0.00744	0.0497	"GSE14814"
"TRIP4"	47	2.68	0.00745	0.0497	"GSE14814"
"SUMO1"	135	2.68	0.00746	0.0497	"GSE14814"
"MSH2"	67	2.68	0.00747	0.0497	"GSE14814"
"DCAF6"	46	2.67	0.00749	0.0497	"GSE14814"
"MAP4K3"	77	2.67	0.00749	0.0497	"GSE14814"
"RAP2C"	28	2.66	0.00772	0.05	"GSE14814"
"PTK2"	33	2.66	0.00775	0.05	"GSE14814"
"HBS1L"	51	2.65	0.00795	0.0508	"GSE14814"
"AIDA"	97	2.65	0.00806	0.0512	"GSE14814"
"ILF2"	102	2.65	0.00806	0.0512	"GSE14814"
"SUPT16H"	60	2.65	0.00808	0.0512	"GSE14814"
"ERO1A"	28	2.65	0.00813	0.0513	"GSE14814"
"AIMP1"	48	2.65	0.00814	0.0513	"GSE14814"
"ZWINT"	104	2.65	0.00816	0.0513	"GSE14814"
"DR1"	40	2.64	0.00827	0.0515	"GSE14814"
"CCDC59"	110	2.64	0.00829	0.0515	"GSE14814"
"CLTC"	91	2.64	0.00832	0.0515	"GSE14814"
"ARL1"	72	2.63	0.0085	0.0523	"GSE14814"
"NAMPT"	30	2.63	0.0086	0.0528	"GSE14814"
"PCNA"	71	2.62	0.00869	0.0529	"GSE14814"
"ZDHHC6"	58	2.62	0.0087	0.0529	"GSE14814"
"CTBP2"	33	2.62	0.00882	0.0532	"GSE14814"
"PAWR"	28	2.61	0.00897	0.0532	"GSE14814"
"ZFAND6"	70	2.61	0.00901	0.0532	"GSE14814"
"PTPRK"	33	2.61	0.00902	0.0532	"GSE14814"
"WSB2"	70	2.61	0.00903	0.0532	"GSE14814"
"RCBTB1"	39	2.61	0.00903	0.0532	"GSE14814"
"GOLPH3"	52	2.61	0.00917	0.0535	"GSE14814"
"UBE2N"	51	2.61	0.00917	0.0535	"GSE14814"
"TBL1XR1"	53	2.6	0.00939	0.054	"GSE14814"
"DERL1"	44	2.6	0.00942	0.054	"GSE14814"
"USP8"	67	2.6	0.00943	0.054	"GSE14814"
"DERL2"	27	2.6	0.00945	0.0541	"GSE14814"
"HNRNPD"	91	2.59	0.00949	0.0542	"GSE14814"
"SMARCA1"	42	2.59	0.00965	0.0545	"GSE14814"
"UBE3A"	43	2.58	0.00977	0.0547	"GSE14814"
"EDRF1"	63	2.58	0.00992	0.0553	"GSE14814"
"PTPN2"	28	2.57	0.0103	0.0569	"GSE14814"
"UBA3"	85	2.56	0.0103	0.0572	"GSE14814"
"NAA15"	43	2.56	0.0105	0.0581	"GSE14814"
"EWSR1"	61	2.55	0.0106	0.0586	"GSE14814"
"CBX3"	125	2.55	0.0109	0.0596	"GSE14814"
"NBN"	29	2.54	0.0109	0.0596	"GSE14814"
"ELOC"	101	2.54	0.0109	0.0596	"GSE14814"
"HSPA5"	41	2.54	0.0109	0.0596	"GSE14814"
"HLTF"	54	2.54	0.0111	0.0602	"GSE14814"
"PSEN1"	73	2.53	0.0113	0.0608	"GSE14814"
"KDM5B"	43	2.53	0.0113	0.0608	"GSE14814"
"E2F3"	30	2.53	0.0113	0.0608	"GSE14814"
"RABGAP1"	40	2.53	0.0115	0.0615	"GSE14814"
"HIF1A"	64	2.53	0.0115	0.0615	"GSE14814"
"CD164"	80	2.53	0.0116	0.0618	"GSE14814"
"ATF2"	86	2.52	0.0118	0.0629	"GSE14814"
"CCNC"	47	2.51	0.012	0.0637	"GSE14814"
"SS18"	45	2.49	0.0126	0.0666	"GSE14814"
"CREB1"	32	2.48	0.013	0.0681	"GSE14814"
"MAP2K1"	32	2.48	0.013	0.0681	"GSE14814"
"ZNHIT6"	45	2.47	0.0137	0.071	"GSE14814"
"SLC30A9"	74	2.47	0.0137	0.071	"GSE14814"
"KIDINS220"	88	2.46	0.0138	0.0715	"GSE14814"
"RBBP4"	36	2.45	0.0141	0.0727	"GSE14814"
"UBR5"	37	2.44	0.0146	0.0749	"GSE14814"
"MAP4K5"	53	2.43	0.0152	0.0778	"GSE14814"
"TDP2"	54	2.42	0.0154	0.0784	"GSE14814"
"ARFGEF2"	46	2.42	0.0155	0.0784	"GSE14814"
"CENPU"	75	2.42	0.0157	0.079	"GSE14814"
"IDH1"	47	2.42	0.0157	0.079	"GSE14814"
"MED4"	39	2.41	0.0158	0.079	"GSE14814"
"PPP1CB"	46	2.41	0.0159	0.0797	"GSE14814"
"RAB1A"	94	2.4	0.0164	0.0815	"GSE14814"
"PARK7"	29	2.4	0.0164	0.0815	"GSE14814"
"ANP32A"	33	2.39	0.0169	0.0837	"GSE14814"
"TMEM30A"	78	2.38	0.0172	0.0851	"GSE14814"
"PPP1R2"	92	2.38	0.0174	0.0859	"GSE14814"
"MRE11"	34	2.37	0.0176	0.0869	"GSE14814"
"TMX1"	83	2.37	0.0179	0.0878	"GSE14814"
"RPS6KA3"	37	2.36	0.0182	0.0891	"GSE14814"
"RHOT1"	100	2.36	0.0185	0.0901	"GSE14814"
"STAG2"	63	2.35	0.0189	0.092	"GSE14814"
"PRDX3"	79	2.34	0.0191	0.0923	"GSE14814"
"UTP11"	48	2.34	0.0192	0.0924	"GSE14814"
"NEK4"	56	2.34	0.0195	0.0934	"GSE14814"
"ARL8B"	72	2.32	0.0201	0.0961	"GSE14814"
"RAC1"	41	2.32	0.0202	0.0961	"GSE14814"
"RBBP8"	49	2.32	0.0205	0.0968	"GSE14814"
"AURKA"	94	2.31	0.0209	0.098	"GSE14814"
"TFDP1"	59	2.31	0.021	0.0983	"GSE14814"
"CKS2"	98	2.31	0.0211	0.0984	"GSE14814"
"FOXJ3"	42	2.3	0.0214	0.0993	"GSE14814"
"GSPT1"	61	2.3	0.0215	0.0998	"GSE14814"
"ORC2"	61	2.3	0.0217	0.1	"GSE14814"
"STK3"	29	2.29	0.0219	0.101	"GSE14814"
"ADAM9"	35	2.29	0.0221	0.102	"GSE14814"
"SRSF3"	63	2.28	0.0224	0.103	"GSE14814"
"XRCC6"	52	2.28	0.0226	0.103	"GSE14814"
"DDX10"	73	2.28	0.0228	0.104	"GSE14814"
"MED23"	26	2.28	0.0228	0.104	"GSE14814"
"MAP3K4"	30	2.27	0.0233	0.105	"GSE14814"
"RANBP2"	43	2.27	0.0234	0.105	"GSE14814"
"GTF2A2"	108	2.27	0.0234	0.105	"GSE14814"
"IDE"	46	2.26	0.0236	0.106	"GSE14814"
"SNX6"	37	2.26	0.0241	0.107	"GSE14814"
"GTF2E2"	58	2.26	0.0241	0.107	"GSE14814"
"EZH2"	44	2.25	0.0247	0.11	"GSE14814"
"SNAPC5"	86	2.24	0.025	0.11	"GSE14814"
"ATAD2"	60	2.24	0.025	0.11	"GSE14814"
"RALGAPB"	31	2.24	0.025	0.11	"GSE14814"
"REST"	48	2.24	0.0252	0.111	"GSE14814"
"WWP1"	62	2.24	0.0253	0.111	"GSE14814"
"RBM15"	46	2.23	0.0255	0.112	"GSE14814"
"YWHAE"	62	2.22	0.0262	0.113	"GSE14814"
"BTAF1"	49	2.22	0.0262	0.113	"GSE14814"
"RPL6"	88	2.22	0.0264	0.114	"GSE14814"
"PHF10"	28	2.22	0.0264	0.114	"GSE14814"
"MORC4"	32	2.22	0.0265	0.114	"GSE14814"
"ZNF207"	95	2.21	0.0269	0.115	"GSE14814"
"PSMC5"	64	2.2	0.0281	0.119	"GSE14814"
"ARFGAP3"	36	2.19	0.0286	0.121	"GSE14814"
"EIF2AK3"	65	2.18	0.0291	0.122	"GSE14814"
"CREBZF"	37	2.18	0.0291	0.122	"GSE14814"
"RB1CC1"	89	2.17	0.0297	0.124	"GSE14814"
"VEZF1"	31	2.17	0.0301	0.125	"GSE14814"
"PRKAR1A"	154	2.17	0.0301	0.125	"GSE14814"
"NRBF2"	43	2.16	0.0307	0.127	"GSE14814"
"ADAM10"	57	2.16	0.0309	0.128	"GSE14814"
"BAZ1A"	34	2.15	0.0313	0.13	"GSE14814"
"DAP3"	49	2.15	0.0319	0.132	"GSE14814"
"ZBTB11"	68	2.14	0.032	0.132	"GSE14814"
"PPP2R5C"	82	2.14	0.032	0.132	"GSE14814"
"ADAM17"	62	2.14	0.0322	0.132	"GSE14814"
"ZNF148"	41	2.14	0.0324	0.132	"GSE14814"
"BIRC2"	78	2.13	0.0332	0.135	"GSE14814"
"TSPAN6"	32	2.13	0.0333	0.135	"GSE14814"
"CSNK1A1"	49	2.12	0.0338	0.137	"GSE14814"
"SDHD"	67	2.12	0.0339	0.137	"GSE14814"
"STMN1"	32	2.11	0.0345	0.139	"GSE14814"
"INTS6"	29	2.11	0.0348	0.14	"GSE14814"
"ARHGEF12"	51	2.11	0.0351	0.14	"GSE14814"
"ERBIN"	125	2.1	0.0355	0.141	"GSE14814"
"CASK"	42	2.1	0.0358	0.143	"GSE14814"
"POLR2K"	92	2.09	0.0365	0.145	"GSE14814"
"KRIT1"	28	2.09	0.0368	0.146	"GSE14814"
"EEF1E1"	109	2.08	0.0372	0.147	"GSE14814"
"STK38L"	30	2.08	0.0373	0.147	"GSE14814"
"ASF1A"	56	2.08	0.0376	0.148	"GSE14814"
"SMURF2"	48	2.07	0.038	0.148	"GSE14814"
"SF3B1"	99	2.07	0.0385	0.15	"GSE14814"
"CHMP5"	64	2.06	0.0395	0.153	"GSE14814"
"HTATIP2"	57	2.05	0.0402	0.155	"GSE14814"
"YAP1"	46	2.05	0.0403	0.155	"GSE14814"
"NF1"	51	2.05	0.0403	0.155	"GSE14814"
"TMPO"	35	2.05	0.0404	0.155	"GSE14814"
"ZNF281"	47	2.05	0.0405	0.155	"GSE14814"
"APEX1"	52	2.05	0.0406	0.156	"GSE14814"
"RAB5A"	127	2.05	0.0408	0.156	"GSE14814"
"TFG"	55	2.04	0.0412	0.157	"GSE14814"
"SMARCE1"	73	2.04	0.0415	0.157	"GSE14814"
"NPM1"	79	2.04	0.0417	0.158	"GSE14814"
"GGCT"	47	2.03	0.042	0.159	"GSE14814"
"MAP3K7"	44	2.03	0.0423	0.16	"GSE14814"
"SGPL1"	54	2.03	0.0427	0.161	"GSE14814"
"ARID4B"	96	2.02	0.0429	0.161	"GSE14814"
"AGK"	36	2.02	0.043	0.161	"GSE14814"
"CERS6"	56	2.02	0.0435	0.163	"GSE14814"
"THAP1"	27	2.02	0.0438	0.163	"GSE14814"
"ZFAND5"	38	2.01	0.0447	0.166	"GSE14814"
"KIF5B"	56	2.01	0.0449	0.166	"GSE14814"
"PIK3CA"	65	2.01	0.045	0.166	"GSE14814"
"ZNF330"	35	2	0.045	0.166	"GSE14814"
"HNRNPAB"	40	2	0.0454	0.167	"GSE14814"
"HSPE1"	121	2	0.0455	0.167	"GSE14814"
"TGS1"	49	1.99	0.0461	0.169	"GSE14814"
"ZNF22"	66	1.99	0.0465	0.17	"GSE14814"
"PAK1IP1"	42	1.99	0.0469	0.172	"GSE14814"
"TTK"	75	1.99	0.0471	0.172	"GSE14814"
"HIPK3"	50	1.99	0.0471	0.172	"GSE14814"
"ZC3H13"	30	1.98	0.0473	0.172	"GSE14814"
"GTF2E1"	36	1.98	0.0474	0.172	"GSE14814"
"NONO"	83	1.98	0.0476	0.172	"GSE14814"
"GLRX2"	35	1.98	0.0477	0.172	"GSE14814"
"ZZZ3"	39	1.98	0.0481	0.173	"GSE14814"
"VAPB"	49	1.98	0.0482	0.173	"GSE14814"
"SHOC2"	109	1.98	0.0483	0.173	"GSE14814"
"GMPS"	62	1.97	0.0484	0.173	"GSE14814"
"BCLAF1"	130	1.97	0.0493	0.175	"GSE14814"
"TERF1"	45	1.97	0.0493	0.175	"GSE14814"
"SMARCA5"	67	1.96	0.0497	0.177	"GSE14814"
"SMARCC1"	75	1.96	0.0499	0.177	"GSE14814"
"ZNF146"	69	1.96	0.0501	0.177	"GSE14814"
"LANCL1"	30	1.96	0.0504	0.178	"GSE14814"
"NET1"	29	1.96	0.0504	0.178	"GSE14814"
"ATP2C1"	36	1.95	0.051	0.179	"GSE14814"
"RBPJ"	98	1.95	0.0512	0.18	"GSE14814"
"SAP30"	37	1.93	0.0534	0.186	"GSE14814"
"CEP63"	46	1.93	0.054	0.188	"GSE14814"
"EID1"	64	1.93	0.0542	0.188	"GSE14814"
"NDC80"	85	1.92	0.0545	0.189	"GSE14814"
"LEMD3"	31	1.92	0.0548	0.19	"GSE14814"
"CDC5L"	33	1.92	0.055	0.19	"GSE14814"
"USP33"	117	1.92	0.0551	0.19	"GSE14814"
"YWHAB"	28	1.92	0.0552	0.19	"GSE14814"
"HSP90AB1"	71	1.92	0.0554	0.19	"GSE14814"
"CREG1"	49	1.92	0.0555	0.19	"GSE14814"
"ZC3H15"	81	1.91	0.0556	0.191	"GSE14814"
"RAD1"	34	1.91	0.0558	0.191	"GSE14814"
"PPP1R12A"	71	1.91	0.0562	0.192	"GSE14814"
"YWHAZ"	83	1.9	0.057	0.194	"GSE14814"
"ACAP2"	54	1.9	0.0572	0.194	"GSE14814"
"SPG21"	49	1.9	0.0575	0.194	"GSE14814"
"NCK1"	26	1.9	0.058	0.196	"GSE14814"
"LRRFIP1"	63	1.89	0.0582	0.196	"GSE14814"
"GTF2H5"	32	1.89	0.0592	0.198	"GSE14814"
"ZC3H14"	48	1.89	0.0592	0.198	"GSE14814"
"TFCP2"	46	1.89	0.0594	0.199	"GSE14814"
"NCOA2"	53	1.88	0.0595	0.199	"GSE14814"
"SMC3"	55	1.87	0.0613	0.204	"GSE14814"
"PHTF2"	46	1.86	0.0622	0.207	"GSE14814"
"RAP1GDS1"	34	1.86	0.0625	0.207	"GSE14814"
"DEPDC1"	50	1.86	0.0626	0.207	"GSE14814"
"RFC1"	29	1.86	0.0632	0.209	"GSE14814"
"SDHB"	46	1.86	0.0634	0.209	"GSE14814"
"ZMYM2"	47	1.85	0.0637	0.21	"GSE14814"
"C1QBP"	146	1.85	0.065	0.213	"GSE14814"
"TOM1L1"	57	1.84	0.0655	0.214	"GSE14814"
"FEZ2"	51	1.84	0.0657	0.215	"GSE14814"
"EML4"	41	1.84	0.066	0.215	"GSE14814"
"HIPK1"	90	1.83	0.0667	0.217	"GSE14814"
"AP3S1"	58	1.83	0.0669	0.217	"GSE14814"
"DLG5"	47	1.83	0.067	0.217	"GSE14814"
"RAB14"	79	1.82	0.0686	0.222	"GSE14814"
"CENPF"	106	1.82	0.0691	0.223	"GSE14814"
"HSF2"	30	1.81	0.0696	0.224	"GSE14814"
"SPOP"	37	1.81	0.0696	0.224	"GSE14814"
"ZNF277"	33	1.81	0.0696	0.224	"GSE14814"
"FZD6"	73	1.81	0.0697	0.224	"GSE14814"
"NSD2"	58	1.81	0.0699	0.224	"GSE14814"
"RBM39"	95	1.81	0.0701	0.224	"GSE14814"
"FEN1"	98	1.81	0.0703	0.224	"GSE14814"
"MCM4"	102	1.8	0.0723	0.231	"GSE14814"
"PMAIP1"	41	1.79	0.0729	0.232	"GSE14814"
"RPL7"	81	1.79	0.0732	0.233	"GSE14814"
"TBPL1"	90	1.79	0.0735	0.233	"GSE14814"
"GPSM2"	28	1.79	0.0736	0.233	"GSE14814"
"CSDE1"	63	1.79	0.0739	0.234	"GSE14814"
"USP9X"	41	1.78	0.0748	0.236	"GSE14814"
"SLIRP"	131	1.77	0.0763	0.24	"GSE14814"
"ZMYM4"	74	1.77	0.0768	0.241	"GSE14814"
"GDI2"	58	1.77	0.0769	0.241	"GSE14814"
"NDUFS4"	79	1.77	0.0776	0.242	"GSE14814"
"ITGB1"	78	1.76	0.0778	0.243	"GSE14814"
"MCL1"	49	1.76	0.0781	0.243	"GSE14814"
"ZCCHC10"	37	1.76	0.0782	0.243	"GSE14814"
"CNOT2"	36	1.76	0.0787	0.245	"GSE14814"
"RAP1B"	38	1.75	0.0802	0.248	"GSE14814"
"PPP2R2A"	40	1.74	0.0814	0.251	"GSE14814"
"INSIG2"	52	1.74	0.0818	0.251	"GSE14814"
"NCOA4"	84	1.74	0.0822	0.251	"GSE14814"
"BBX"	52	1.74	0.0822	0.251	"GSE14814"
"POGK"	91	1.74	0.0823	0.251	"GSE14814"
"DNMT1"	58	1.73	0.0828	0.252	"GSE14814"
"ARF6"	32	1.73	0.0832	0.253	"GSE14814"
"TYMS"	66	1.73	0.0834	0.253	"GSE14814"
"ROCK1"	65	1.73	0.0836	0.253	"GSE14814"
"TAB2"	53	1.73	0.0836	0.253	"GSE14814"
"YEATS4"	27	1.73	0.0838	0.253	"GSE14814"
"CKS1B"	127	1.72	0.0854	0.256	"GSE14814"
"SUB1"	62	1.72	0.0854	0.256	"GSE14814"
"LRP12"	27	1.72	0.0857	0.257	"GSE14814"
"KDM2A"	38	1.72	0.0862	0.258	"GSE14814"
"PRKD3"	35	1.7	0.0889	0.264	"GSE14814"
"RYBP"	75	1.7	0.0898	0.266	"GSE14814"
"CNIH4"	64	1.69	0.0909	0.269	"GSE14814"
"MNAT1"	74	1.68	0.0924	0.271	"GSE14814"
"MKLN1"	31	1.68	0.0925	0.271	"GSE14814"
"USF2"	40	-1.68	0.0929	0.272	"GSE14814"
"OR6A2"	57	-1.68	0.0929	0.272	"GSE14814"
"AFP"	42	-1.68	0.0924	0.271	"GSE14814"
"EVX1"	49	-1.68	0.0923	0.271	"GSE14814"
"ZNF671"	37	-1.69	0.0917	0.27	"GSE14814"
"TRHR"	77	-1.69	0.0915	0.27	"GSE14814"
